FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH
0,0,0,0,2.7,3.2,2.3,2.6,3.3,2.4,2.85,3.3,2.35,2.9,3.0,2.2,2.6,3.2,2.38,2.75,3.2,2.38,2.5,3.1,2.5,1.6,2.15,1.61,2.25,2.0,1.8,0,2.04,1.8,0.0,2.1,1.8,0.0
0,2,0,2,1.9,3.25,3.5,1.95,3.2,3.6,2.0,3.25,3.7,1.9,3.1,3.5,1.91,3.2,3.5,2.0,3.2,3.5,1.95,3.2,3.3,1.6,2.15,1.61,2.25,2.0,1.73,-0.5,1.74,2.1,-0.25,2.075,1.825,-0.5
4,1,2,0,1.53,3.75,5.0,1.55,3.7,5.3,1.55,3.65,6.25,1.55,3.5,4.8,1.5,3.4,6.0,1.5,3.75,6.0,1.53,3.5,5.5,1.55,2.25,1.61,2.25,1.85,1.95,-1,1.92,1.92,-1.0,1.925,1.975,-1.0
3,0,3,0,1.66,3.4,4.5,1.7,3.5,4.4,1.65,3.5,5.25,1.7,3.2,4.2,1.62,3.5,4.5,1.62,3.5,5.0,1.6,3.4,4.8,1.55,2.25,1.61,2.25,2.0,1.8,-1,2.08,1.76,-1.0,2.075,1.825,-1.0
2,0,1,0,4.0,3.25,1.8,3.75,3.25,1.9,3.85,3.35,1.9,3.5,3.1,1.9,3.6,3.25,1.83,4.33,3.4,1.75,3.75,3.2,1.83,1.75,1.95,1.8,2.0,1.79,1.9,0.5,2.02,1.82,0.5,2.075,1.825,0.5
2,1,1,0,1.66,3.4,4.5,1.65,3.5,4.8,1.65,3.6,5.1,1.55,3.5,4.8,1.67,3.4,4.33,1.57,3.4,6.0,1.57,3.5,5.0,1.6,2.15,1.7,2.1,2.0,1.8,-1,2.08,1.76,-1.0,2.175,1.725,-1.0
2,0,2,0,1.57,3.4,5.5,1.5,3.8,5.8,1.55,3.7,6.0,1.45,3.8,5.4,1.53,3.5,5.5,1.53,3.6,6.0,1.53,3.5,5.5,1.65,2.05,,,2.05,1.77,-1,2.08,1.76,-1.0,2.075,1.825,-1.0
3,0,0,0,2.0,3.25,3.25,1.95,3.3,3.5,1.95,3.3,3.8,2.0,3.0,3.3,2.0,3.2,3.2,2.0,3.2,3.5,2.0,3.1,3.3,1.65,2.05,,,1.95,1.77,-0.5,1.96,1.88,-0.5,1.975,1.925,-0.5
3,1,1,1,1.8,3.25,4.0,1.8,3.4,4.0,1.8,3.3,4.5,1.8,3.1,3.8,1.73,3.2,4.33,1.73,3.4,4.5,1.7,3.3,4.33,1.6,2.15,,,1.8,1.9,-0.5,1.94,1.9,-0.5,1.875,2.025,-0.5
0,1,0,1,2.1,3.25,3.0,2.0,3.3,3.4,2.15,3.3,3.2,2.1,3.0,3.1,2.1,3.2,3.0,2.1,3.2,3.25,1.95,3.2,3.3,1.75,1.95,,,1.9,1.9,-0.25,1.98,1.86,-0.25,1.975,1.925,-0.25
