FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5
3,4,0,1,2.5,3.25,2.4,2.71,3.25,2.4,2.5,3.0,2.5,2.6,3.2,2.38,2.63,3.2,2.38,2.625,3.2,2.375,2.75,3.1,2.3,1.7,1.9,1.9,1.8
3,1,1,1,2.0,3.2,3.2,2.2,3.31,3.0,2.0,3.1,3.2,2.1,3.2,3.0,2.2,3.2,2.88,2.2,3.2,2.875,2.1,3.2,3.0,1.7,1.9,1.83,1.83
2,0,1,0,2.4,3.25,2.5,2.45,3.25,2.71,2.4,3.2,2.4,2.5,3.0,2.6,2.38,3.2,2.63,2.375,3.2,2.625,2.6,3.1,2.4,1.8,1.8,1.8,1.9
2,3,2,1,1.8,3.3,3.75,1.8,3.3,4.46,1.7,3.2,4.2,1.8,3.2,4.0,1.75,3.4,4.0,1.75,3.4,4.0,1.72,3.25,4.2,1.65,1.95,1.72,2.0
1,2,1,0,2.75,3.25,2.2,3.5,3.31,2.15,3.2,3.1,2.0,3.0,3.2,2.1,3.0,3.25,2.1,3.0,3.25,2.1,3.0,3.2,2.1,1.7,1.9,1.72,2.0
0,2,0,2,2.625,3.1,2.375,2.65,3.25,2.46,2.5,3.0,2.5,2.6,3.2,2.38,2.6,3.2,2.4,2.6,3.2,2.4,2.62,3.1,2.37,1.8,1.8,1.66,2.1
3,1,1,0,1.8330000000000002,3.2,3.75,1.9,3.25,3.81,1.9,3.1,3.5,1.91,3.2,3.5,1.91,3.25,3.5,1.909,3.25,3.5,1.8,3.3,3.75,1.65,1.95,1.66,2.1
3,0,1,0,2.0,3.2,3.2,2.0,3.3,3.4,2.0,3.1,3.2,2.0,3.2,3.2,2.1,3.25,3.0,2.0,3.25,3.25,1.9,3.3,3.3,1.75,1.85,1.72,2.0
3,1,1,1,1.4,3.75,7.0,1.45,4.0,7.0,1.4,3.9,6.0,1.4,3.75,7.0,1.4,3.75,7.5,1.4,3.75,7.5,1.4,3.75,7.0,1.7,1.9,1.83,1.83
2,2,1,0,1.8,3.3,3.75,1.8,3.4,4.2,1.75,3.2,4.0,1.8,3.25,3.75,1.73,3.25,4.33,1.8,3.25,4.0,1.72,3.25,4.2,1.75,1.85,1.8,1.9
0,3,0,1,2.2,3.25,2.75,2.2,3.25,2.95,2.3,3.0,2.7,2.2,3.25,2.75,2.0,3.25,3.25,2.1,3.25,3.0,2.0,3.2,3.2,1.7,1.9,1.66,2.1
2,2,1,1,1.6669999999999998,3.25,4.5,1.72,3.5,4.7,1.65,3.3,4.4,1.73,3.4,4.0,1.62,3.4,5.0,1.7,3.4,4.333,1.66,3.3,4.5,1.65,1.95,1.72,2.0
1,1,1,1,2.0,3.2,3.2,2.0,3.25,3.4,2.0,3.1,3.2,2.0,3.2,3.2,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2,1.7,1.9,1.8,1.9
0,3,0,2,2.75,3.25,2.2,2.8,3.3,2.27,3.1,3.0,2.1,2.8,3.2,2.2,2.75,3.25,2.25,2.875,3.2,2.2,2.87,3.1,2.2,1.7,1.9,1.8,1.9
1,1,0,0,1.6669999999999998,3.25,4.5,1.8,3.4,4.2,1.75,3.2,4.0,1.8,3.25,3.75,1.67,3.4,4.5,1.7269999999999999,3.4,4.2,1.66,3.4,4.33,1.65,1.95,1.72,2.0
1,0,1,0,1.8330000000000002,3.2,3.75,1.9,3.35,3.6,1.9,3.1,3.5,1.91,3.4,3.25,1.83,3.25,3.75,1.8330000000000002,3.3,3.75,1.83,3.2,3.75,1.7,1.9,1.66,2.1
0,0,0,0,1.5,3.4,6.0,1.5,3.65,7.1,1.55,3.5,4.8,1.5,3.4,6.0,1.5,3.5,6.0,1.5,3.5,6.0,1.5,3.4,6.0,1.65,1.95,1.66,2.1
1,1,0,1,2.2,3.25,2.75,2.2,3.25,2.95,2.2,3.0,2.9,2.2,3.25,2.75,2.2,3.25,2.8,2.2,3.25,2.8,2.25,3.2,2.75,1.7,1.9,1.72,2.0
0,4,0,1,4.333,3.2,1.7269999999999999,4.4,3.4,1.74,4.4,3.3,1.65,4.0,3.4,1.73,4.2,3.4,1.73,4.2,3.4,1.7269999999999999,4.33,3.4,1.66,1.75,1.85,1.8,1.9
0,0,0,0,2.1,3.2,3.0,2.2,3.27,3.5,1.9,3.1,3.5,2.1,3.2,3.0,2.1,3.2,3.1,2.1,3.2,3.1,2.2,3.2,2.8,1.55,2.15,1.72,2.0
0,0,0,0,2.25,3.2,2.75,2.31,3.25,2.75,2.2,3.0,2.9,2.25,3.2,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.25,3.1,2.8,1.7,1.9,1.72,2.0
0,2,0,0,1.571,3.5,5.0,1.55,3.55,5.65,1.55,3.5,4.8,1.62,3.5,4.5,1.57,3.4,5.5,1.571,3.4,5.5,1.61,3.3,5.0,1.55,2.15,1.66,2.1
2,0,1,0,1.5,3.4,6.0,1.54,3.55,6.05,1.55,3.5,4.8,1.5,3.4,6.0,1.5,3.5,6.0,1.5,3.5,6.0,1.44,3.6,6.5,1.6,2.05,1.66,2.1
2,1,1,0,2.4,3.25,2.5,2.5,3.25,2.6,2.4,3.2,2.4,2.4,3.25,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.6,3.1,2.4,1.75,1.85,1.8,1.9
1,2,0,1,2.0,3.2,3.2,2.0,3.25,3.35,2.0,3.1,3.2,2.0,3.2,3.2,1.91,3.25,3.5,1.909,3.25,3.5,1.9,3.2,3.5,1.8,1.8,1.72,2.0
2,1,2,1,1.9,3.2,3.5,1.92,3.2,3.65,1.9,3.1,3.5,1.91,3.2,3.5,1.91,3.25,3.5,1.91,3.25,3.5,2.1,3.2,3.0,1.7,1.9,1.72,2.0
2,2,1,0,2.5,3.2,2.4,2.45,3.2,2.6,2.4,3.0,2.6,2.6,3.2,2.38,2.5,3.2,2.5,2.5,3.2,2.5,2.4,3.25,2.5,1.7,1.9,1.72,2.0
1,4,0,3,2.3,3.2,2.62,2.3,3.2,2.78,2.2,3.0,2.9,2.38,3.2,2.6,2.38,3.2,2.62,2.38,3.2,2.62,2.3,3.2,2.62,1.8,1.8,1.83,1.83
2,1,0,0,2.5,3.2,2.4,2.55,3.2,2.5,2.5,3.0,2.5,2.5,3.25,2.4,2.6,3.2,2.4,2.6,3.2,2.4,2.62,3.1,2.37,1.85,1.75,1.9,1.8
1,2,1,1,2.3,3.2,2.62,2.25,3.25,2.82,2.4,3.0,2.6,2.38,3.2,2.6,2.38,3.1,2.7,2.38,3.1,2.7,2.25,3.2,2.75,1.8,1.8,1.8,1.9
2,2,2,2,1.44,3.6,6.5,1.45,3.8,6.6,1.45,3.8,5.4,1.44,3.6,6.5,1.44,3.6,7.0,1.44,3.6,7.0,1.4,3.75,7.0,1.55,2.1,1.61,2.2
1,2,0,0,2.3,3.2,2.62,2.3,3.2,2.78,2.3,3.0,2.7,2.38,3.2,2.6,2.3,3.1,2.8,2.3,3.1,2.8,2.25,3.2,2.75,1.85,1.75,1.83,1.83
3,0,1,0,1.25,4.5,10.0,1.25,4.8,10.35,1.3,4.2,8.0,1.25,4.5,10.0,1.25,5.0,8.5,1.25,5.0,9.0,1.25,4.5,10.0,1.5,2.2,1.66,2.1
0,3,0,2,1.4,3.75,7.0,1.38,4.25,7.0,1.3,4.2,8.0,1.44,3.5,7.0,1.4,3.75,7.5,1.4,3.75,7.5,1.44,3.6,6.5,1.6,2.0,1.61,2.2
0,0,0,0,4.0,3.4,1.72,4.6,3.35,1.7,3.8,3.1,1.8,4.0,3.4,1.73,4.33,3.25,1.73,4.33,3.25,1.73,4.5,3.3,1.66,1.6,2.1,1.8,1.9
2,1,1,0,2.4,3.25,2.5,2.45,3.2,2.6,2.5,3.0,2.5,2.38,3.2,2.6,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.25,2.4,1.7,1.9,1.83,1.83
0,1,0,1,1.61,3.25,5.0,1.65,3.4,4.9,1.7,3.2,4.2,1.57,3.5,5.0,1.57,3.4,5.5,1.57,3.4,5.5,1.61,3.3,5.0,1.65,2.0,1.72,2.0
0,1,0,1,1.9,3.25,3.4,1.95,3.25,3.5,2.0,3.1,3.2,1.91,3.25,3.4,1.91,3.25,3.5,1.91,3.25,3.5,1.9,3.25,3.4,1.7,1.9,1.83,1.83
2,2,1,1,1.53,3.4,5.5,1.5,3.7,5.95,1.5,3.5,5.4,1.44,3.6,6.5,1.5,3.6,6.0,1.5,3.6,6.0,1.44,3.6,6.5,1.7,1.9,1.8,1.9
3,1,1,0,1.9,3.25,3.4,2.0,3.3,3.3,2.1,3.0,3.1,1.91,3.25,3.4,2.1,3.25,3.0,2.1,3.25,3.0,2.0,3.2,3.2,1.7,1.9,1.83,1.83
2,0,2,0,1.61,3.25,5.0,1.65,3.4,4.9,1.75,3.2,4.0,1.62,3.5,4.5,1.6,3.5,5.0,1.6,3.5,5.0,1.57,3.5,5.0,1.7,1.9,1.8,1.9
1,0,0,0,2.3,3.2,2.62,2.3,3.2,2.8,2.3,3.0,2.7,2.2,3.2,2.8,2.38,3.2,2.62,2.38,3.2,2.62,2.37,3.0,2.7,1.7,1.9,1.66,2.1
2,1,0,0,2.2,3.25,2.75,2.3,3.2,2.8,2.3,3.0,2.7,2.25,3.2,2.75,2.2,3.25,2.8,2.2,3.25,2.8,2.25,3.2,2.75,1.65,1.95,1.66,2.1
4,2,3,1,2.0,3.2,3.2,2.05,3.2,3.35,1.85,3.1,3.6,2.0,3.2,3.2,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2,1.7,1.9,1.66,2.1
0,0,0,0,1.8,3.25,3.75,1.9,3.3,3.7,1.8,3.1,3.8,1.83,3.2,3.75,1.83,3.25,3.75,1.8330000000000002,3.25,3.8,1.9,3.25,3.4,1.7,1.9,1.72,2.0
4,2,2,1,2.3,3.2,2.625,2.35,3.2,2.8,2.2,2.9,3.0,2.25,3.2,2.75,2.25,3.2,2.8,2.25,3.2,2.8,2.25,3.3,2.62,1.75,1.85,1.83,1.83
2,0,1,0,1.8330000000000002,3.25,3.75,1.85,3.3,3.85,1.75,3.2,4.0,1.83,3.2,3.75,1.91,3.25,3.5,1.909,3.25,3.5,1.9,3.2,3.5,1.75,1.85,1.83,1.83
1,2,1,0,1.7269999999999999,3.2,4.333,1.75,3.3,4.35,1.75,3.2,4.0,1.67,3.4,4.33,1.67,3.4,4.5,1.6669999999999998,3.4,4.5,1.72,3.25,4.2,1.6,2.05,1.61,2.2
2,0,1,0,1.909,3.2,3.5,1.85,3.3,3.9,1.75,3.2,4.0,1.91,3.2,3.5,1.83,3.25,3.75,1.85,3.25,3.75,1.83,3.3,3.6,1.7,1.9,1.72,2.0
1,1,1,0,1.4,3.75,7.0,1.4,4.0,7.5,1.45,3.8,5.4,1.4,3.5,8.0,1.4,3.75,7.5,1.4,3.75,7.5,1.4,3.75,7.0,1.65,1.95,1.66,2.1
1,0,0,0,2.25,3.2,2.75,2.45,3.2,2.65,2.3,2.9,2.8,2.25,3.2,2.75,2.3,3.1,2.8,2.3,3.1,2.8,2.3,3.2,2.62,1.75,1.85,1.8,1.9
1,1,1,1,2.0,3.2,3.2,2.1,3.15,3.3,2.1,3.0,3.1,2.0,3.2,3.2,1.91,3.2,3.6,1.909,3.2,3.6,2.0,3.2,3.2,1.7,1.9,1.8,1.9
4,1,3,1,1.5,3.4,6.0,1.55,3.5,6.0,1.55,3.5,4.8,1.5,3.4,6.0,1.5,3.5,6.0,1.5,3.5,6.0,1.53,3.4,5.5,1.65,1.95,1.72,2.0
2,0,1,0,1.7269999999999999,3.2,4.333,1.85,3.25,4.0,1.9,3.1,3.5,1.67,3.4,4.33,1.67,3.4,4.5,1.6669999999999998,3.4,4.5,1.72,3.2,4.33,1.7,1.9,1.8,1.9
1,2,1,2,1.8330000000000002,3.2,3.75,1.8,3.4,4.0,1.65,3.3,4.4,1.8,3.25,3.75,1.8,3.4,3.75,1.8,3.4,3.75,1.8,3.3,3.75,1.7,1.9,1.8,1.9
0,5,0,0,4.333,3.2,1.7269999999999999,4.85,3.5,1.65,4.4,3.3,1.65,4.33,3.4,1.67,5.0,3.4,1.62,5.0,3.4,1.615,5.0,3.3,1.61,1.6,2.05,1.8,1.9
1,0,1,0,2.625,3.2,2.3,2.85,3.2,2.3,2.7,3.0,2.3,2.6,3.2,2.38,2.7,3.2,2.3,2.7,3.2,2.3,2.62,3.2,2.3,1.6,2.05,1.72,2.0
2,0,2,0,2.1,3.2,3.0,2.1,3.15,3.3,2.1,3.0,3.1,2.0,3.2,3.2,2.1,3.1,3.2,2.1,3.1,3.2,2.1,3.2,3.0,1.65,1.95,1.8,1.9
3,0,0,0,2.2,3.0,3.0,2.25,3.2,2.9,2.2,3.0,2.9,2.2,3.2,2.8,2.25,3.2,2.8,2.25,3.2,2.8,2.2,3.2,2.8,1.7,1.9,1.66,2.1
0,2,0,2,2.4,3.25,2.5,2.5,3.2,2.55,2.5,3.0,2.5,2.4,3.25,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.4,3.25,2.5,1.75,1.85,1.83,1.83
2,0,1,0,2.2,3.25,2.75,2.2,3.2,3.0,2.2,3.0,2.9,2.1,3.2,3.0,,,,2.2,3.2,2.875,2.3,3.2,2.62,1.85,1.75,1.83,1.83
2,0,1,0,1.222,5.0,9.0,1.31,4.75,8.0,1.3,4.2,8.0,1.25,4.5,10.0,1.25,4.5,10.0,1.25,4.5,10.0,1.25,4.5,10.0,1.5,2.25,1.61,2.2
1,2,1,0,2.375,3.1,2.625,2.45,3.2,2.65,2.5,3.0,2.5,2.38,3.2,2.6,2.38,3.2,2.6,2.375,3.2,2.6,2.25,3.25,2.7,1.65,1.95,1.72,2.0
1,1,1,0,2.1,3.2,3.0,2.15,3.25,3.1,2.0,3.1,3.2,2.1,3.2,3.0,2.1,3.2,3.1,2.1,3.2,3.1,2.0,3.2,3.2,1.7,1.9,1.8,1.9
2,0,0,0,2.3,3.2,2.625,2.35,3.25,2.75,2.1,3.0,3.1,2.38,3.2,2.6,2.38,3.2,2.6,2.375,3.2,2.6,2.37,3.1,2.62,1.7,1.9,1.8,1.9
2,2,2,0,2.25,3.2,2.75,2.42,3.1,2.75,2.3,2.9,2.8,2.25,3.2,2.75,2.25,3.2,2.8,2.25,3.2,2.8,2.37,3.0,2.7,1.75,1.85,1.9,1.8
0,1,0,1,1.5330000000000001,3.4,5.5,1.57,3.7,5.1,1.6,3.4,4.6,1.53,3.5,5.5,1.5,3.5,6.0,1.5,3.5,6.0,1.57,3.5,5.0,1.6,2.05,1.66,2.1
1,1,0,0,2.2,3.2,2.8,2.22,3.2,2.95,2.2,3.0,2.9,2.1,3.2,3.0,2.2,3.25,2.8,2.2,3.25,2.8,2.1,3.2,3.0,1.65,1.95,1.72,2.0
0,0,0,0,1.571,3.5,5.0,1.6,3.45,5.35,1.55,3.5,4.8,1.53,3.5,5.5,1.57,3.6,5.0,1.571,3.6,5.0,1.57,3.5,5.0,1.6,2.05,1.72,2.0
4,0,2,0,1.444,3.75,6.0,1.55,3.65,5.5,1.55,3.5,4.8,1.44,3.6,6.5,1.5,3.5,6.0,1.5,3.5,6.0,1.44,3.75,6.0,1.65,1.95,1.8,1.9
1,2,0,2,1.8,3.3,3.75,1.9,3.3,3.7,1.9,3.1,3.5,1.8,3.25,3.75,1.83,3.25,3.75,1.8330000000000002,3.25,3.75,1.8,3.3,3.75,1.65,1.95,1.66,2.1
0,2,0,1,4.5,3.3,1.6669999999999998,4.45,3.5,1.7,3.8,3.1,1.8,4.33,3.2,1.73,4.5,3.4,1.67,4.5,3.4,1.6669999999999998,4.0,3.4,1.72,1.65,1.95,1.72,2.0
2,0,1,0,1.444,3.6,6.5,1.5,3.75,6.0,1.45,3.8,5.4,1.44,3.75,6.0,1.44,3.75,6.5,1.444,3.75,6.5,1.44,3.6,6.5,1.7,1.9,1.72,2.0
3,0,1,0,2.2,3.25,2.75,2.3,3.25,2.8,2.1,3.0,3.1,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.2,2.8,2.25,3.2,2.75,1.7,1.9,1.72,2.0
2,2,0,1,2.75,3.2,2.25,2.75,3.25,2.35,2.7,3.0,2.3,2.75,3.2,2.25,2.7,3.2,2.3,2.7,3.2,2.3,2.62,3.2,2.3,1.8,1.8,1.83,1.83
0,0,0,0,1.909,3.25,3.4,2.05,3.2,3.35,2.2,3.0,2.9,1.91,3.25,3.4,1.91,3.25,3.5,1.909,3.25,3.5,1.9,3.25,3.4,1.7,1.9,1.66,2.1
1,1,1,0,1.909,3.25,3.4,1.85,3.5,3.65,1.9,3.1,3.5,1.8,3.25,3.75,2.0,3.25,3.25,1.909,3.25,3.5,1.9,3.25,3.4,1.75,1.85,1.72,2.0
0,1,0,1,2.5,3.1,2.5,2.5,3.25,2.55,2.5,3.0,2.5,2.5,3.25,2.4,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5,1.75,1.85,1.83,1.83
1,0,0,0,2.0,3.2,3.2,2.05,3.2,3.35,2.1,3.0,3.1,2.0,3.2,3.2,2.0,3.25,3.25,2.0,3.25,3.25,2.1,3.1,3.1,1.75,1.85,1.9,1.8
3,0,2,0,1.364,4.0,7.0,1.45,3.9,6.5,1.35,4.0,7.0,1.36,4.0,7.0,1.36,4.0,7.5,1.364,4.0,7.5,1.36,3.75,8.0,1.65,2.1,1.72,2.0
6,0,3,0,1.909,3.25,3.4,1.93,3.3,3.6,1.8,3.1,3.8,1.8,3.25,3.75,1.83,3.25,3.75,1.85,3.25,3.75,1.8,3.3,3.75,1.75,1.95,1.8,1.9
1,0,0,0,2.75,3.25,2.2,2.9,3.2,2.25,2.7,3.0,2.3,3.0,3.2,2.1,2.88,3.2,2.2,2.875,3.2,2.2,3.0,3.2,2.1,1.75,1.95,1.83,1.83
1,1,0,0,1.5330000000000001,3.4,5.5,1.55,3.5,5.8,1.5,3.7,5.0,1.44,3.75,6.0,1.53,3.6,5.5,1.5330000000000001,3.6,5.5,1.53,3.4,5.5,1.7,2.0,1.8,1.9
1,1,1,1,1.7269999999999999,3.2,4.333,1.85,3.3,3.85,1.8,3.1,3.8,1.8,3.25,3.75,1.83,3.25,3.75,1.8330000000000002,3.3,3.75,1.8,3.3,3.75,1.75,1.95,1.72,2.0
2,0,0,0,1.7269999999999999,3.4,4.0,1.8,3.4,4.0,1.8,3.1,3.8,1.8,3.25,3.75,1.83,3.25,3.75,1.8330000000000002,3.25,3.75,1.83,3.3,3.6,1.7,2.0,1.66,2.1
3,2,2,2,1.8330000000000002,3.2,3.75,1.85,3.4,3.7,1.75,3.2,4.0,1.91,3.25,3.4,1.8,3.25,4.0,1.8,3.25,4.0,1.9,3.25,3.4,1.85,1.85,1.83,1.83
3,1,2,1,2.2,3.25,2.75,2.25,3.2,2.9,2.2,3.0,2.9,2.2,3.2,2.8,2.2,3.2,2.88,2.2,3.2,2.875,2.2,3.1,2.87,1.75,1.95,1.72,2.0
5,0,2,0,1.7269999999999999,3.2,4.333,1.7,3.4,4.5,1.6,3.4,4.6,1.73,3.4,4.0,1.73,3.4,4.0,1.75,3.4,4.0,1.66,3.3,4.5,1.7,2.0,1.8,1.9
4,1,1,0,1.9,3.25,3.4,2.0,3.25,3.45,2.1,3.0,3.1,1.91,3.25,3.4,2.0,3.25,3.3,2.0,3.2,3.3,1.9,3.25,3.4,1.75,1.85,1.83,1.83
1,4,0,2,4.5,3.5,1.61,4.75,3.5,1.66,3.6,3.1,1.85,4.33,3.4,1.67,4.5,3.4,1.67,4.5,3.4,1.67,4.5,3.3,1.66,1.6,2.05,1.66,2.1
1,3,1,1,2.3,3.2,2.62,2.55,3.3,2.5,2.5,3.0,2.5,2.4,3.25,2.5,2.38,3.25,2.6,2.5,3.2,2.5,2.5,3.25,2.4,1.65,1.95,1.8,1.9
2,0,1,0,1.44,3.6,6.5,1.47,3.75,6.6,1.45,3.8,5.4,1.44,3.6,6.5,1.44,3.75,6.5,1.44,3.75,6.5,1.44,3.6,6.5,1.6,2.05,1.72,2.0
3,1,1,0,2.1,3.2,3.0,2.15,3.15,3.15,2.0,3.1,3.2,2.1,3.2,3.0,2.1,3.25,3.0,2.1,3.25,3.0,2.0,3.2,3.2,1.7,1.9,1.83,1.83
1,0,0,0,2.3,3.2,2.62,2.4,3.2,2.7,2.3,3.0,2.7,2.38,3.2,2.6,2.3,3.2,2.7,2.3,3.2,2.7,2.3,3.2,2.62,1.75,1.85,1.83,1.83
1,1,0,0,1.83,3.2,3.75,1.8,3.3,4.2,1.75,3.2,4.0,1.8,3.2,4.0,1.8,3.4,3.75,1.73,3.4,4.2,1.72,3.4,4.0,1.7,1.9,1.72,2.0
0,1,0,1,2.5,3.1,2.5,2.5,3.25,2.55,2.4,3.0,2.6,2.4,3.25,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.4,3.25,2.5,1.65,1.95,1.8,1.9
0,3,0,2,2.62,3.2,2.3,2.75,3.25,2.35,2.9,3.0,2.2,2.75,3.2,2.25,2.75,3.25,2.25,2.75,3.25,2.25,2.5,3.25,2.4,1.7,1.9,1.83,1.83
1,0,0,0,1.222,5.0,9.0,1.26,5.0,9.0,1.25,4.5,9.0,1.29,4.5,8.0,1.25,5.0,8.5,1.25,5.0,9.0,1.22,5.0,9.5,1.5,2.25,1.72,2.0
0,0,0,0,2.75,3.2,2.25,2.95,3.25,2.2,2.7,3.0,2.3,2.75,3.25,2.2,2.88,3.2,2.2,2.875,3.2,2.2,2.8,3.2,2.2,1.7,1.95,1.8,1.9
1,0,1,0,1.8,3.25,3.75,1.95,3.25,3.5,1.9,3.1,3.5,1.91,3.25,3.4,1.91,3.25,3.5,1.909,3.25,3.5,1.83,3.3,3.6,1.65,2.0,1.72,2.0
2,0,0,0,2.375,3.25,2.5,2.4,3.15,2.7,2.4,3.0,2.6,2.4,3.25,2.5,2.38,3.2,2.62,2.3,3.2,2.7,2.4,3.25,2.5,1.75,1.9,1.8,1.9
1,1,1,1,1.6669999999999998,3.4,4.333,1.7,3.3,4.7,1.7,3.2,4.2,1.73,3.5,3.75,1.8,3.2,4.0,1.8,3.2,4.0,1.83,3.3,3.6,1.65,2.0,1.8,1.9
1,2,1,1,1.8,3.25,3.75,1.95,3.3,3.4,2.0,3.1,3.2,1.8,3.25,3.75,1.8,3.2,4.0,1.85,3.25,3.75,1.83,3.3,3.6,1.65,2.0,1.66,2.1
2,0,2,0,1.7269999999999999,3.2,4.333,1.75,3.3,4.35,1.75,3.2,4.0,1.73,3.4,4.0,1.73,3.25,4.33,1.7,3.25,4.5,1.72,3.25,4.2,1.65,2.0,1.72,2.0
3,1,0,1,1.4,3.75,7.0,1.45,3.85,6.5,1.45,3.8,5.4,1.44,3.6,6.5,1.44,3.75,6.5,1.444,3.75,6.5,1.5,3.4,6.0,1.6,2.05,1.66,2.1
0,2,0,1,1.4,3.75,7.0,1.4,4.0,7.1,1.35,4.0,7.0,1.4,3.75,7.0,1.36,4.0,7.5,1.364,4.0,7.5,1.4,3.75,7.0,1.6,2.05,1.72,2.0
1,1,0,0,2.4,3.25,2.5,2.5,3.25,2.5,2.5,3.0,2.5,2.5,3.25,2.4,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5,1.65,2.1,1.72,2.0
2,3,1,1,2.75,3.2,2.25,3.05,3.3,2.1,3.1,3.0,2.1,2.8,3.2,2.2,2.88,3.2,2.2,2.875,3.2,2.2,2.8,3.2,2.2,1.75,1.95,1.83,1.83
1,2,1,0,1.5330000000000001,3.4,5.5,1.55,3.5,5.6,1.55,3.5,4.8,1.5,3.4,6.0,1.5,3.5,6.0,1.5,3.5,6.0,1.5,3.4,6.0,1.65,2.1,1.8,1.9
1,0,1,0,1.571,3.5,5.0,1.6,3.4,5.4,1.55,3.5,4.8,1.5330000000000001,3.4,5.5,1.57,3.4,5.5,1.571,3.4,5.5,1.53,3.4,5.5,1.7,2.0,1.8,1.9
2,2,2,0,4.5,3.3,1.6669999999999998,4.4,3.4,1.7,3.5,3.1,1.9,4.5,3.25,1.6669999999999998,3.75,3.25,1.83,3.75,3.25,1.8330000000000002,5.0,3.3,1.61,1.65,2.1,1.72,2.0
4,1,3,0,2.3,3.2,2.625,2.35,3.25,2.65,2.2,3.0,2.9,2.375,3.2,2.6,2.38,3.2,2.63,2.375,3.25,2.6,2.4,3.25,2.5,1.7,2.0,1.8,1.9
0,0,0,0,2.5,3.25,2.4,2.75,3.2,2.35,2.7,3.0,2.3,2.5,3.25,2.4,2.5,3.2,2.5,2.5,3.2,2.5,2.62,3.2,2.3,1.7,2.0,1.8,1.9
1,0,1,0,2.2,3.2,2.8,2.2,3.2,2.95,2.2,3.0,2.9,2.1,3.2,3.0,2.2,3.25,2.8,2.2,3.25,2.8,2.2,3.2,2.8,1.9,1.8,1.9,1.8
2,0,0,0,1.8,3.1,4.0,1.8,3.3,4.1,1.7,3.2,4.2,1.8,3.25,3.75,1.73,3.25,4.33,1.75,3.25,4.2,1.72,3.25,4.2,1.7,2.0,1.8,1.9
0,1,0,1,1.4,3.75,7.0,1.4,4.0,7.3,1.5,3.7,5.0,1.4,3.75,7.0,1.4,3.75,7.5,1.4,3.75,7.5,1.4,3.6,7.5,1.6,2.05,,
2,1,2,1,2.2,3.25,2.75,2.2,3.2,3.0,2.2,3.0,2.9,2.2,3.2,2.8,,,,2.2,3.2,2.875,2.25,3.2,2.75,1.75,1.85,,
1,1,0,0,2.25,3.2,2.75,2.4,3.2,2.7,2.3,3.0,2.7,2.25,3.2,2.75,2.3,3.2,2.7,2.3,3.2,2.7,2.25,3.2,2.75,1.75,1.85,,
1,0,0,0,1.5330000000000001,3.4,5.5,1.5,3.7,6.1,1.5,3.7,5.0,1.5,3.4,6.0,1.5,3.5,6.0,1.5,3.5,6.0,1.5,3.4,6.0,1.6,2.05,,
1,0,0,0,1.6669999999999998,3.25,4.5,1.7,3.4,4.6,1.7,3.2,4.2,1.615,3.25,5.0,1.67,3.4,4.5,1.6669999999999998,3.4,4.5,1.66,3.3,4.5,1.7,1.9,,
2,0,1,0,1.909,3.2,3.5,1.9,3.3,3.7,1.75,3.2,4.0,1.909,3.2,3.5,1.83,3.25,3.75,1.8330000000000002,3.25,3.75,1.9,3.2,3.5,1.75,1.85,,
3,0,2,0,1.8,3.25,3.75,1.85,3.4,3.75,1.85,3.1,3.6,1.8,3.25,3.75,1.8,3.4,3.75,1.8,3.4,3.75,1.8,3.3,3.75,1.65,1.95,,
3,0,1,0,1.5330000000000001,3.4,5.5,1.45,3.8,6.8,1.35,4.0,7.0,1.444,3.75,6.0,1.44,3.75,6.5,1.444,3.75,6.5,1.44,3.5,7.0,1.6,2.05,,
1,0,0,0,1.909,3.25,3.4,1.95,3.3,3.5,2.1,3.0,3.1,1.909,3.2,3.5,1.91,3.25,3.5,1.909,3.25,3.5,1.9,3.3,3.3,1.7,1.9,,
1,1,1,0,2.375,3.25,2.5,2.42,3.3,2.6,2.3,3.0,2.7,2.4,3.25,2.5,2.4,3.3,2.5,2.4,3.3,2.5,2.3,3.2,2.62,1.7,1.9,1.83,1.83
1,0,0,0,2.4,3.25,2.5,2.47,3.3,2.52,2.3,3.0,2.7,2.5,3.2,2.5,2.4,3.2,2.6,2.4,3.2,2.6,2.4,3.1,2.6,1.8,1.8,1.83,1.83
2,1,0,1,2.375,3.25,2.5,2.45,3.3,2.55,2.2,3.0,2.9,2.5,2.875,2.625,2.4,3.2,2.6,2.4,3.2,2.6,2.37,3.3,2.5,1.7,1.9,1.8,1.9
