FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5
2,0,0,0,2.2,2.8,3.2,2.15,3.0,3.3,2.2,2.7,3.2,,,,2.1,3.0,3.25,2.1,2.87,3.3,2.05,1.6
0,1,0,0,2.625,2.875,2.5,2.7,3.1,2.45,2.8,2.8,2.4,,,,2.75,3.0,2.4,2.62,2.75,2.62,2.05,1.6
2,1,0,0,2.625,2.875,2.5,2.7,3.1,2.45,2.6,2.8,2.6,,,,2.625,3.0,2.5,2.5,2.9,2.62,2.05,1.6
1,0,1,0,2.0,3.0,3.4,2.1,3.05,3.3,2.2,2.7,3.2,,,,2.05,3.0,3.4,1.9,3.0,3.75,1.95,1.65
2,2,2,0,1.8330000000000002,3.0,4.0,1.9,3.0,4.1,1.9,2.9,3.8,,,,1.85,3.1,4.0,1.83,3.0,4.0,2.05,1.6
0,0,0,0,1.444,3.5,7.0,1.53,3.45,6.75,1.55,3.3,5.2,,,,1.444,3.6,7.0,1.5,3.4,6.0,1.95,1.65
2,0,1,0,2.0,2.875,3.6,2.0,3.0,3.7,2.2,2.7,3.2,,,,2.0,3.0,3.5,2.0,2.87,3.6,2.05,1.6
1,0,1,0,2.1,3.0,3.2,2.15,3.0,3.25,2.2,2.7,3.2,,,,2.25,3.0,3.0,2.2,2.87,3.1,1.9,1.7
1,2,1,0,1.8330000000000002,3.0,4.0,1.9,3.0,4.1,1.85,2.9,4.0,1.8,3.2,4.0,1.909,3.0,3.8,1.8,3.0,4.2,2.05,1.6
2,0,0,0,2.5,2.875,2.625,2.5,2.9,2.8,2.4,2.8,2.8,2.5,3.2,2.5,2.4,3.0,2.75,2.5,2.9,2.62,1.9,1.7
3,1,1,1,2.2,3.0,3.0,2.25,3.0,3.05,2.1,2.8,3.3,2.2,3.0,3.0,2.3,3.0,2.875,2.2,2.87,3.1,1.9,1.7
3,1,1,0,1.615,3.25,5.0,1.66,3.25,5.25,1.7,3.0,4.6,1.61,3.25,5.0,1.615,3.25,5.2,1.61,3.1,5.5,1.95,1.65
5,1,3,0,2.4,3.0,2.7,2.4,3.0,2.8,2.4,2.8,2.8,2.5,3.2,2.5,2.5,3.0,2.6,2.5,2.9,2.62,2.05,1.6
3,0,1,0,2.625,2.875,2.5,2.5,2.9,2.8,2.4,2.8,2.8,2.5,3.2,2.5,2.625,3.0,2.5,2.6,2.8,2.6,2.05,1.6
1,0,0,0,1.8,3.1,4.0,1.7,3.1,5.15,1.75,3.0,4.4,1.72,3.2,4.33,1.7269999999999999,3.1,4.75,1.66,3.1,5.0,2.15,1.55
1,0,1,0,1.8330000000000002,3.0,4.0,1.9,3.0,4.16,1.9,2.9,3.8,1.83,3.2,3.75,1.909,3.0,3.8,1.9,3.0,3.75,1.95,1.65
1,3,1,1,1.8,3.1,4.0,1.85,3.0,4.35,1.8,2.9,4.2,1.8,3.2,4.0,1.85,3.1,4.0,1.83,3.0,4.0,1.95,1.65
2,1,1,1,1.615,3.25,5.0,1.55,3.35,6.2,1.5,3.4,5.6,1.57,3.25,5.5,1.5330000000000001,3.4,6.0,,,,1.75,1.85
3,0,2,0,1.615,3.25,5.0,1.7,3.28,5.27,1.65,3.1,4.8,1.62,3.25,5.0,1.571,3.4,5.5,1.53,3.4,5.5,2.0,1.7
0,1,0,1,1.8,3.1,4.0,1.85,3.2,4.25,1.9,2.9,3.8,1.8,3.2,4.0,1.8,3.2,4.0,1.8,3.1,4.0,1.95,1.65
2,0,0,0,2.1,3.0,3.2,2.15,3.0,3.3,2.3,2.8,2.9,2.1,3.0,3.2,2.1,3.0,3.25,2.25,2.87,3.0,1.95,1.65
1,0,0,0,2.5,3.0,2.6,2.55,3.0,2.65,2.6,2.8,2.6,2.5,3.2,2.5,2.5,3.0,2.6,2.62,2.9,2.5,1.95,1.65
2,2,2,1,2.2,3.0,3.0,2.15,3.0,3.3,2.4,2.8,2.8,2.2,3.0,3.0,2.2,3.0,3.1,2.0,3.0,3.4,1.95,1.65
1,0,1,0,1.8,3.1,4.0,1.8,3.1,4.75,1.75,3.0,4.4,1.73,3.2,4.33,1.7269999999999999,3.2,4.5,1.66,3.1,5.0,1.95,1.65
1,2,1,1,2.375,3.0,2.7,2.5,3.0,2.7,2.6,2.8,2.6,2.5,3.2,2.5,2.5,3.0,2.6,2.37,2.9,2.8,1.95,1.65
2,0,1,0,2.375,2.875,2.8,2.4,3.0,2.85,2.3,2.8,2.9,2.38,3.0,2.75,2.4,2.9,2.8,2.3,2.8,3.0,1.8,1.8
1,3,0,0,1.6669999999999998,3.1,5.0,1.75,3.25,4.75,1.65,3.1,4.8,1.67,3.25,4.5,1.6669999999999998,3.2,5.0,1.61,3.3,5.0,1.9,1.7
0,0,0,0,2.375,3.0,2.7,2.45,3.0,2.75,2.5,2.8,2.7,2.5,3.2,2.5,2.4,3.0,2.75,2.4,2.9,2.75,1.95,1.65
1,2,0,1,2.25,3.0,2.875,2.4,3.0,2.8,2.2,2.8,3.1,2.38,3.2,2.6,2.375,3.0,2.75,2.3,2.9,2.9,1.9,1.7
2,0,2,0,1.7269999999999999,3.1,4.5,1.7,3.3,4.7,1.7,3.1,4.4,1.73,3.2,4.33,1.6669999999999998,3.2,5.0,1.61,3.1,5.5,1.95,1.65
2,2,1,2,2.375,2.875,2.8,2.35,3.0,2.9,2.4,2.8,2.8,2.38,3.2,2.6,2.375,3.0,2.75,2.37,2.8,2.9,2.05,1.6
0,0,0,0,1.6669999999999998,3.1,5.0,1.65,3.35,5.0,1.6,3.3,4.8,1.62,3.25,5.0,1.6669999999999998,3.2,5.0,1.53,3.25,6.0,1.9,1.7
4,0,2,0,2.1,3.0,3.2,2.1,3.1,3.3,2.0,2.9,3.4,2.1,3.2,3.0,2.1,3.0,3.25,2.1,2.87,3.3,1.95,1.65
1,0,1,0,1.7269999999999999,3.1,4.5,1.75,3.2,4.55,1.7,3.1,4.4,1.62,3.25,5.0,1.7269999999999999,3.2,4.5,1.66,3.1,5.0,1.85,1.75
1,1,0,0,1.3330000000000002,4.0,8.0,1.35,4.2,8.0,1.4,3.7,6.5,1.36,3.75,8.0,1.3330000000000002,4.333,7.5,1.36,3.75,8.0,1.7,1.9
4,0,1,0,2.0,3.0,3.4,1.95,3.1,3.75,1.9,3.0,3.6,2.0,3.0,3.4,2.0,3.0,3.5,2.0,3.0,3.4,1.8,1.8
2,1,2,1,1.6669999999999998,3.1,5.0,1.65,3.3,5.15,1.65,3.2,4.6,1.57,3.25,5.5,1.615,3.25,5.25,1.61,3.1,5.5,1.9,1.7
1,0,0,0,2.5,3.1,2.5,2.55,3.0,2.65,2.7,2.9,2.4,2.5,3.2,2.5,2.5,3.0,2.625,2.5,2.9,2.62,1.85,1.75
1,1,1,1,1.8330000000000002,3.0,4.0,1.83,3.1,4.25,,,,,,,1.8330000000000002,3.1,4.0,1.83,3.0,4.0,1.92,1.73
3,1,1,0,2.3,3.0,2.8,2.41,3.14,2.86,2.2,2.9,3.0,2.25,3.2,2.75,2.3,3.0,2.875,2.25,3.0,2.87,2.05,1.6
3,1,3,1,1.7269999999999999,3.1,4.5,1.73,3.25,5.25,1.6,3.2,5.0,1.62,3.25,5.0,1.6669999999999998,3.2,5.0,1.61,3.1,5.5,1.85,1.91
1,0,0,0,1.7269999999999999,3.1,4.5,1.75,3.24,5.0,1.7,3.1,4.4,1.73,3.2,4.33,1.7269999999999999,3.2,4.5,1.72,3.1,4.5,1.95,1.73
1,1,0,1,2.0,3.0,3.4,2.06,3.05,3.7,1.85,3.0,3.8,1.91,3.0,3.75,2.0,3.0,3.5,1.9,2.87,4.0,2.0,1.67
1,1,0,0,2.625,2.875,2.5,3.01,3.05,2.45,2.5,3.0,2.5,2.5,3.25,2.38,2.625,3.0,2.5,2.62,2.9,2.5,1.9,1.94
3,0,0,0,1.909,3.0,3.75,2.17,3.1,3.46,2.2,2.8,3.1,2.0,3.0,3.4,1.85,3.1,4.0,2.0,3.0,3.4,2.15,1.52
0,0,0,0,2.25,3.0,2.875,2.34,2.97,3.1,2.1,2.8,3.3,2.1,3.0,3.2,2.25,2.875,3.1,2.2,3.0,3.0,1.96,1.83
0,1,0,0,2.25,3.0,2.875,2.3,3.05,3.15,2.1,2.8,3.3,2.38,3.0,2.75,2.25,2.875,3.1,2.2,3.0,3.0,2.0,1.74
1,0,1,0,1.909,3.0,3.75,1.95,3.1,3.75,1.85,3.0,3.8,1.9,3.2,3.5,2.0,3.0,3.6,1.9,3.1,3.6,1.8,1.81
0,0,0,0,2.5,3.1,2.5,2.75,3.05,2.45,2.9,3.0,2.2,2.62,2.87,2.5,2.7,3.1,2.375,2.62,2.9,2.5,1.95,1.65
1,0,1,0,1.571,3.25,5.5,1.6,3.25,5.85,1.6,3.3,4.8,1.44,3.6,6.5,1.571,3.25,6.0,1.57,3.3,5.5,1.9,1.7
3,1,1,1,1.615,3.25,5.0,1.6,3.4,5.5,1.55,3.4,5.0,1.5,3.4,6.0,1.571,3.25,6.0,,,,1.9,1.7
0,0,0,0,1.571,3.25,5.5,1.55,3.4,6.1,1.55,3.4,5.0,1.5,3.6,5.5,1.571,3.25,6.0,1.57,3.3,5.5,1.8,1.8
2,0,0,0,1.909,3.0,3.75,1.9,3.15,3.85,2.0,2.9,3.4,1.8,3.2,4.0,1.8,3.2,4.0,1.9,3.1,3.6,1.95,1.65
2,1,1,0,2.3,3.0,2.8,2.3,3.05,2.95,2.2,2.9,3.0,2.37,3.2,2.6,2.375,3.0,2.75,2.3,3.0,2.8,1.95,1.65
2,0,2,0,1.7269999999999999,3.2,4.333,1.65,3.3,4.95,1.7,3.2,4.2,1.67,3.25,4.5,1.615,3.25,5.0,1.66,3.3,4.5,1.9,1.7
2,0,0,0,2.5,3.1,2.5,2.6,3.05,2.5,2.5,3.0,2.5,2.4,3.25,2.5,2.6,3.0,2.5,2.5,2.9,2.62,1.9,1.7
0,2,0,1,2.25,2.875,3.0,2.2,2.95,3.15,2.3,2.9,2.8,2.25,3.2,2.75,2.2,3.1,3.0,2.2,3.1,2.87,1.95,1.65
2,2,2,1,2.625,2.875,2.5,2.55,3.0,2.55,2.6,2.8,2.6,2.62,2.88,2.5,2.75,3.0,2.375,2.62,2.9,2.5,2.05,1.6
1,0,1,0,1.571,3.25,5.5,1.55,3.3,5.85,1.55,3.3,5.2,1.57,3.25,5.5,1.571,3.25,6.0,1.57,3.3,5.5,1.85,1.75
1,1,1,1,1.8,3.1,4.0,1.75,3.1,4.6,1.65,3.3,4.4,1.8,3.2,4.0,1.8,3.1,4.2,1.66,3.1,5.0,1.95,1.65
0,0,0,0,2.0,3.0,3.4,2.05,2.95,3.5,2.1,2.9,3.2,2.1,3.2,3.0,2.1,3.0,3.25,2.0,3.0,3.4,,
1,1,0,1,2.25,3.0,2.875,2.2,3.0,3.15,2.2,2.9,3.0,,,,2.2,3.0,3.1,2.1,3.0,3.2,1.95,1.65
4,0,3,0,1.7269999999999999,3.2,4.333,1.7,3.2,4.9,1.75,3.1,4.2,,,,1.7269999999999999,3.2,4.5,1.72,3.2,4.33,2.05,1.6
0,0,0,0,2.7,3.0,2.4,2.85,3.05,2.35,2.8,2.8,2.4,,,,2.875,3.0,2.3,2.9,2.9,2.3,1.95,1.65
1,0,1,0,1.9,3.0,3.75,1.91,3.1,3.8,2.1,2.8,3.3,1.91,3.0,3.75,1.85,3.1,4.0,1.9,3.1,3.6,2.05,1.6
0,0,0,0,1.8,3.0,4.33,1.83,3.25,4.0,1.9,2.9,3.8,1.91,3.2,3.5,1.91,3.1,3.75,1.8,3.1,4.0,2.2,1.55
4,2,2,0,1.83,3.0,4.0,1.8,3.1,4.35,1.7,3.1,4.4,1.91,3.2,3.5,1.85,3.1,4.0,1.8,3.1,4.0,1.85,1.75
1,0,0,0,1.9,3.0,3.75,1.9,3.1,3.9,2.0,2.9,3.4,2.0,3.0,3.4,1.91,3.1,3.75,1.8,3.1,4.0,2.1,1.57
0,1,0,0,1.8,3.1,4.0,1.8,3.2,4.2,1.85,2.9,4.0,1.8,3.2,4.0,1.85,3.1,4.0,1.72,3.2,4.33,1.92,1.67
4,1,3,0,1.61,3.25,5.0,1.65,3.3,5.1,1.6,3.2,5.0,1.62,3.25,5.0,1.62,3.25,5.25,1.61,3.3,5.0,1.9,1.7
1,1,0,1,1.8,3.0,4.5,1.8,3.1,4.35,1.8,2.9,4.2,1.8,3.2,4.0,1.75,3.2,4.33,1.8,3.1,4.0,1.95,1.65
4,1,0,0,1.66,3.1,5.0,1.7,3.3,4.65,1.75,3.1,4.2,1.73,3.2,4.33,1.73,3.2,4.5,1.66,3.3,4.5,1.9,1.7
0,0,0,0,2.1,3.0,3.2,2.15,3.05,3.15,2.3,2.8,2.9,2.1,3.0,3.2,2.1,3.0,3.25,2.1,3.0,3.2,2.1,1.57
0,1,0,0,1.72,3.2,4.33,1.7,3.3,4.65,1.8,2.9,4.2,1.83,3.4,3.5,1.83,3.1,4.0,1.66,3.3,4.5,1.95,1.65
2,0,1,0,1.8330000000000002,3.0,4.0,1.85,3.1,4.2,1.8,3.0,4.0,1.91,3.0,3.75,1.85,3.1,4.0,1.72,3.1,4.5,1.95,1.65
2,0,0,0,2.375,2.875,2.8,2.4,3.1,2.75,2.4,2.9,2.7,2.4,3.25,2.5,2.375,3.0,2.8,2.25,3.0,2.87,1.9,1.7
1,2,0,0,1.7269999999999999,3.1,4.5,1.7,3.1,5.15,1.8,3.0,4.0,1.72,3.2,4.33,1.7269999999999999,3.2,4.5,1.66,3.1,5.0,2.05,1.6
2,2,2,2,2.4,2.875,2.8,2.35,3.05,2.85,2.3,2.9,2.8,2.37,3.0,2.75,2.3,3.1,2.8,2.3,3.0,2.8,1.9,1.7
0,1,0,0,2.0,3.0,3.4,2.0,3.05,3.6,2.1,2.6,3.6,2.0,3.0,3.4,2.0,3.0,3.6,1.9,3.0,3.75,1.95,1.65
0,2,0,1,2.1,3.0,3.2,2.15,3.0,3.3,2.2,2.8,3.1,2.1,3.2,3.0,2.2,3.0,3.1,2.0,2.87,3.6,1.85,1.75
1,0,0,0,1.7269999999999999,3.1,4.5,1.7,3.1,5.15,1.7,3.1,4.4,1.61,3.25,5.0,1.615,3.2,5.5,1.72,2.9,5.0,1.9,1.7
2,1,2,0,2.2,3.0,3.0,2.15,3.0,3.3,2.0,3.0,3.3,2.1,3.2,3.0,2.2,3.0,3.1,2.1,3.0,3.2,2.05,1.6
1,0,1,0,1.7269999999999999,3.1,4.5,1.75,3.1,4.75,1.7,3.1,4.4,1.73,3.4,4.0,1.6669999999999998,3.2,5.0,1.72,3.1,4.5,1.95,1.65
0,1,0,1,2.625,2.875,2.5,2.65,3.0,2.55,2.9,2.8,2.3,2.75,3.2,2.25,2.6,3.0,2.5,2.62,2.9,2.5,2.05,1.6
1,1,1,0,2.25,2.87,3.0,2.25,2.95,3.15,2.2,2.8,3.1,2.37,3.0,2.75,2.25,2.88,3.1,2.25,3.0,2.87,2.1,1.55
2,0,1,0,1.72,2.87,5.0,1.75,3.1,4.75,1.65,3.1,4.8,1.66,3.25,4.5,1.75,3.1,4.5,1.66,3.1,5.0,2.1,1.55
1,0,0,0,1.8,3.0,4.33,1.8,3.1,4.5,1.85,3.0,3.8,1.9,3.0,3.75,1.75,3.1,4.5,1.83,3.0,4.0,2.1,1.55
0,0,0,0,1.66,3.25,4.5,1.65,3.3,5.15,1.6,3.2,5.0,1.66,3.25,4.5,1.6,3.25,5.5,1.66,3.1,5.0,1.8,1.8
3,0,2,0,1.66,2.87,5.5,1.6,3.35,5.55,1.6,3.2,5.0,1.61,3.25,5.0,1.6,3.2,5.5,1.57,3.3,5.5,1.82,1.75
1,0,1,0,1.72,3.2,4.33,1.8,3.2,4.25,1.8,3.0,4.0,1.83,3.2,3.75,1.75,3.1,4.5,1.83,3.2,3.75,1.82,1.75
1,1,1,1,2.25,3.0,2.87,2.3,3.0,3.0,2.3,2.8,2.9,2.1,3.0,3.2,2.25,3.0,3.0,2.1,2.87,3.3,1.95,1.65
0,1,0,0,2.5,2.87,2.62,2.55,3.0,2.65,2.6,2.8,2.6,2.37,3.0,2.75,2.5,3.0,2.6,2.3,2.9,2.9,1.88,1.7
3,1,0,0,2.2,3.0,3.0,2.05,3.0,3.55,1.9,3.0,3.6,2.0,3.2,3.2,2.2,3.0,3.1,2.0,3.0,3.4,1.82,1.75
2,0,1,0,2.1,3.0,3.2,2.18,3.0,3.2,2.0,3.0,3.3,2.2,3.0,3.0,2.2,3.0,3.1,2.2,3.0,3.0,1.75,1.85
1,0,1,0,2.375,3.0,2.7,2.3,3.0,3.0,2.3,2.9,2.8,2.25,3.0,2.88,2.3,3.0,2.875,2.25,3.0,2.87,1.95,1.65
3,3,3,1,2.25,2.9,3.0,2.18,3.0,3.2,2.3,2.8,2.9,2.38,3.0,2.75,2.2,3.0,3.1,2.1,3.0,3.2,1.95,1.65
2,0,1,0,1.5,3.4,6.0,1.5,3.55,6.5,1.55,3.3,5.2,1.5,3.4,6.0,1.5,3.4,6.5,1.5,3.3,6.5,1.9,1.7
2,1,1,0,2.4,3.0,2.7,2.35,2.95,2.95,2.2,2.8,3.1,2.38,3.0,2.75,2.375,3.0,2.8,2.37,2.9,2.8,2.05,1.6
1,0,0,0,1.7269999999999999,3.2,4.333,1.75,3.15,4.65,1.7,3.1,4.4,1.73,3.2,4.33,1.7269999999999999,3.2,4.5,1.72,3.25,4.2,1.95,1.65
1,2,1,0,2.625,2.875,2.5,2.6,2.92,2.65,2.6,2.8,2.6,2.5,3.2,2.5,2.5,3.0,2.6,2.6,2.8,2.6,1.9,1.7
1,0,1,0,2.7,3.0,2.375,2.85,2.9,2.45,2.7,2.9,2.4,2.75,3.2,2.25,2.8,3.0,2.375,2.62,2.9,2.5,2.05,1.6
0,2,0,1,2.75,2.8,2.5,2.78,3.0,2.43,2.7,2.8,2.5,2.5,3.2,2.5,2.875,2.875,2.375,2.62,2.9,2.5,2.15,1.55
0,2,0,1,1.6669999999999998,3.25,4.5,1.65,3.35,5.0,1.6,3.2,5.0,1.5,3.25,6.5,1.6669999999999998,3.2,5.0,1.61,3.3,5.0,2.05,1.6
2,1,1,1,1.909,3.0,3.75,1.95,3.05,3.8,2.0,2.9,3.4,2.0,3.0,3.4,1.909,3.0,3.8,1.83,3.0,4.0,1.9,1.7
0,2,0,1,2.2,3.0,3.0,2.23,3.0,3.1,2.3,2.7,3.0,2.2,3.0,3.0,2.25,3.0,3.0,2.25,2.87,3.0,2.15,1.55
0,0,0,0,1.3330000000000002,4.0,8.0,1.38,4.0,7.8,1.4,3.7,6.5,1.25,4.5,10.0,1.4,3.75,7.5,1.36,3.75,8.0,1.85,1.75
2,2,0,1,1.8,3.0,4.2,1.87,3.15,4.0,1.9,2.9,3.8,1.66,3.25,4.5,1.75,3.1,4.5,1.72,3.1,4.5,1.9,1.7
1,3,1,2,1.4,3.6,7.5,1.45,3.65,7.2,1.5,3.4,5.6,1.25,4.5,10.0,1.444,3.6,7.0,1.5,3.2,7.0,1.8,1.8
0,0,0,0,2.7,3.0,2.375,2.7,3.0,2.5,2.7,2.8,2.5,2.5,3.2,2.5,2.8,2.9,2.4,2.62,2.9,2.5,2.05,1.6
3,1,0,0,2.0,3.0,3.4,2.0,3.15,3.5,2.0,2.9,3.4,2.1,3.2,3.0,2.1,3.0,3.3,1.9,3.1,3.6,1.8,1.8
0,1,0,1,1.6669999999999998,3.25,4.5,1.72,3.25,4.65,1.65,3.2,4.6,1.8,3.2,4.0,1.6669999999999998,3.3,4.75,1.66,3.3,4.5,1.9,1.7
0,1,0,0,1.8,3.1,4.0,1.9,3.1,4.0,1.75,3.1,4.2,,,,1.8330000000000002,3.1,4.0,1.72,3.1,4.5,1.95,1.65
2,0,1,0,2.1,3.0,3.2,2.15,3.0,3.3,2.2,3.0,2.9,,,,2.1,3.0,3.25,2.1,3.0,3.2,2.15,1.55
1,1,1,0,1.8,3.1,4.0,1.83,3.2,4.1,1.75,3.1,4.2,1.9,3.2,3.5,1.8,3.2,4.0,1.72,3.2,4.33,2.05,1.6
3,2,0,1,2.4,3.0,2.7,2.55,3.0,2.65,2.6,2.8,2.6,2.5,3.2,2.5,2.5,3.0,2.625,2.7,3.0,2.37,2.05,1.6
4,0,2,0,1.6669999999999998,3.1,5.0,1.68,3.2,5.2,1.6,3.2,5.0,1.5,3.4,6.0,1.6669999999999998,3.2,5.0,1.61,3.3,5.0,1.85,1.75
4,1,2,1,1.5330000000000001,3.25,6.0,1.58,3.45,5.65,1.55,3.3,5.2,1.44,3.6,6.5,1.5330000000000001,3.5,5.5,1.53,3.25,6.0,1.9,1.7
2,0,1,0,1.5,3.4,6.0,1.58,3.45,5.6,1.55,3.3,5.2,1.44,3.6,6.5,1.5330000000000001,3.5,5.5,1.5,3.4,6.0,2.05,1.6
1,0,0,0,1.615,3.25,5.0,1.68,3.2,5.2,1.6,3.2,5.0,1.66,3.25,4.5,1.615,3.4,5.0,1.61,3.1,5.5,1.95,1.65
0,1,0,1,2.5,3.1,2.5,2.6,3.05,2.55,2.6,2.8,2.6,2.5,3.2,2.5,2.6,3.0,2.5,2.5,3.1,2.5,1.85,1.75
1,0,0,0,1.7269999999999999,3.1,4.5,1.73,3.25,4.6,1.7,3.0,4.6,1.66,3.25,4.5,1.7269999999999999,3.2,4.5,1.66,3.1,5.0,2.05,1.6
1,0,1,0,2.2,3.0,3.0,2.2,3.0,3.2,2.1,2.9,3.2,2.2,3.0,3.0,2.1,3.0,3.25,2.1,3.0,3.2,2.15,1.55
3,1,1,0,1.909,3.0,3.75,1.95,3.1,3.75,1.9,3.0,3.6,2.0,3.0,3.4,1.909,3.1,3.75,1.9,3.1,3.6,1.95,1.65
1,1,1,0,2.0,3.0,3.4,2.0,3.15,3.5,2.2,2.8,3.1,1.9,3.2,3.5,1.909,3.1,3.75,2.0,3.0,3.4,2.25,1.5
0,0,0,0,2.375,3.1,2.625,2.5,3.1,2.65,2.6,2.8,2.6,2.5,2.87,2.62,2.5,3.0,2.6,2.6,2.8,2.6,2.15,1.55
2,0,2,0,1.8330000000000002,3.0,4.0,1.8,3.1,4.5,1.7,3.1,4.4,1.72,3.2,4.33,1.8,3.1,4.2,1.8,3.1,4.0,2.05,1.6
2,0,1,0,2.2,3.0,3.0,2.3,3.1,2.9,2.3,2.9,2.8,2.4,3.25,2.5,2.25,3.1,2.875,2.25,3.0,2.87,2.15,1.55
1,3,0,0,2.625,3.1,2.375,2.7,3.1,2.45,2.8,2.8,2.4,2.75,3.0,2.37,2.75,3.0,2.4,2.8,3.0,2.3,2.05,1.6
2,0,1,0,2.2,3.0,3.0,2.25,3.1,3.0,2.2,2.8,3.1,2.25,3.2,2.75,2.3,3.1,2.8,2.3,3.0,2.8,1.95,1.65
4,2,1,2,1.615,3.25,5.0,1.6,3.3,5.75,1.5,3.4,5.6,1.53,3.4,5.5,1.571,3.3,5.5,1.61,3.3,5.0,2.05,1.6
1,0,0,0,1.8330000000000002,3.0,4.0,1.85,3.15,4.1,1.75,3.1,4.2,1.9,3.2,3.5,1.85,3.1,4.0,1.83,3.0,4.0,2.05,1.6
0,0,0,0,2.625,2.875,2.5,2.65,3.1,2.5,2.7,2.8,2.5,2.62,2.87,2.5,2.75,3.0,2.4,2.75,2.9,2.4,1.95,1.65
1,2,0,2,2.2,3.0,3.0,2.2,3.1,3.1,2.3,2.8,2.9,2.25,3.0,2.87,2.25,3.0,3.0,2.2,3.0,3.0,2.05,1.6
1,1,1,0,1.6669999999999998,3.25,4.5,1.72,3.25,4.65,1.65,3.2,4.6,1.57,3.25,5.5,1.7269999999999999,3.2,4.5,1.66,3.3,4.5,2.15,1.55
0,0,0,0,1.8330000000000002,3.0,4.0,1.78,3.15,4.5,1.7,3.1,4.4,1.83,3.0,4.0,1.8330000000000002,3.0,4.2,1.72,3.1,4.5,1.85,1.75
3,1,2,1,1.3330000000000002,4.0,8.0,1.4,3.85,8.0,1.35,4.0,7.0,1.4,3.75,7.0,1.4,3.75,7.5,1.4,3.6,7.5,1.8,1.8
0,1,0,0,1.909,3.0,3.75,1.82,3.3,3.95,1.9,3.0,3.6,1.9,3.0,3.75,1.9,3.0,4.0,1.8,3.1,4.0,1.95,1.65
2,0,1,0,1.6669999999999998,3.25,4.5,1.72,3.25,4.6,1.65,3.2,4.6,1.72,3.2,4.33,1.7269999999999999,3.2,4.5,1.66,3.1,5.0,2.05,1.6
0,0,0,0,2.3,3.0,2.8,2.42,3.1,2.7,2.5,3.0,2.5,2.5,2.87,2.62,2.4,3.0,2.75,2.3,3.0,2.8,2.15,1.55
2,0,0,0,2.2,3.0,3.0,2.18,3.15,3.05,2.0,3.0,3.3,2.25,3.2,2.75,2.2,3.0,3.1,2.1,3.1,3.1,1.9,1.7
2,2,2,0,1.571,3.25,5.5,1.62,3.3,5.4,1.65,3.2,4.6,1.61,3.2,5.5,1.615,3.25,5.25,1.57,3.3,5.5,2.25,1.5
0,2,0,1,1.909,3.0,3.75,1.85,3.1,4.2,1.9,3.0,3.6,2.0,3.0,3.4,1.9,3.1,3.75,1.9,3.0,3.75,2.15,1.55
0,3,0,1,1.8330000000000002,3.0,4.0,1.85,3.1,4.2,1.8,3.1,3.8,1.83,3.2,3.75,1.8,3.1,4.2,1.8,3.1,4.0,2.05,1.6
0,1,0,0,2.0,3.0,3.4,1.93,3.05,3.8,2.1,2.8,3.3,2.0,3.0,3.4,1.91,3.1,3.75,1.9,3.0,3.75,2.05,1.6
2,0,0,0,2.0,3.0,3.4,2.0,3.05,3.6,2.1,2.8,3.3,2.0,3.2,3.2,2.0,3.0,3.5,2.1,2.87,3.3,1.9,1.7
1,1,1,0,1.57,3.25,5.5,1.58,3.4,5.65,1.6,3.2,5.0,1.5,3.4,6.0,1.57,3.4,5.5,1.53,3.4,5.5,1.95,1.65
1,0,1,0,1.9,3.1,3.6,1.95,3.05,3.85,2.1,2.8,3.3,,,,1.91,3.1,3.75,1.9,3.2,3.5,2.15,1.55
1,1,0,0,2.62,2.87,2.5,2.7,3.0,2.5,2.8,2.8,2.4,,,,2.6,3.0,2.5,2.5,2.9,2.62,2.15,1.55
1,0,0,0,2.1,3.0,3.2,2.15,3.05,3.25,2.1,2.8,3.3,2.2,3.0,3.0,2.2,3.0,3.1,2.2,2.8,3.2,2.25,1.5
0,0,0,0,1.909,3.0,3.75,1.92,3.05,4.0,1.9,2.9,3.8,1.9,3.0,3.75,1.909,3.1,3.75,1.9,3.0,3.75,2.25,1.5
0,0,0,0,1.8330000000000002,3.0,4.0,1.9,3.1,4.0,1.85,3.1,3.6,1.8,3.2,4.0,1.8330000000000002,3.1,4.0,1.8,3.1,4.0,1.95,1.65
2,0,0,0,1.8330000000000002,3.0,4.0,1.85,3.2,4.0,1.8,3.1,3.8,1.8,3.25,3.75,1.8,3.2,4.0,1.8,3.25,3.8,1.95,1.65
0,3,0,3,2.8,2.875,2.375,2.85,3.0,2.4,3.1,2.8,2.2,3.0,3.0,2.2,2.8,3.0,2.375,2.7,3.0,2.37,1.95,1.6
1,1,1,0,2.1,3.0,3.2,2.1,3.0,3.45,2.2,2.8,3.1,1.9,3.2,3.5,2.1,3.0,3.25,2.1,3.0,3.2,1.95,1.6
1,2,0,1,2.75,2.875,2.4,2.8,2.95,2.47,2.8,2.8,2.4,2.75,3.0,2.37,2.75,3.0,2.4,2.62,2.9,2.5,2.05,1.6
2,0,0,0,1.5,3.6,5.5,1.5,3.6,6.25,1.4,3.7,6.5,1.5,3.4,6.0,1.5,3.4,6.5,1.44,3.6,6.5,1.85,1.75
