FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH
0,0,0,0,9.0,4.333,1.364,8.0,4.2,1.35,7.0,3.5,1.4,7.0,3.75,1.4,7.5,4.0,1.36,7.5,4.0,1.36,8.0,4.0,1.33,1.9,1.79,2.0,1.8,2.05,1.8,1.25,2.05,1.8,1.25,2.025,1.875,1.25
1,1,1,0,1.7269999999999999,3.0,5.0,1.8,2.85,5.1,1.8,2.9,4.2,1.7269999999999999,2.875,5.0,1.73,3.0,5.0,1.72,3.0,5.0,1.72,2.9,5.0,1.95,1.75,1.9,1.9,2.05,1.8,-0.75,2.05,1.8,-0.75,2.05,1.85,-0.75
1,1,1,0,2.25,2.8,3.2,2.35,2.7,3.25,2.3,2.7,3.0,2.2,2.75,3.25,2.25,2.8,3.2,2.25,2.8,3.2,2.3,2.75,3.1,2.0,1.71,1.9,1.9,2.05,1.8,-0.25,2.0,1.85,-0.25,2.075,1.825,-0.25
1,2,0,0,1.444,3.75,6.5,1.45,3.75,7.25,1.45,3.5,6.0,1.444,3.6,6.5,1.44,3.6,7.0,1.44,3.6,7.0,1.44,3.5,7.0,1.79,1.9,1.85,1.95,1.95,1.9,-1.0,1.95,1.9,-1.0,1.975,1.925,-1.0
1,0,0,0,1.25,5.5,10.0,1.25,4.9,10.0,1.22,4.8,9.5,1.2,5.0,11.0,1.22,5.0,10.0,1.22,5.0,10.0,1.2,5.0,11.0,1.65,2.05,1.7,2.1,1.85,2.0,-1.5,1.85,2.0,-1.5,1.875,2.025,-1.5
1,1,1,0,5.5,3.2,1.615,5.35,3.3,1.65,5.6,3.4,1.5,5.0,3.25,1.615,5.0,3.4,1.62,5.0,3.4,1.61,5.5,3.3,1.57,1.9,1.79,1.95,1.85,1.9,1.95,0.75,1.9,1.95,0.75,2.0,1.9,0.75
1,2,1,0,2.3,3.0,2.875,2.4,3.0,2.8,2.4,2.9,2.7,2.25,3.0,2.875,2.38,2.88,2.88,2.37,2.87,2.87,2.37,2.9,2.8,1.9,1.79,2.0,1.8,2.05,1.8,-0.25,2.0,1.85,-0.25,2.05,1.85,-0.25
3,2,0,2,2.25,3.0,3.3,2.25,3.0,3.1,2.1,2.8,3.3,2.2,2.8,3.2,2.2,2.88,3.2,2.25,2.87,3.1,2.25,2.87,3.0,1.9,1.79,2.0,1.8,1.95,1.9,-0.25,1.95,1.9,-0.25,1.975,1.925,-0.25
1,2,0,0,2.2,3.0,3.4,2.0,3.1,3.55,2.2,2.7,3.2,2.0,3.2,3.2,2.1,3.0,3.25,2.1,2.87,3.4,2.1,2.87,3.3,1.85,1.85,1.95,1.85,1.8,2.05,-0.25,1.75,2.1,-0.25,1.85,2.05,-0.25
0,1,0,0,4.333,3.1,1.909,3.9,3.1,1.9,3.8,3.0,1.85,4.0,2.875,1.909,3.8,3.0,1.91,4.0,3.1,1.85,4.0,3.0,1.83,1.9,1.79,1.9,1.9,1.73,1.9,0.5,1.95,1.9,0.5,1.925,1.975,0.5
1,2,0,1,1.8330000000000002,3.0,4.2,1.9,3.0,4.1,1.85,2.9,4.0,1.8330000000000002,3.0,4.0,1.91,2.88,4.0,1.9,2.9,4.0,1.9,2.87,4.0,1.85,1.85,1.9,1.9,1.9,1.73,-0.5,2.05,1.8,-0.5,2.075,1.825,-0.5
0,0,0,0,3.25,3.0,2.1,3.2,3.1,2.15,2.8,2.9,2.3,3.0,3.0,2.2,3.0,3.0,2.25,3.1,3.0,2.2,3.0,2.87,2.25,1.79,1.9,2.0,1.8,1.8,2.05,0.25,1.9,1.95,0.25,1.875,2.025,0.25
1,1,1,0,1.8330000000000002,3.0,4.2,1.9,3.0,4.1,1.8,2.9,4.2,1.909,2.875,4.0,1.8,3.0,4.33,1.85,3.1,4.0,1.8,3.0,4.2,2.0,1.71,2.05,1.75,1.9,1.73,-0.5,2.05,1.8,-0.5,2.025,1.875,-0.5
1,2,0,1,1.8,3.0,4.333,1.75,3.2,4.6,1.8,3.0,4.0,1.7269999999999999,3.2,4.333,1.8,3.0,4.33,1.85,3.0,4.2,1.83,2.87,4.33,2.0,1.71,2.05,1.75,1.75,1.89,-0.5,1.95,1.9,-0.5,2.05,1.85,-0.5
6,0,3,0,1.222,5.0,10.0,1.25,4.7,11.0,1.22,4.8,9.5,1.2,5.0,11.0,1.22,5.0,10.0,1.25,4.75,10.0,1.16,5.5,12.0,1.71,2.0,1.8,2.0,1.85,2.0,-1.5,1.9,1.95,-1.5,1.9,2.0,-1.5
3,0,0,0,1.364,4.0,7.5,1.4,4.1,7.0,1.3,4.0,8.5,1.364,3.75,8.0,1.33,4.0,8.5,1.33,4.0,8.5,1.28,4.5,8.0,1.9,1.79,1.95,1.85,1.8,2.05,-1.25,1.85,2.0,-1.25,1.9,2.0,-1.25
2,0,2,0,2.75,3.0,2.375,2.7,3.0,2.5,2.8,2.9,2.3,2.8,2.875,2.4,2.75,3.0,2.4,2.75,3.0,2.4,2.75,2.9,2.4,1.9,1.79,2.0,1.8,2.0,1.85,0.0,2.05,1.8,0.0,2.1,1.8,0.0
0,0,0,0,2.0,3.0,3.5,2.0,3.0,3.7,2.0,2.7,3.6,1.909,3.0,3.75,2.0,3.0,3.5,2.0,3.0,3.5,2.0,2.87,3.6,1.9,1.79,2.0,1.8,1.9,1.95,-0.25,1.85,2.0,-0.25,1.85,2.05,-0.25
1,3,0,0,1.5,3.4,6.5,1.42,3.75,7.5,1.4,3.7,6.5,1.444,3.6,6.5,1.44,3.75,6.5,1.44,3.75,6.5,1.4,3.6,7.5,1.71,2.0,1.8,2.0,1.85,2.0,-1.0,1.85,2.0,-1.0,1.85,2.05,-1.0
3,0,3,0,1.1,7.0,15.0,1.08,7.5,25.0,1.12,6.5,13.0,1.125,5.5,17.0,1.1,7.0,17.0,1.1,7.0,17.0,1.06,7.5,21.0,1.55,2.25,1.61,2.25,1.95,1.9,-2.0,1.9,1.95,-2.0,1.95,1.95,0.0
0,1,0,0,2.625,3.0,2.75,2.6,3.0,2.6,2.6,2.8,2.6,2.625,2.875,2.5,2.5,3.0,2.6,2.5,3.0,2.6,2.6,2.8,2.6,1.85,1.85,2.05,1.75,1.8,2.05,0.0,1.9,1.95,0.0,1.925,1.975,0.0
1,0,1,0,1.909,3.1,3.75,1.87,3.0,4.25,1.9,2.8,4.0,1.909,2.875,4.0,2.0,3.0,3.5,2.0,3.0,3.5,1.9,2.87,4.0,1.9,1.79,2.1,1.7,1.87,1.76,-0.5,2.0,1.85,-0.5,2.0,1.9,-0.5
1,4,1,1,3.1,3.0,2.2,3.5,3.05,2.05,3.2,2.9,2.1,3.0,3.0,2.2,3.25,3.0,2.1,3.25,3.0,2.1,3.1,2.87,2.2,1.85,1.85,2.1,1.7,1.63,2.05,0.5,1.8,2.05,0.5,2.05,1.85,0.25
4,2,1,0,2.375,3.0,2.75,2.5,3.0,2.7,1.9,3.0,3.6,2.5,2.75,2.75,2.5,2.87,2.75,2.5,2.87,2.75,2.5,2.75,2.8,1.95,1.75,1.95,1.85,2.05,1.8,-0.25,2.0,1.85,-0.25,2.1,1.8,-0.25
1,0,0,0,1.909,3.2,3.6,1.92,3.15,3.75,2.0,2.7,3.6,1.8330000000000002,3.2,3.75,2.0,3.0,3.5,2.0,3.0,3.5,2.0,2.87,3.6,1.85,1.85,2.0,1.8,1.8,2.05,-0.25,1.8,2.05,-0.25,1.8,2.1,-0.25
2,3,2,0,4.5,3.2,1.8330000000000002,4.0,3.25,1.85,3.4,2.9,2.0,4.0,2.875,1.909,3.75,3.1,1.91,3.75,3.1,1.9,4.0,2.87,1.9,1.85,1.85,1.95,1.85,1.79,1.85,0.5,1.9,1.95,0.5,1.95,1.95,0.5
2,2,1,1,2.5,3.0,2.6,2.5,3.0,2.7,2.7,2.9,2.4,2.5,2.875,2.625,2.5,2.88,2.75,2.5,2.87,2.75,2.6,2.8,2.6,2.0,1.71,2.05,1.75,2.05,1.8,-0.25,1.75,2.1,0.0,2.1,1.8,-0.25
1,1,1,1,2.875,3.0,2.3,3.0,3.0,2.3,,,,2.75,3.0,2.375,2.88,2.88,2.38,2.87,2.87,2.37,3.2,3.0,2.1,2.05,1.65,2.15,1.66,1.8,2.05,0.25,1.85,2.0,0.25,1.775,2.125,0.25
0,0,0,0,1.7269999999999999,3.2,4.5,1.8,3.25,4.25,1.8,3.0,4.0,1.8,3.0,4.333,1.73,3.2,4.5,1.75,3.2,4.33,1.72,3.1,4.5,1.95,1.75,2.05,1.75,1.8,1.84,-0.5,1.95,1.9,-0.5,1.9,2.0,-0.5
0,0,0,0,1.8,3.0,4.333,1.8,3.0,4.75,1.75,2.9,4.6,1.8330000000000002,3.0,4.0,1.85,3.1,4.0,1.85,3.1,4.0,1.8,2.9,4.5,1.95,1.75,2.05,1.75,1.8,1.84,-0.5,2.05,1.8,-0.5,2.025,1.875,-0.5
3,1,2,1,1.4,4.0,9.0,1.35,4.1,8.5,1.35,3.8,7.5,1.364,3.75,8.0,1.33,4.0,8.5,1.33,4.0,8.5,1.36,3.75,8.0,1.95,1.75,1.9,1.9,1.75,2.1,-1.0,1.85,2.0,-1.0,1.8,2.1,-1.0
4,1,1,0,1.8,3.3,4.5,1.78,3.2,4.5,1.85,3.0,3.8,1.7269999999999999,3.2,4.333,1.67,3.2,5.0,1.7,3.2,4.75,1.72,3.2,4.33,1.75,1.95,1.95,1.85,1.78,1.87,-0.5,1.85,2.0,-0.5,1.8,2.1,-0.5
1,1,0,0,1.6669999999999998,3.2,5.0,1.65,3.25,5.35,1.75,3.0,4.4,1.6669999999999998,3.25,4.5,1.67,3.2,5.0,1.66,3.2,5.0,1.61,3.1,5.5,1.85,1.85,1.95,1.85,2.1,1.75,-0.75,2.1,1.75,-0.75,2.05,1.85,-0.75
0,0,0,0,2.2,3.0,3.1,2.25,2.9,3.25,2.0,2.8,3.6,2.2,3.0,3.0,2.25,3.0,3.0,2.25,3.0,3.0,2.25,2.8,3.1,2.0,1.71,2.0,1.8,1.92,1.92,-0.25,1.9,1.95,-0.25,1.875,2.025,-0.25
3,2,2,1,1.8330000000000002,3.1,4.0,1.9,3.0,4.2,1.8,2.8,4.4,1.909,2.875,4.0,1.91,3.1,3.75,1.91,3.1,3.75,1.83,3.0,4.0,1.9,1.79,2.1,1.7,1.9,1.75,-0.5,2.05,1.8,-0.5,2.05,1.85,-0.5
0,0,0,0,1.6669999999999998,3.4,5.5,1.63,3.25,5.5,1.65,3.2,4.6,1.615,3.25,5.0,1.67,3.2,5.0,1.67,3.2,5.0,1.57,3.3,5.5,1.71,2.0,1.95,1.85,1.63,2.04,-0.5,1.85,2.0,-0.5,1.85,2.05,-0.5
1,3,0,1,2.5,3.0,2.875,2.6,2.85,2.75,2.3,2.8,2.9,2.25,3.0,2.875,2.62,2.88,2.62,2.5,2.88,2.75,2.5,2.75,2.8,1.9,1.79,2.05,1.75,2.6,1.43,-0.5,1.95,1.9,0.0,1.95,1.95,0.0
2,2,2,1,1.6669999999999998,3.75,5.0,1.7,3.25,5.0,1.6,3.3,4.8,1.615,3.25,5.0,1.62,3.4,5.0,1.62,3.4,5.0,1.66,3.1,5.0,1.75,1.95,1.9,1.9,1.95,1.9,-0.75,1.95,1.9,-0.75,1.925,1.975,-0.75
2,2,1,1,1.8330000000000002,3.1,4.0,1.9,3.0,4.2,1.85,3.0,3.8,1.909,3.0,3.75,1.91,3.1,3.75,1.91,3.1,3.75,1.83,2.87,4.33,1.85,1.85,2.0,1.8,1.9,1.75,-0.5,2.05,1.8,-0.5,2.1,1.8,-0.5
1,1,0,1,2.0,3.0,3.5,1.85,3.0,4.5,1.85,2.8,4.2,1.909,2.875,4.0,2.0,3.0,3.6,2.0,3.0,3.6,2.0,2.8,3.75,1.85,1.85,1.95,1.85,1.85,1.8,-0.5,2.0,1.85,-0.5,2.1,1.8,-0.5
0,0,0,0,5.0,3.4,1.615,5.85,3.35,1.6,4.6,3.2,1.65,5.5,2.875,1.6669999999999998,5.0,3.2,1.67,5.0,3.2,1.67,5.5,3.1,1.61,1.85,1.85,2.0,1.8,2.05,1.8,0.75,1.95,1.9,0.75,2.025,1.875,0.75
3,2,3,1,1.444,3.6,7.0,1.42,4.0,7.0,1.4,3.7,6.5,1.5,3.25,6.5,1.44,3.6,7.0,1.44,3.6,7.0,1.4,3.5,8.0,1.85,1.85,1.95,1.85,2.05,1.8,-1.25,1.95,1.9,-1.25,2.075,1.825,-1.25
3,1,1,0,1.4,4.0,9.0,1.4,3.9,7.75,1.45,3.6,5.8,1.364,3.75,8.0,1.4,3.75,7.5,1.4,3.75,7.5,1.36,3.75,8.0,1.77,1.95,1.8,2.0,1.92,1.92,-1.0,1.95,1.9,-1.0,1.925,1.975,-1.0
0,0,0,0,3.25,3.0,2.3,3.0,3.0,2.3,2.9,2.8,2.3,3.2,2.8,2.2,3.0,3.0,2.25,3.0,3.0,2.25,2.9,2.9,2.3,1.9,1.79,2.0,1.8,1.77,2.1,0.25,1.8,2.05,0.25,1.825,2.075,0.25
0,2,0,0,5.5,3.4,1.571,6.5,3.55,1.5,5.8,3.6,1.45,5.5,3.25,1.571,5.5,3.5,1.53,5.5,3.5,1.53,7.0,3.2,1.5,1.79,1.95,1.95,1.85,2.0,1.85,1.0,2.0,1.85,1.0,2.025,1.875,1.0
3,0,1,0,2.2,3.0,3.4,2.15,2.9,3.45,2.1,2.7,3.5,2.1,2.625,3.75,2.2,2.88,3.2,2.2,2.87,3.2,2.2,2.75,3.25,1.85,1.85,2.0,1.8,1.85,2.0,-0.25,1.85,2.0,-0.25,1.95,1.95,-0.25
1,1,0,0,1.8,3.0,4.333,1.85,3.0,4.4,1.9,2.7,4.2,1.8,2.875,4.5,1.8,3.0,4.5,1.8,3.0,4.5,1.83,2.87,4.33,1.9,1.79,2.05,1.75,2.15,1.73,-0.75,2.1,1.75,-0.75,1.8,2.1,-0.5
1,1,0,1,2.5,2.875,2.75,2.5,2.8,2.9,2.4,2.7,2.9,2.375,2.75,3.0,2.5,2.8,2.8,2.5,2.8,2.8,2.5,2.75,2.8,2.05,1.65,2.2,1.65,1.77,2.1,0.0,1.8,2.05,0.0,1.85,2.05,0.0
1,2,0,1,2.0,3.0,3.5,2.15,2.85,3.5,2.1,2.7,3.5,2.0,2.875,3.6,2.0,3.0,3.5,2.0,3.0,3.5,1.9,2.87,4.0,1.9,1.8,2.05,1.75,1.83,2.05,-0.25,1.8,2.05,-0.25,1.775,2.125,-0.25
1,2,0,2,2.0,3.0,3.5,2.1,2.8,3.7,2.1,2.7,3.5,2.0,2.6,4.333,2.1,2.88,3.4,2.1,2.87,3.4,2.1,2.8,3.4,2.05,1.65,2.1,1.7,2.1,1.59,-0.5,2.1,1.75,-0.5,1.8,2.1,-0.25
2,1,1,1,2.87,3.0,2.25,2.87,3.0,2.25,2.9,2.7,2.4,2.62,2.88,2.5,2.8,3.0,2.38,2.75,3.0,2.38,3.1,2.87,2.2,2.0,1.71,,,1.5,2.3,0.5,1.85,2.0,0.25,1.8,2.1,0.25
5,2,3,2,1.3,4.333,8.5,1.33,4.2,10.5,1.3,4.2,8.0,1.364,3.6,9.0,1.33,4.2,8.0,1.33,4.2,8.0,1.2,5.0,11.0,1.79,1.9,1.8,2.0,1.92,1.92,-1.5,,,,2.0,1.9,-1.5
3,1,0,0,1.286,4.5,8.5,1.3,4.25,12.0,1.3,4.2,8.0,1.3,4.0,10.0,1.25,4.75,10.0,1.25,4.75,10.0,1.16,5.5,12.0,1.79,1.9,1.85,1.95,2.0,1.85,-1.5,2.0,1.85,-1.5,2.0,1.9,-1.5
2,2,0,2,1.286,4.5,8.5,1.33,4.2,10.5,1.3,4.2,8.0,1.222,5.0,10.0,1.3,4.33,8.5,1.3,4.33,8.5,1.22,5.0,9.5,1.85,1.85,1.85,1.95,1.8,2.05,-1.25,1.8,2.05,-1.25,1.8,2.1,-1.25
4,0,1,0,1.7269999999999999,3.0,5.0,1.76,3.2,4.85,1.7,3.0,4.6,1.7269999999999999,2.875,5.0,1.7,3.1,5.0,1.7,3.1,5.0,1.66,3.1,5.0,1.95,1.75,2.0,1.8,1.76,1.93,-0.5,1.8,2.05,-0.5,1.825,2.075,-0.5
1,2,0,1,3.0,3.0,2.25,3.15,2.95,2.25,3.1,2.8,2.2,2.875,3.0,2.25,3.0,3.0,2.25,3.0,3.0,2.25,3.2,2.8,2.2,1.95,1.75,2.0,1.8,1.52,2.25,0.5,1.85,2.0,0.25,1.875,2.025,0.25
0,2,0,1,3.2,2.875,2.2,3.2,3.15,2.2,3.1,2.8,2.2,2.875,3.0,2.25,3.25,3.0,2.1,3.25,3.0,2.1,3.3,2.87,2.1,2.0,1.71,2.1,1.7,1.95,1.9,0.25,1.95,1.9,0.25,2.0,1.9,0.25
1,2,1,1,1.364,4.333,9.0,1.33,4.2,10.5,1.25,4.5,9.0,1.364,3.75,8.0,1.3,4.33,8.5,1.3,4.33,8.5,1.25,4.5,10.0,1.85,1.85,1.9,1.9,1.95,1.9,-1.25,1.95,1.9,-1.25,1.925,1.975,-1.25
2,2,2,1,1.8,3.0,4.333,1.8,3.1,4.8,1.7,3.0,4.5,1.7269999999999999,2.875,5.0,1.8,3.0,4.5,1.8,3.0,4.5,1.72,2.9,5.0,1.9,1.79,2.0,1.8,1.8,1.89,-0.5,1.9,1.95,-0.5,1.925,1.975,-0.5
1,0,1,0,2.5,2.75,2.875,2.55,2.95,2.8,2.6,2.8,2.6,2.5,2.75,2.75,2.5,2.8,2.8,2.5,2.8,2.8,2.6,2.8,2.6,2.0,1.71,2.05,1.75,1.8,2.05,0.0,2.05,1.8,-0.25,2.125,1.775,-0.25
0,1,0,1,5.5,3.4,1.5330000000000001,6.1,3.4,1.55,4.6,3.4,1.6,,,,5.0,3.2,1.67,5.5,3.2,1.61,6.5,3.1,1.53,1.9,1.79,,,,,,,,,,,
2,2,1,2,1.8,3.0,4.333,1.82,2.9,4.7,1.9,2.7,4.2,1.7269999999999999,2.875,5.0,1.83,2.88,4.5,1.83,2.87,4.5,1.8,2.7,5.0,1.85,1.85,1.95,1.85,1.82,1.79,-0.5,1.95,1.9,-0.5,1.95,1.95,-0.5
0,2,0,1,2.3,3.0,2.875,2.35,2.9,3.0,2.6,2.8,2.6,2.4,2.8,2.875,2.4,2.8,2.9,2.4,2.8,2.9,2.5,2.75,2.8,1.79,1.9,2.0,1.8,2.1,1.77,-0.25,2.05,1.8,-0.25,2.1,1.8,-0.25
1,0,0,0,2.2,3.0,3.1,2.2,3.0,3.1,2.2,2.8,3.1,2.2,3.0,3.0,2.25,2.8,3.2,2.25,2.8,3.2,2.25,3.0,2.87,2.0,1.71,2.0,1.8,2.0,1.85,-0.25,1.95,1.9,-0.25,2.025,1.875,-0.25
3,2,2,1,2.625,3.0,2.75,2.55,2.85,2.75,2.6,2.8,2.6,2.5,2.875,2.625,2.5,2.8,2.8,2.5,2.8,2.8,2.5,2.9,2.62,1.85,1.85,2.0,1.8,1.91,1.93,0.0,1.9,1.95,0.0,1.925,1.975,0.0
5,2,3,2,1.364,3.75,8.5,1.4,3.7,8.3,1.45,3.6,5.8,1.4,3.5,8.0,1.36,3.75,8.5,1.36,3.75,8.5,1.36,3.75,8.0,1.65,2.05,1.8,2.0,1.8,2.05,-1.0,1.75,2.1,-1.0,2.1,1.8,-1.25
0,3,0,0,4.5,3.2,1.8330000000000002,4.3,3.0,1.85,4.0,3.0,1.8,3.75,3.0,1.909,4.0,3.1,1.83,4.0,3.1,1.83,4.2,3.0,1.8,1.85,1.85,2.1,1.7,,,,2.0,1.85,0.5,2.025,1.875,0.5
1,1,0,1,5.5,3.25,1.571,5.8,3.25,1.6,4.2,3.1,1.75,6.0,3.0,1.615,5.5,3.2,1.62,5.5,3.2,1.61,5.5,3.3,1.57,1.71,2.0,1.95,1.85,2.0,1.85,0.75,1.95,1.9,0.75,2.0,1.9,0.75
4,3,3,1,1.909,2.9,4.0,1.95,2.8,4.25,1.9,2.7,4.2,1.8330000000000002,2.875,4.333,1.91,2.9,4.0,1.9,2.9,4.0,1.9,2.75,4.2,1.85,1.85,2.05,1.75,,,,2.05,1.8,-0.5,2.1,1.8,-0.5
3,2,1,1,,,,6.6,3.5,1.5,,,,6.5,3.0,1.571,6.0,3.4,1.53,6.0,3.4,1.53,6.5,3.6,1.44,1.85,1.85,,,1.77,2.1,1.0,,,,,,
0,0,0,0,1.8330000000000002,2.875,4.5,1.9,2.65,5.0,1.9,2.7,4.2,1.8,2.875,4.5,1.8,2.88,4.75,1.8,2.87,4.75,1.9,2.62,4.5,1.85,1.85,1.9,1.9,1.73,-0.5,,1.95,1.9,-0.5,2.025,1.875,-0.5
1,0,0,0,2.1,3.1,3.6,2.05,3.0,3.6,2.1,2.7,3.5,2.0,2.875,3.6,1.91,3.1,3.75,1.9,3.1,3.75,1.9,3.0,3.75,1.71,2.0,1.95,1.85,1.8,2.05,-0.25,2.05,1.8,-0.5,1.8,2.1,-0.25
1,0,0,0,1.2,5.5,10.0,1.25,5.0,10.0,1.22,4.8,9.5,1.25,4.5,10.0,1.2,5.2,11.0,1.2,5.2,11.0,1.2,5.0,11.0,1.75,1.95,1.75,2.05,2.0,1.85,-1.5,2.0,1.85,-1.5,1.975,1.925,-1.5
3,1,2,0,1.7269999999999999,3.0,5.0,1.7,3.2,5.0,1.75,3.1,4.2,1.7269999999999999,3.2,4.333,1.67,3.2,5.0,1.66,3.2,5.0,1.66,3.1,5.0,1.75,1.95,1.85,1.95,2.0,1.85,-0.75,1.8,2.05,-0.5,1.85,2.05,-0.5
0,1,0,0,2.375,2.875,2.875,2.5,2.7,3.0,2.4,2.8,2.8,2.375,2.8,2.875,2.4,2.8,2.9,2.4,2.8,2.9,2.4,2.75,2.9,,,2.1,1.7,2.1,1.77,-0.25,2.05,1.8,-0.25,2.125,1.775,-0.25
3,1,1,1,1.571,3.4,7.0,1.57,3.25,6.0,1.5,3.5,5.4,1.5,3.4,6.0,1.57,3.4,5.5,1.57,3.4,5.5,1.5,3.3,6.5,1.75,1.95,2.0,1.8,2.05,1.8,-1.0,2.05,1.8,-1.0,2.1,1.8,-1.0
0,0,0,0,2.25,2.8,3.2,2.4,2.63,3.25,2.4,2.6,3.0,2.375,2.75,3.0,2.38,2.8,3.0,2.37,2.8,3.0,2.4,2.7,3.0,2.05,1.65,2.1,1.7,2.1,1.77,-0.25,2.05,1.8,-0.25,2.1,1.8,-0.25
2,3,0,1,3.75,3.2,2.0,3.6,3.0,2.05,3.6,2.8,2.0,3.5,3.2,1.909,3.75,2.88,2.0,3.75,2.87,2.0,3.75,3.0,1.9,1.75,1.95,1.85,1.95,2.05,1.8,0.25,2.05,1.8,0.25,2.05,1.85,0.25
2,1,1,1,2.5,3.0,2.625,2.35,2.9,3.0,2.4,3.0,2.6,2.38,2.88,2.8,2.5,2.88,2.75,2.5,2.87,2.75,2.4,2.8,2.87,1.95,1.75,2.1,1.7,2.05,1.8,-0.25,2.0,1.85,-0.25,2.05,1.85,-0.25
1,2,1,1,5.0,3.1,1.8,4.85,3.15,1.73,4.6,3.0,1.7,5.0,2.88,1.73,4.5,3.1,1.73,4.5,3.2,1.72,5.5,2.9,1.66,1.95,1.75,2.0,1.8,1.85,2.0,0.75,1.8,2.05,0.75,1.875,2.025,0.75
0,0,0,0,2.1,2.375,4.5,,,,,,,2.25,2.0,5.5,,,,2.0,2.62,4.2,,,,,,,,2.15,1.58,-0.5,1.95,1.9,-0.25,1.85,2.05,-0.25
1,1,0,1,2.25,2.75,3.25,2.3,2.7,3.4,2.1,2.7,3.5,2.2,2.75,3.25,2.25,2.75,3.25,2.25,2.75,3.25,2.2,2.6,3.5,2.0,1.7,2.1,1.7,2.05,1.8,-0.25,1.95,1.9,-0.25,2.05,1.85,-0.25
4,2,1,0,1.444,3.6,7.0,1.45,3.6,7.5,1.35,3.8,7.5,1.5,3.25,6.5,1.5,3.5,6.0,1.5,3.5,6.0,1.36,3.75,8.0,1.71,2.0,1.8,2.0,2.0,1.85,-1.0,1.95,1.9,-1.0,2.05,1.85,-1.0
4,2,1,1,,,,1.12,7.5,15.0,1.12,6.0,15.0,1.12,6.0,13.0,1.1,6.5,17.0,1.08,7.0,21.0,1.07,8.0,15.0,1.45,2.5,,,,,,,,,,,
0,1,0,0,4.5,3.2,1.7269999999999999,4.85,3.15,1.73,4.4,3.0,1.75,4.33,3.2,1.73,4.5,3.2,1.73,4.5,3.2,1.72,5.0,2.9,1.72,1.95,1.75,2.0,1.8,1.85,2.0,0.75,1.9,1.95,0.75,1.85,2.05,0.75
2,2,1,0,2.75,3.0,2.4,2.8,3.0,2.45,2.8,2.9,2.3,2.5,2.88,2.62,2.6,2.88,2.6,2.6,2.87,2.6,2.75,2.9,2.4,1.85,1.85,1.85,1.95,2.05,1.8,0.0,2.05,1.8,0.0,2.075,1.825,0.0
3,2,2,0,1.615,3.4,5.0,1.67,3.3,5.0,1.7,3.2,4.2,1.67,3.25,4.5,1.7,3.25,4.5,1.7,3.25,4.5,1.57,3.3,5.5,1.85,1.85,1.85,1.95,1.67,1.99,-0.5,1.8,2.05,-0.5,1.85,2.05,-0.5
1,1,1,0,2.75,3.0,2.375,2.95,2.95,2.35,2.9,2.7,2.4,2.75,3.0,2.38,2.75,3.0,2.38,2.87,2.87,2.37,2.8,2.9,2.37,1.85,1.85,,,2.05,1.8,0.0,2.05,1.8,0.0,2.125,1.775,0.0
0,2,0,0,,,,5.5,3.15,1.65,,,,,,,,,,4.33,3.2,1.73,5.0,3.3,1.61,,,,,,,,,,,,,
3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,,,,,,,,,,1.73,3.2,4.33,,,,,,,,,,,,,,,,,1.7,2.15,-0.5,,,
0,0,0,0,2.1,3.0,3.2,2.05,3.0,3.65,2.1,2.9,3.2,2.1,3.2,3.0,2.1,3.0,3.25,2.1,3.0,3.25,2.1,3.0,3.2,1.75,1.95,1.95,1.85,1.9,1.95,-0.5,1.95,1.9,-0.5,1.95,1.95,-0.5
3,4,1,3,1.28,4.5,8.0,1.3,4.4,9.5,1.3,4.0,8.5,1.25,4.5,10.0,1.3,4.33,8.5,1.3,4.33,8.5,1.3,4.33,8.0,1.65,2.05,1.75,2.05,1.9,1.95,-1.25,1.85,2.0,-1.25,1.875,2.025,-1.25
1,0,0,0,,,,2.5,2.5,3.3,,,,2.38,2.75,3.0,2.4,2.5,3.2,2.4,2.5,3.2,2.5,2.62,2.9,,,,,2.1,1.77,-0.5,2.0,1.85,-0.5,,,
1,1,0,1,,,,2.7,2.5,3.0,2.8,2.6,2.6,2.8,2.88,2.38,2.62,2.5,2.75,2.62,2.5,2.8,2.8,2.5,2.7,2.0,1.71,,,1.92,1.92,0.0,1.9,1.95,0.0,,,
3,0,1,0,1.3,4.33,8.0,1.35,3.75,10.5,1.35,4.0,7.0,1.33,3.75,9.0,,,,1.33,4.33,7.5,1.3,4.33,8.0,1.71,2.0,1.9,1.9,1.9,1.95,-1.25,1.95,1.9,-1.25,2.0,1.9,-1.25
0,0,0,0,,,,4.25,2.65,2.05,3.6,2.6,2.1,3.4,2.62,2.25,,,,3.4,2.62,2.25,3.5,2.6,2.2,2.0,1.71,,,1.7,2.05,0.5,1.85,2.0,0.5,,,
2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
