FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA
1,2,0,2,2.25,3.5,3.4,2.25,3.2,3.5,2.2,3.3,3.1,2.25,3.4,3.3,2.25,3.52,3.42,2.3,3.2,3.2,2.25,3.5,3.4,45,2.35,2.25,3.52,3.36,3.5,3.27,44,1.97,1.9,2.0,1.9,27,-0.25,1.98,1.92,1.99,1.93
1,2,1,1,5.25,3.9,1.73,5.0,3.75,1.75,4.7,3.6,1.7,5.0,3.75,1.75,5.34,3.97,1.72,5.0,3.5,1.75,5.2,3.8,1.75,45,5.5,5.0,4.2,3.78,1.8,1.71,44,1.9,1.84,2.03,1.96,27,0.75,2.01,1.95,1.95,1.91
3,0,1,0,2.1,3.5,3.75,2.1,3.4,3.7,2.1,3.3,3.3,2.1,3.4,3.75,2.08,3.56,3.87,2.15,3.2,3.6,2.1,3.5,3.9,43,2.17,2.09,3.56,3.4,3.9,3.66,42,2.05,1.98,1.88,1.82,28,-0.5,2.12,2.06,1.87,1.81
1,0,1,0,1.45,4.75,8.0,1.48,4.75,7.25,1.4,4.4,7.3,1.45,4.5,7.5,1.44,4.74,8.6,1.5,4.2,6.5,1.45,4.75,8.5,43,1.5,1.44,5.0,4.46,8.6,7.71,42,1.83,1.75,2.2,2.05,25,-1.0,1.76,1.72,2.26,2.17
2,1,0,0,1.85,3.6,4.75,1.85,3.5,4.1,1.9,3.4,3.9,1.85,3.5,4.5,1.85,3.63,4.89,1.85,3.4,4.5,1.85,3.6,4.8,41,1.9,1.83,3.7,3.52,4.89,4.52,39,2.16,2.08,1.81,1.73,27,-0.5,1.87,1.83,2.09,2.03
1,1,0,0,2.63,3.6,2.75,2.65,3.3,2.65,2.6,3.2,2.6,2.7,3.4,2.7,2.69,3.52,2.75,2.7,3.1,2.7,2.7,3.5,2.7,41,2.8,2.63,3.6,3.38,2.8,2.67,36,1.88,1.78,2.09,1.97,27,0.0,1.96,1.9,2.01,1.93
0,0,0,0,1.36,5.25,10.0,1.36,5.0,9.25,1.35,4.8,7.6,1.36,5.0,9.5,1.39,5.15,9.62,1.36,5.0,8.0,1.36,5.0,10.5,39,1.4,1.36,5.25,4.91,10.5,8.9,37,1.81,1.74,2.15,2.06,26,-1.25,1.91,1.87,2.04,1.99
1,1,1,1,2.3,3.3,3.5,2.35,3.2,3.0,2.4,3.2,2.85,2.4,3.3,3.2,2.34,3.39,3.37,2.3,3.2,3.1,2.38,3.3,3.4,41,2.4,2.3,3.4,3.27,3.5,3.22,39,2.22,2.14,1.76,1.69,26,-0.25,2.02,1.97,1.94,1.89
1,1,0,1,4.0,3.4,2.1,3.5,3.25,2.1,3.3,3.3,2.1,4.0,3.25,2.1,3.79,3.45,2.14,3.75,3.2,2.1,4.0,3.3,2.1,40,4.1,3.74,3.6,3.33,2.14,2.07,39,2.25,2.18,1.74,1.67,26,0.5,1.84,1.8,2.14,2.06
3,4,0,2,2.38,3.4,3.2,2.35,3.4,3.1,2.2,3.2,3.2,2.38,3.4,3.2,2.43,3.44,3.15,2.4,3.1,3.1,2.38,3.4,3.2,41,2.41,2.34,3.5,3.35,3.3,3.09,40,1.98,1.9,1.96,1.89,26,-0.25,2.08,2.01,1.89,1.84
0,2,0,0,5.0,4.0,1.73,4.4,3.75,1.73,4.7,3.6,1.7,5.0,4.0,1.73,4.85,4.08,1.76,5.0,3.5,1.75,5.0,4.0,1.75,38,5.0,4.72,4.2,3.92,1.77,1.73,36,1.73,1.66,2.3,2.2,26,0.75,1.96,1.92,1.99,1.93
0,0,0,0,2.8,3.3,2.75,2.65,3.25,2.6,2.6,3.2,2.6,2.75,3.3,2.7,2.76,3.36,2.78,2.7,3.1,2.7,2.8,3.3,2.75,41,2.8,2.7,3.5,3.25,2.8,2.7,39,2.2,2.13,1.78,1.7,27,0.0,1.96,1.91,1.99,1.93
2,3,1,3,6.5,4.0,1.62,5.25,3.8,1.62,5.1,3.6,1.65,6.0,3.75,1.67,6.25,3.93,1.65,6.0,3.4,1.67,6.25,3.9,1.65,40,6.5,5.93,4.2,3.79,1.67,1.62,39,2.15,2.07,1.8,1.74,26,0.75,2.11,2.04,1.87,1.82
0,0,0,0,1.75,4.0,5.0,1.75,3.75,5.0,1.8,3.5,4.2,1.75,3.75,5.0,1.74,4.0,5.12,1.73,3.5,5.0,1.73,4.0,5.2,38,1.8,1.72,4.0,3.82,5.2,4.9,37,1.84,1.77,2.15,2.02,24,-0.5,1.74,1.7,2.28,2.21
2,2,2,1,1.91,3.5,4.75,1.91,3.6,4.4,1.9,3.45,3.8,1.95,3.5,4.2,1.93,3.51,4.62,1.91,3.2,4.5,1.95,3.4,4.6,40,1.95,1.89,3.7,3.42,4.75,4.38,38,2.34,2.22,1.7,1.64,26,-0.5,1.95,1.89,2.02,1.96
1,1,1,0,2.2,3.6,3.4,2.2,3.3,3.2,2.2,3.2,3.2,2.2,3.4,3.4,2.15,3.63,3.57,2.2,3.2,3.4,2.15,3.5,3.6,40,2.25,2.14,3.63,3.48,3.6,3.38,39,1.91,1.86,2.03,1.94,25,-0.25,1.88,1.84,2.08,2.02
1,2,0,0,1.36,5.0,11.0,1.36,4.75,7.75,1.33,4.8,8.3,1.36,5.0,10.0,1.37,5.26,10.17,1.36,4.5,9.5,1.36,5.0,10.5,40,1.4,1.35,5.26,4.94,11.0,9.38,37,1.75,1.68,2.25,2.15,25,-1.5,2.12,2.05,1.85,1.81
0,3,0,2,1.36,5.5,9.0,1.36,5.0,7.25,1.4,4.4,7.3,1.4,5.0,9.0,1.36,5.28,10.21,1.36,4.5,9.5,1.36,5.4,9.5,40,1.4,1.36,5.5,4.99,10.21,9.06,37,1.74,1.68,2.3,2.17,26,-1.5,2.1,2.02,1.88,1.84
2,0,0,0,1.2,8.0,15.0,1.2,7.0,10.5,1.2,5.8,13.0,1.22,7.0,13.0,1.19,8.0,17.75,1.22,6.0,13.0,1.2,8.0,15.0,40,1.25,1.19,8.0,7.15,17.75,14.45,39,1.4,1.37,3.15,2.98,26,-2.0,1.95,1.9,2.0,1.95
0,1,0,0,6.0,4.2,1.62,5.5,3.75,1.62,5.0,3.9,1.6,5.5,4.0,1.67,6.13,4.21,1.61,6.0,3.6,1.62,6.25,4.2,1.6,39,6.25,5.7,4.21,3.99,1.7,1.61,38,1.87,1.8,2.1,2.0,24,1.0,1.86,1.81,2.12,2.06
0,1,0,1,1.95,3.4,4.5,1.95,3.3,4.0,2.0,3.3,3.6,2.0,3.4,4.0,1.95,3.5,4.5,1.95,3.25,4.2,1.93,3.5,4.6,40,2.0,1.93,3.5,3.39,4.6,4.22,38,2.31,2.23,1.71,1.64,26,-0.5,1.96,1.92,1.99,1.93
0,0,0,0,2.0,3.5,4.2,1.95,3.4,3.75,2.0,3.3,3.6,2.0,3.5,4.0,1.97,3.72,4.09,2.0,3.25,4.0,1.93,3.7,4.2,40,2.0,1.94,3.72,3.53,4.33,3.98,39,1.89,1.83,2.05,1.96,26,-0.5,1.97,1.92,1.98,1.93
3,0,1,0,2.05,3.5,4.0,2.05,3.4,3.5,1.9,3.45,3.8,2.05,3.4,3.8,2.05,3.54,4.0,2.05,3.25,3.8,2.05,3.5,4.0,40,2.07,2.01,3.6,3.44,4.1,3.82,39,2.1,2.01,1.85,1.79,26,-0.5,2.06,2.01,1.9,1.85
2,1,0,0,3.6,3.3,2.25,3.2,3.2,2.25,3.2,3.2,2.2,3.4,3.3,2.25,3.55,3.45,2.23,3.5,3.0,2.25,3.6,3.4,2.2,40,3.7,3.42,3.5,3.31,2.27,2.19,38,2.2,2.08,1.83,1.74,25,0.25,2.03,1.98,1.93,1.88
2,0,1,0,1.29,6.0,12.0,1.3,5.5,9.75,1.3,5.0,9.0,1.3,5.5,12.0,1.28,6.12,13.0,1.3,5.0,11.0,1.3,5.75,12.0,36,1.3,1.27,6.13,5.71,13.0,11.27,28,1.68,1.63,2.33,2.25,24,-1.5,1.87,1.8,2.12,2.05
0,1,0,0,5.5,4.2,1.67,5.25,3.9,1.67,5.4,3.7,1.6,5.25,4.0,1.67,5.75,4.16,1.65,5.5,3.8,1.62,5.5,4.2,1.65,36,6.0,5.44,4.25,4.05,1.67,1.62,30,1.67,1.63,2.35,2.27,25,1.0,1.82,1.78,2.16,2.09
3,1,2,1,4.0,3.6,2.0,3.75,3.5,2.0,3.6,3.3,2.0,4.0,3.4,2.0,4.11,3.57,2.01,4.0,3.1,2.05,4.1,3.6,2.0,37,4.11,3.91,3.7,3.45,2.05,1.99,32,2.05,1.99,1.89,1.82,25,0.5,1.93,1.88,2.03,1.97
3,1,0,0,2.0,3.4,4.33,2.0,3.2,4.33,1.85,3.45,4.0,2.0,3.4,4.2,1.94,3.49,4.56,1.95,3.4,4.5,1.95,3.5,4.33,37,2.0,1.93,3.55,3.41,4.59,4.27,31,2.22,2.13,1.77,1.7,24,-0.5,1.96,1.92,2.0,1.93
3,1,1,0,2.4,3.4,3.2,2.4,3.4,2.75,2.3,3.3,2.9,2.4,3.4,3.1,2.36,3.48,3.23,2.4,3.1,3.1,2.4,3.4,3.2,36,2.41,2.33,3.51,3.36,3.23,3.11,32,1.98,1.91,1.99,1.89,23,-0.25,2.04,1.99,1.91,1.87
1,0,0,0,2.75,3.4,2.75,2.7,3.2,2.7,2.6,3.2,2.6,2.75,3.25,2.75,2.75,3.34,2.8,2.75,3.0,2.75,2.7,3.3,2.88,36,2.77,2.68,3.4,3.23,2.9,2.74,31,2.24,2.13,1.76,1.7,24,0.0,1.95,1.89,2.01,1.95
0,0,0,0,3.2,3.2,2.5,2.8,3.2,2.5,2.65,3.3,2.5,3.2,3.1,2.5,3.21,3.26,2.49,3.1,3.0,2.5,3.3,3.2,2.45,36,3.24,3.09,3.3,3.16,2.5,2.45,30,2.49,2.35,1.65,1.58,23,0.25,1.85,1.81,2.12,2.06
3,2,0,1,1.91,3.75,4.33,1.91,3.4,4.0,1.85,3.45,4.0,1.85,3.6,4.5,1.86,3.74,4.62,1.91,3.3,4.33,1.87,3.7,4.6,37,1.95,1.86,3.8,3.58,4.62,4.32,33,2.0,1.91,1.95,1.89,24,-0.5,1.89,1.85,2.08,2.01
0,1,0,0,4.33,3.6,1.95,3.75,3.4,1.95,3.6,3.3,2.0,4.0,3.6,1.95,4.32,3.65,1.94,4.2,3.25,1.95,4.4,3.6,1.93,37,4.41,4.14,3.65,3.49,2.0,1.92,33,2.01,1.95,1.92,1.85,24,0.5,2.01,1.95,1.94,1.9
2,0,1,0,2.25,3.5,3.4,2.25,3.4,3.0,2.1,3.3,3.3,2.25,3.4,3.4,2.23,3.53,3.48,2.25,3.1,3.4,2.25,3.5,3.4,35,2.27,2.19,3.6,3.41,3.48,3.33,31,1.95,1.89,1.97,1.91,22,0.0,1.63,1.58,2.51,2.42
