FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH
1,0,1,0,4.0,3.25,1.83,3.6,3.3,1.95,3.4,3.2,1.9,3.75,3.25,1.8,3.5,3.25,1.91,3.5,3.25,1.9,3.75,3.2,1.83,1.9,1.79,1.9,1.9,1.85,1.95,0.5,1.9,1.95,0.5,1.9,2.0,0.5
0,0,0,0,2.25,3.0,3.1,2.15,3.25,3.15,2.0,3.1,3.2,2.1,3.2,3.0,2.2,3.25,2.8,2.2,3.2,2.87,2.1,3.1,3.1,1.95,1.75,2.15,1.66,1.95,1.85,-0.25,1.9,1.95,-0.25,1.975,1.925,-0.25
0,0,0,0,2.0,3.25,3.4,1.95,3.3,3.5,1.85,3.2,3.5,2.1,3.2,3.0,2.0,3.4,3.5,1.9,3.25,3.5,2.0,3.2,3.2,1.85,1.85,1.9,1.9,2.0,1.8,-0.5,2.05,1.8,-0.5,1.85,2.05,-0.25
1,2,1,0,2.6,3.2,2.5,2.55,3.2,2.55,2.4,3.2,2.4,2.6,3.2,2.375,2.6,3.4,2.5,2.5,3.2,2.5,2.62,3.1,2.37,1.79,1.9,1.9,1.9,1.95,1.88,0.0,2.0,1.85,0.0,1.975,1.925,0.0
0,1,0,1,1.9,3.25,3.75,1.9,3.25,3.8,1.85,3.2,3.5,1.83,3.2,3.75,1.91,3.4,3.75,1.85,3.25,3.75,1.8,3.25,3.8,1.75,1.95,1.85,1.95,1.9,1.9,-0.5,1.9,1.95,-0.5,1.975,1.925,-0.5
2,3,2,1,2.5,3.2,2.6,2.6,3.2,2.5,2.4,3.2,2.4,2.38,3.2,2.6,2.62,3.2,2.38,2.6,3.2,2.4,2.62,3.2,2.3,1.85,1.85,1.9,1.9,1.9,1.9,0.0,1.85,2.0,0.0,1.875,2.025,0.0
0,0,0,0,2.0,3.25,3.4,2.05,3.3,3.3,2.0,3.1,3.2,1.909,3.2,3.5,2.0,3.25,3.25,2.0,3.25,3.25,1.9,3.1,3.6,1.85,1.85,2.0,1.8,1.85,1.95,-0.25,1.8,2.05,-0.25,1.85,2.05,-0.25
0,1,0,1,2.4,3.2,2.7,2.4,3.15,2.8,2.2,3.0,2.9,2.375,3.2,2.6,2.5,3.3,2.63,2.37,3.2,2.62,2.37,3.1,2.62,1.95,1.75,2.1,1.7,2.05,1.75,-0.25,1.75,2.1,0.0,1.8,2.1,0.0
1,0,1,0,1.5,3.5,7.0,1.51,3.75,5.85,1.55,3.5,4.8,1.444,3.75,6.0,1.44,3.75,6.5,1.44,3.75,6.5,1.5,3.6,5.5,1.65,2.1,1.7,2.1,1.9,1.9,-1.0,1.9,1.95,-1.0,1.9,2.0,-1.0
3,1,1,1,1.5,3.5,7.0,1.51,3.75,5.85,1.55,3.5,4.8,1.5,3.4,6.0,1.44,3.75,6.5,1.5,3.5,6.0,1.5,3.4,6.0,1.79,1.9,1.8,2.0,1.9,1.9,-1.0,1.95,1.9,-1.0,1.975,1.925,-1.0
1,3,1,1,1.25,5.0,10.0,1.3,4.75,9.0,1.25,4.5,9.0,1.25,4.5,10.0,1.22,5.0,10.0,1.22,5.0,10.0,1.16,5.5,12.0,1.65,2.1,1.75,2.05,1.85,1.95,-1.5,1.85,2.0,-1.5,1.9,2.0,-1.5
3,0,2,0,1.53,3.6,6.0,1.6,3.5,5.5,1.55,3.5,4.8,1.571,3.25,5.5,1.57,3.4,5.5,1.57,3.4,5.5,1.57,3.5,5.0,1.79,1.9,1.85,1.95,1.9,1.9,-0.75,1.85,2.0,-0.75,1.85,2.05,-0.75
2,0,0,0,2.0,3.25,3.4,2.1,3.2,3.3,1.9,3.2,3.4,1.909,3.25,3.4,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2,1.95,1.75,1.95,1.85,1.9,1.9,-0.25,1.85,2.0,-0.25,1.875,2.025,-0.25
4,3,0,3,2.1,3.25,3.2,2.2,3.2,3.1,1.9,3.2,3.4,2.2,3.2,2.8,2.2,3.2,2.88,2.2,3.2,2.87,2.1,3.2,3.0,2.0,1.71,2.0,1.8,1.95,1.85,-0.25,1.95,1.9,-0.25,2.0,1.9,-0.25
1,1,1,1,5.0,3.6,1.61,5.5,3.5,1.6,4.4,3.3,1.65,5.0,3.5,1.571,5.5,3.75,1.57,5.0,3.4,1.61,5.5,3.4,1.53,1.65,2.1,1.8,2.0,1.95,1.85,0.75,1.9,1.95,0.75,1.9,2.0,0.75
0,0,0,0,1.83,3.25,4.0,1.95,3.25,3.7,1.9,3.2,3.4,1.7269999999999999,3.4,4.0,1.91,3.25,4.0,1.83,3.3,3.75,1.8,3.3,3.75,1.85,1.85,1.9,1.9,1.95,1.85,-0.5,2.05,1.8,-0.5,2.1,1.8,-0.5
0,1,0,0,4.5,3.4,1.72,3.8,3.3,1.9,3.5,3.1,1.9,4.0,3.4,1.73,4.0,3.25,1.8,4.0,3.25,1.8,4.2,3.25,1.72,1.75,1.95,1.8,2.0,1.9,1.9,0.5,1.95,1.9,0.5,1.975,1.925,0.5
1,4,0,3,5.5,3.6,1.57,4.75,3.55,1.65,4.2,3.2,1.7,5.0,3.25,1.62,5.0,3.5,1.57,5.0,3.4,1.62,5.0,3.5,1.57,1.75,1.95,1.9,1.9,1.95,,,,,,,,
3,0,1,0,1.25,5.0,10.0,1.28,5.0,9.0,1.25,4.5,9.0,1.2,5.0,11.0,1.2,5.5,10.0,1.22,5.0,10.0,1.2,5.5,9.0,1.6,2.2,1.7,2.1,2.0,,,,,,,,
2,0,0,0,1.72,3.4,4.5,1.77,3.4,4.3,1.75,3.2,4.0,1.73,3.2,4.33,1.67,3.4,4.5,1.7,3.25,4.5,1.72,3.4,4.0,1.9,1.79,2.05,1.75,1.95,,,,,,,,
1,1,1,1,1.57,3.6,5.5,1.6,3.6,5.1,1.55,3.5,4.8,1.57,3.25,5.5,1.53,3.5,5.5,1.53,3.6,5.5,1.5,3.4,6.0,1.9,1.79,1.95,1.85,1.8,,,,,,,,
0,2,0,1,2.2,3.4,2.87,2.25,3.3,2.9,2.1,3.1,3.0,2.0,3.2,3.2,2.2,3.25,2.8,2.2,3.2,2.88,2.2,3.25,2.75,1.85,1.85,1.9,1.9,2.0,,,,,,,,
0,1,0,0,1.72,3.4,4.5,1.71,3.4,4.5,1.65,3.3,4.4,1.67,3.25,4.5,1.62,3.4,5.0,1.7,3.25,4.5,1.66,3.3,4.5,1.9,1.79,1.9,1.9,2.0,,,,,,,,
1,2,1,1,2.7,3.25,2.37,2.7,3.2,2.4,2.7,3.0,2.3,2.6,3.2,2.38,2.8,3.3,2.38,2.7,3.1,2.38,2.8,3.1,2.25,1.75,1.95,1.85,1.95,1.8,,,,,,,,
2,0,0,0,2.5,3.3,2.5,2.55,3.2,2.55,2.5,3.0,2.5,2.5,3.25,2.4,2.62,3.3,2.5,2.6,3.2,2.4,2.62,3.1,2.37,1.95,1.75,2.0,1.8,1.9,,,,,,,,
1,2,0,1,1.9,3.25,3.75,1.95,3.25,3.7,1.85,3.1,3.6,1.83,3.2,3.75,1.91,3.4,3.75,1.85,3.25,3.75,1.9,3.2,3.5,2.0,1.71,2.05,1.75,1.95,,,,,,,,
2,1,0,1,1.4,3.75,8.5,1.45,3.85,7.0,1.45,3.8,5.4,1.444,3.6,6.5,1.36,4.0,8.0,1.44,3.6,7.0,1.44,3.3,7.5,1.65,2.0,1.75,2.05,1.85,1.95,-1.25,1.85,2.0,-1.25,1.85,2.05,-1.25
0,2,0,1,2.0,3.25,3.4,2.05,3.2,3.45,2.1,3.0,3.1,2.1,3.0,3.2,2.0,3.25,3.25,2.0,3.1,3.4,2.2,3.0,3.0,2.0,1.71,2.15,1.66,1.85,1.95,-0.25,1.85,2.0,-0.25,1.85,2.05,-0.25
0,0,0,0,2.37,3.2,2.75,2.4,3.2,2.7,2.2,3.0,2.9,2.375,3.2,2.6,2.25,3.25,2.75,2.3,3.1,2.8,2.37,3.1,2.62,2.0,1.71,2.1,1.7,2.05,1.8,-0.25,2.0,1.85,-0.25,2.125,1.775,-0.25
3,1,1,0,2.25,3.25,2.87,2.3,3.2,2.9,2.2,3.0,2.9,2.1,3.2,3.0,2.1,3.2,3.0,2.2,3.2,2.87,2.1,3.2,3.0,2.0,1.71,1.85,1.95,2.0,1.8,-0.25,1.95,1.9,-0.25,2.0,1.9,-0.25
6,1,2,1,1.83,3.25,4.0,1.9,3.25,3.9,1.9,3.2,3.4,1.909,3.25,3.4,1.8,3.25,4.0,1.83,3.3,3.75,1.9,3.2,3.5,1.75,1.95,1.8,2.0,1.9,1.9,-0.5,1.95,1.9,-0.5,1.975,1.925,-0.5
1,1,0,0,2.6,3.2,2.5,2.7,3.15,2.45,2.6,3.0,2.4,2.6,3.2,2.375,2.88,3.25,2.38,2.7,3.1,2.37,2.6,3.1,2.4,1.85,1.85,2.1,1.7,1.8,2.0,0.25,2.1,1.75,0.0,2.075,1.825,0.0
5,0,3,0,1.61,3.6,5.0,1.62,3.5,5.25,1.6,3.4,4.6,1.5,3.4,6.0,1.57,3.5,6.5,1.57,3.4,5.5,1.57,3.5,5.0,1.71,2.0,1.75,2.05,1.8,2.0,-0.75,1.8,2.05,-0.75,1.825,2.075,-0.75
1,2,0,0,2.75,3.2,2.37,2.8,3.25,2.35,2.7,3.0,2.3,2.6,3.2,2.375,2.88,3.25,2.38,2.75,3.2,2.3,2.8,3.1,2.25,1.75,1.95,1.95,1.85,2.0,1.8,0.0,2.1,1.75,0.0,2.025,1.875,0.0
0,3,0,1,1.44,3.8,7.0,1.45,3.8,7.0,1.5,3.7,5.0,1.444,3.6,6.5,1.44,3.75,6.5,1.5,3.6,6.0,1.5,3.4,6.0,1.75,1.95,1.7,2.1,1.8,2.0,-1.0,1.85,2.0,-1.0,1.875,2.025,-1.0
2,1,2,0,2.25,3.25,2.87,2.3,3.2,2.9,2.2,3.0,2.9,2.2,3.25,2.75,2.38,3.25,2.88,2.25,3.2,2.8,2.2,3.1,2.87,1.85,1.85,1.95,1.85,1.95,1.85,-0.25,1.9,1.95,-0.25,2.05,1.85,-0.25
0,3,0,1,4.5,3.4,1.72,4.45,3.35,1.77,3.6,3.1,1.85,4.33,3.2,1.73,4.33,3.25,1.73,4.33,3.25,1.73,4.2,3.25,1.72,1.79,1.9,1.95,1.85,2.05,1.77,0.5,1.8,2.05,0.75,2.025,1.875,0.5
2,0,2,0,1.66,3.4,5.0,1.7,3.3,5.0,1.7,3.2,4.2,1.73,3.2,4.33,1.67,3.4,4.5,1.67,3.25,4.75,1.72,3.2,4.33,1.95,1.75,1.9,1.9,1.85,1.95,-0.75,1.85,2.0,-0.75,1.9,2.0,-0.75
0,2,0,2,2.2,3.2,3.0,2.25,3.2,3.0,2.1,3.1,3.0,2.0,3.4,3.0,2.25,3.25,2.75,2.25,3.2,2.8,2.1,3.3,2.87,1.95,1.75,1.9,1.9,1.95,1.85,-0.25,2.0,1.85,-0.25,2.025,1.875,-0.25
1,1,1,0,2.7,3.25,2.37,2.65,3.2,2.5,2.5,3.0,2.5,2.5,3.25,2.4,2.62,3.2,2.38,2.5,3.2,2.5,2.5,3.1,2.5,1.95,1.75,1.95,1.85,1.9,1.9,0.0,1.95,1.9,0.0,2.0,1.9,0.0
2,1,2,0,1.25,5.0,10.0,1.28,4.75,10.0,1.25,4.5,9.0,1.22,5.0,10.0,1.25,5.5,10.0,1.25,5.0,9.0,1.22,5.0,9.5,1.55,2.25,1.7,2.1,1.8,2.0,-1.5,1.8,2.05,-1.5,1.8,2.1,-1.5
0,0,0,0,2.8,3.25,2.3,2.85,3.25,2.33,2.8,3.1,2.2,2.6,3.2,2.38,2.75,3.25,2.25,2.8,3.2,2.25,2.75,3.2,2.25,1.9,1.79,2.05,1.75,1.8,2.0,0.25,1.85,2.0,0.25,1.8,2.1,0.25
3,0,0,0,1.8,3.4,4.0,1.85,3.35,4.0,1.75,3.2,4.0,1.73,3.2,4.33,1.8,3.25,4.0,1.75,3.25,4.2,1.8,3.3,3.75,1.71,2.0,1.8,2.0,1.85,1.95,-0.5,1.8,2.05,-0.5,1.875,2.025,-0.5
0,1,0,0,4.5,3.4,1.72,4.5,3.4,1.75,4.2,3.2,1.7,4.33,3.4,1.67,5.0,3.4,1.62,4.33,3.25,1.73,4.5,3.3,1.66,1.75,1.95,1.85,1.95,1.9,1.9,0.75,1.95,1.9,0.75,1.925,1.975,0.75
2,1,0,0,1.9,3.25,3.75,2.0,3.2,3.6,1.9,3.1,3.5,2.1,3.2,3.0,2.0,3.2,3.75,2.0,3.1,3.4,2.0,3.1,3.3,1.95,1.75,2.05,1.75,2.0,1.8,-0.5,1.8,2.05,-0.25,2.1,1.8,-0.5
2,0,2,0,1.83,3.25,4.0,1.95,3.25,3.7,1.75,3.2,4.0,1.8,3.25,3.75,1.91,3.25,4.0,1.91,3.2,3.6,1.83,3.3,3.6,1.85,1.85,1.85,1.95,1.95,1.85,-0.5,1.95,1.9,-0.5,1.95,1.95,-0.5
1,0,1,0,2.25,3.25,2.87,2.27,3.2,2.9,2.2,3.0,2.9,2.25,3.0,2.88,2.2,3.2,2.88,2.2,3.2,2.88,2.25,3.0,2.87,1.95,1.75,2.15,1.66,1.95,1.85,-0.25,1.95,1.9,-0.25,2.025,1.875,-0.25
1,0,0,0,2.1,3.25,3.2,2.18,3.25,3.05,2.2,3.0,2.9,2.1,3.2,3.0,2.2,3.2,2.88,2.2,3.2,2.88,2.2,3.2,2.8,1.85,1.85,2.05,1.75,1.9,1.9,-0.25,1.9,1.95,-0.25,1.85,2.05,-0.25
2,0,1,0,2.25,3.25,2.87,2.3,3.2,2.85,2.2,3.0,2.9,2.2,3.2,2.8,2.2,3.25,2.8,2.25,3.2,2.8,2.25,3.1,2.8,2.0,1.71,2.15,1.66,2.0,1.8,-0.25,2.05,1.8,-0.25,2.025,1.875,-0.25
0,1,0,1,1.61,3.4,5.5,1.65,3.5,4.85,1.65,3.3,4.4,1.53,3.5,5.5,1.57,3.4,5.5,1.62,3.4,5.0,1.61,3.5,4.5,1.71,2.0,1.8,2.0,1.9,1.9,-0.75,1.8,2.05,-0.75,1.875,2.025,-0.75
0,2,0,1,1.8,3.4,4.0,1.85,3.3,3.95,1.75,3.3,3.8,1.73,3.4,4.0,1.8,3.25,4.0,1.8,3.25,4.0,1.8,3.1,4.0,1.85,1.85,1.9,1.9,1.85,1.95,-0.5,1.9,1.95,-0.5,1.925,1.975,-0.5
1,1,1,1,3.75,3.25,1.9,3.7,3.25,1.92,3.6,3.3,1.8,3.0,3.2,2.1,4.33,3.4,1.8,3.75,3.25,1.85,3.5,3.2,1.9,1.85,1.85,1.85,1.95,1.9,1.9,0.5,2.0,1.85,0.5,2.0,1.9,0.5
0,0,0,0,1.33,4.33,8.5,1.35,4.15,8.7,1.4,3.9,6.0,1.29,4.33,9.0,1.33,4.5,9.0,1.33,4.0,8.5,1.28,4.5,8.0,1.55,2.25,1.7,2.1,2.0,1.8,-1.5,1.9,1.95,-1.25,1.85,2.05,-1.25
1,0,1,0,2.37,3.25,2.7,2.4,3.15,2.75,2.2,3.0,2.9,2.25,3.2,2.75,2.38,3.3,2.8,2.38,3.0,2.75,2.4,2.9,2.75,1.75,1.95,1.95,1.85,1.8,2.0,0.0,1.85,2.0,0.0,1.8,2.1,0.0
3,1,1,1,1.57,3.6,5.5,1.58,3.5,5.7,1.55,3.5,4.8,1.57,3.25,5.5,1.62,3.4,5.0,1.57,3.4,5.5,1.53,3.4,5.5,,,1.9,1.9,1.9,1.9,-1.0,1.9,1.95,-1.0,2.05,1.85,-1.0
0,1,0,1,1.9,3.25,3.75,2.0,3.25,3.45,2.0,3.1,3.2,1.91,3.25,3.4,1.91,3.25,3.5,1.91,3.25,3.5,1.9,3.25,3.4,2.0,1.71,1.95,1.85,2.0,1.8,-0.5,2.0,1.85,-0.5,2.1,1.8,-0.5
0,4,0,0,2.2,3.2,3.0,2.2,3.2,3.0,2.0,3.2,3.1,2.0,3.2,3.2,2.1,3.25,3.0,2.1,3.25,3.0,2.1,3.2,3.0,2.0,1.71,2.1,1.7,1.9,1.9,-0.25,1.95,1.9,-0.25,2.0,1.9,-0.25
2,1,0,0,1.8,3.2,4.33,1.9,3.25,3.8,1.8,3.1,3.8,1.7269999999999999,3.2,4.333,1.83,3.25,3.75,1.85,3.25,3.75,1.83,3.3,3.6,1.9,1.85,1.9,1.9,1.95,1.85,-0.5,2.0,1.85,-0.5,1.975,1.925,-0.5
1,1,1,0,6.5,3.6,1.5,5.5,3.6,1.55,4.6,3.4,1.6,5.5,3.5,1.5330000000000001,6.0,3.5,1.5,5.5,3.6,1.53,5.5,3.6,1.5,1.95,1.8,1.95,1.85,2.0,1.8,0.75,1.85,2.0,1.0,2.1,1.8,0.75
1,1,0,0,6.5,3.4,1.53,6.25,3.5,1.55,4.6,3.4,1.6,6.0,3.4,1.5,6.5,3.75,1.44,5.5,3.6,1.53,5.5,3.6,1.5,1.85,1.85,1.7,2.1,1.85,1.95,1.0,1.95,1.9,1.0,1.875,2.025,1.0
4,0,2,0,1.28,4.5,10.0,1.27,5.0,10.0,1.27,4.3,8.5,1.25,4.5,10.0,1.25,4.5,11.0,1.25,4.5,11.0,1.2,5.0,11.0,1.65,2.05,1.8,2.0,1.9,1.9,-1.5,1.9,1.95,-1.5,2.0,1.9,-1.5
0,0,0,0,1.72,3.4,4.5,1.75,3.35,4.5,1.7,3.2,4.2,1.6669999999999998,3.25,4.5,1.67,3.4,4.5,1.72,3.25,4.33,1.72,3.2,4.33,2.0,1.71,2.1,1.7,1.95,1.85,-0.75,1.9,1.95,-0.75,2.05,1.85,-0.75
1,1,0,1,2.25,3.4,2.75,2.25,3.2,2.9,2.2,3.1,2.8,2.2,3.2,2.8,2.38,3.25,2.88,2.25,3.2,2.8,2.25,3.2,2.75,1.87,1.85,2.0,1.8,1.8,2.0,0.0,1.8,2.05,0.0,1.775,2.125,0.0
5,2,1,1,1.66,3.4,5.0,1.62,3.4,5.5,1.6,3.4,4.6,1.615,3.25,5.0,1.53,3.5,5.5,1.57,3.4,5.5,1.57,3.5,5.0,1.9,1.79,2.0,1.8,1.83,1.97,-0.75,1.8,2.05,-0.75,1.825,2.075,-0.75
0,0,0,0,2.3,3.4,2.7,2.32,3.15,2.82,2.2,3.1,2.8,2.1,3.2,3.0,2.25,3.4,2.9,2.25,3.2,2.8,2.25,3.2,2.75,1.79,1.9,2.0,1.8,1.95,1.85,-0.25,1.9,1.95,-0.25,2.025,1.875,-0.25
3,2,2,0,2.25,3.25,2.87,2.2,3.1,3.05,2.2,3.1,2.8,2.2,3.2,2.8,2.25,3.3,3.0,2.2,3.2,2.87,2.2,3.2,2.8,2.0,1.71,2.05,1.75,1.9,1.9,-0.25,1.95,1.9,-0.25,2.025,1.875,-0.25
1,2,1,1,1.286,4.5,10.0,1.3,4.5,10.0,1.3,4.2,8.0,1.286,4.333,9.0,1.25,4.75,9.5,1.3,4.33,8.5,1.25,4.5,10.0,1.71,2.0,1.75,2.05,1.95,1.85,-1.5,2.0,1.85,-1.5,1.85,2.05,-1.25
0,2,0,1,2.25,3.25,2.875,2.3,3.2,2.85,2.2,3.0,2.9,2.2,3.2,2.8,2.25,3.25,2.75,2.25,3.2,2.8,2.3,3.1,2.75,1.9,1.79,2.15,1.66,2.01,1.8,-0.25,1.95,1.9,-0.25,2.05,1.85,-0.25
1,2,0,1,1.571,3.4,6.0,1.55,3.5,6.0,1.55,3.5,4.8,1.571,3.25,5.5,1.53,3.4,6.0,1.53,3.4,6.0,1.53,3.25,6.0,1.85,1.85,1.95,1.85,1.8,2.0,-0.75,1.85,2.0,-0.75,1.8,2.1,-0.75
3,1,2,0,1.4,3.75,8.5,1.4,3.8,8.4,1.4,3.9,6.0,1.364,3.75,8.0,1.36,4.33,8.5,1.36,4.0,7.5,1.36,3.75,8.0,1.79,1.9,1.8,2.0,1.9,1.9,-1.25,1.85,2.0,-1.25,1.95,1.95,-1.25
0,0,0,0,2.1,3.25,3.2,2.1,3.2,3.3,2.1,3.0,3.1,2.1,3.2,3.0,2.1,3.25,3.0,2.1,3.2,3.1,2.0,3.2,3.2,2.0,1.71,2.1,1.7,1.85,1.95,-0.25,2.05,1.8,-0.5,1.85,2.05,-0.25
4,0,1,0,1.615,3.4,5.5,1.65,3.4,5.25,1.65,3.3,4.4,1.615,3.5,4.5,1.57,3.5,5.0,1.61,3.4,5.0,1.57,3.5,5.0,1.9,1.79,1.85,1.95,1.9,1.9,-0.75,1.85,2.0,-0.75,1.9,2.0,-0.75
1,2,1,2,2.2,3.2,3.0,2.2,3.2,3.0,2.1,3.1,3.0,2.2,3.2,2.8,2.2,3.2,2.88,2.2,3.2,2.87,2.1,3.2,3.0,1.9,1.79,2.0,1.8,1.95,1.85,-0.25,2.0,1.85,-0.25,2.05,1.85,-0.25
1,0,1,0,1.364,4.333,7.5,1.35,4.2,8.35,1.4,3.9,6.0,1.3330000000000002,4.0,8.0,1.36,4.33,8.5,1.33,4.33,7.5,1.3,4.2,8.5,1.75,1.95,1.75,2.05,1.95,1.85,-1.25,2.0,1.85,-1.25,2.1,1.8,-1.25
3,2,2,1,1.7269999999999999,3.4,4.5,1.75,3.3,4.6,1.8,3.1,3.8,1.7269999999999999,3.2,4.333,1.67,3.4,4.5,1.66,3.4,4.5,1.72,3.25,4.2,1.95,1.75,2.05,1.75,1.85,1.95,-0.75,1.85,2.0,-0.75,1.9,2.0,-0.75
3,2,1,0,2.5,3.2,2.6,2.26,3.25,2.85,2.4,3.1,2.5,2.5,3.2,2.5,2.38,3.3,2.8,2.37,3.2,2.62,2.5,3.1,2.5,1.95,1.75,1.95,1.85,2.0,1.8,-0.25,2.0,1.85,-0.25,2.1,1.8,-0.25
0,2,0,0,1.909,3.3,4.0,1.87,3.25,3.9,1.75,3.2,4.0,1.8,3.2,4.0,1.83,3.25,3.75,1.9,3.2,3.6,1.72,3.25,4.2,1.85,1.85,2.05,1.75,1.9,1.95,-0.5,1.9,1.95,-0.5,1.95,1.95,-0.5
1,1,0,0,5.0,3.6,1.6669999999999998,4.5,3.5,1.7,4.2,3.2,1.7,4.333,3.4,1.6669999999999998,5.0,3.4,1.62,4.5,3.4,1.66,5.0,3.5,1.57,1.79,1.9,1.85,1.95,1.95,1.9,0.75,2.0,1.85,0.75,1.975,1.925,0.75
0,0,0,0,2.875,3.3,2.375,2.7,3.25,2.4,2.6,3.0,2.4,2.4,3.25,2.5,2.62,3.2,2.38,2.6,3.2,2.4,2.75,3.2,2.25,1.79,1.9,1.9,1.9,2.1,1.75,0.0,1.85,2.0,0.25,2.05,1.85,0.0
3,2,1,1,1.8,3.4,4.0,1.75,3.35,4.35,1.75,3.1,4.2,1.7269999999999999,3.2,4.333,1.73,3.25,4.33,1.72,3.25,4.33,1.8,3.1,4.0,1.85,1.85,2.05,1.75,2.05,1.8,-0.75,2.0,1.85,-0.75,2.1,1.8,-0.75
0,1,0,0,4.5,3.4,1.8,4.3,3.3,1.78,3.6,3.1,1.85,3.75,3.25,1.8,4.33,3.25,1.73,4.33,3.25,1.72,4.5,3.3,1.66,1.71,2.0,1.95,1.85,2.05,1.8,0.5,2.05,1.8,0.5,2.05,1.85,0.5
3,0,1,0,1.7269999999999999,3.4,5.0,1.75,3.35,4.35,1.75,3.1,4.2,1.6669999999999998,3.25,4.5,1.73,3.4,4.75,1.8,3.25,4.0,1.72,3.2,4.33,2.0,1.71,2.1,1.7,2.0,1.85,-0.75,2.0,1.85,-0.75,2.075,1.825,-0.75
1,2,0,2,5.5,3.6,1.615,4.65,3.4,1.7,4.4,3.3,1.65,4.5,3.5,1.615,5.5,3.6,1.62,4.5,3.4,1.66,5.0,3.3,1.61,1.63,2.1,1.8,2.0,2.0,1.85,0.75,2.0,1.85,0.75,2.025,1.875,0.75
1,1,0,1,1.909,3.3,4.0,1.9,3.3,3.75,2.0,3.1,3.2,2.0,3.4,3.0,1.91,3.4,3.75,2.0,3.25,3.25,1.9,3.4,3.25,1.75,1.95,1.9,1.9,2.0,1.85,-0.5,2.05,1.8,-0.5,2.075,1.825,-0.5
3,0,2,0,1.167,6.5,15.0,1.15,6.0,16.0,1.2,5.0,10.0,1.167,5.5,12.0,1.14,6.0,15.0,1.14,6.0,15.0,1.12,6.0,15.0,1.55,2.36,1.61,2.25,1.75,2.1,-1.75,1.75,2.1,-1.75,1.775,2.125,-1.75
2,1,0,1,2.25,3.25,3.1,2.2,3.3,2.95,2.2,3.0,2.9,2.1,3.2,3.0,2.1,3.25,3.0,2.1,3.25,3.0,2.1,3.3,2.87,1.93,1.79,2.1,1.7,2.0,1.85,-0.25,2.0,1.85,-0.25,2.1,1.8,-0.25
2,2,1,1,2.25,3.25,3.1,2.25,3.2,3.0,2.1,3.1,3.0,2.1,3.2,3.0,2.2,3.2,2.88,2.2,3.2,2.87,2.1,3.1,3.1,2.01,1.71,2.05,1.75,1.85,2.0,-0.25,1.85,2.0,-0.25,1.85,2.05,-0.25
4,2,2,1,5.5,3.4,1.6669999999999998,4.95,3.4,1.67,4.0,3.2,1.75,4.5,3.25,1.6669999999999998,5.0,3.6,1.67,5.0,3.4,1.61,5.0,3.3,1.61,1.84,1.87,2.0,1.8,1.85,2.0,0.75,1.9,1.95,0.75,1.85,2.05,0.75
2,0,1,0,2.2,3.25,3.2,2.2,3.2,3.1,2.0,3.1,3.2,2.1,3.2,3.0,2.1,3.25,3.0,2.0,3.25,3.25,2.1,3.1,3.1,1.96,1.75,2.05,1.75,1.95,1.9,-0.25,1.9,1.95,-0.25,2.0,1.9,-0.25
0,0,0,0,2.3,3.25,3.0,2.25,3.25,2.9,2.1,3.0,3.1,2.2,3.25,2.75,2.2,3.2,2.88,2.2,3.2,2.87,2.25,3.2,2.75,1.88,1.85,2.0,1.8,2.0,1.85,-0.25,1.9,1.95,-0.25,2.05,1.85,-0.25
1,1,0,0,3.25,3.4,2.1,3.4,3.3,2.0,3.2,3.1,2.0,3.2,3.2,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2,2.0,1.87,1.85,1.9,1.9,1.8,2.05,0.5,1.75,2.1,0.5,2.075,1.825,0.25
3,1,1,0,1.6669999999999998,3.6,5.0,1.65,3.45,5.2,1.6,3.4,4.6,1.6669999999999998,3.25,4.5,1.67,3.4,4.5,1.61,3.4,5.0,1.61,3.3,5.0,1.82,1.95,1.9,1.9,1.95,1.9,-0.75,1.95,1.9,-0.75,2.0,1.9,-0.75
3,2,2,1,1.25,5.5,10.0,1.25,5.25,10.0,1.22,4.8,9.5,1.222,5.0,10.0,1.25,5.5,10.0,1.22,5.0,10.0,1.2,5.0,11.0,1.61,2.25,1.75,2.05,1.85,2.0,-1.5,1.85,2.0,-1.5,1.85,2.05,-1.5
2,0,0,0,2.5,3.25,2.7,2.45,3.25,2.65,2.4,3.0,2.6,2.4,3.25,2.5,2.5,3.2,2.5,2.4,3.2,2.6,2.37,3.1,2.62,1.87,1.85,2.0,1.8,1.85,2.0,0.0,1.85,2.0,0.0,1.95,1.95,0.0
3,0,1,0,2.2,3.25,3.2,2.2,3.2,3.05,2.1,3.0,3.1,2.0,3.2,3.2,2.2,3.25,2.88,2.2,3.1,3.0,2.2,3.1,2.87,1.91,1.79,2.0,1.8,1.95,1.9,-0.25,1.95,1.9,-0.25,2.05,1.85,-0.25
