FTHG,FTAG,HTHG,HTAG,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,SYH,SYD,SYA,WHH,WHD,WHA
3,1,1,1,2.25,3.2,2.8,2.3,3.0,2.7,2.1,3.4,2.8,2.2,3.2,2.8,,,,2.2,3.2,2.8
2,3,1,2,1.47,3.6,6.3,1.55,3.5,4.8,1.5,3.6,5.5,1.5,3.4,6.0,1.444,3.6,6.5,1.5,3.4,6.0
2,0,0,0,1.31,4.3,8.25,1.3,4.2,8.0,1.36,4.0,7.0,1.364,4.0,7.0,,,,1.3,4.33,8.0
2,2,1,1,1.53,3.55,5.6,1.55,3.5,4.8,1.57,3.5,5.0,1.5,3.5,5.75,1.5,3.4,6.0,1.44,3.75,6.0
0,1,0,0,1.73,3.4,4.2,1.8,3.1,3.8,1.61,3.5,4.5,1.6669999999999998,3.4,4.333,1.6669999999999998,3.4,4.333,1.66,3.4,4.33
2,1,2,0,5.8,3.55,1.5,5.0,3.7,1.5,5.5,3.25,1.57,6.5,3.3,1.5,,,,6.0,3.4,1.5
1,1,0,0,1.85,3.25,3.72,1.75,3.2,4.0,1.8,3.25,3.75,1.909,3.2,3.5,1.8330000000000002,3.2,3.75,1.8,3.1,4.0
4,0,2,0,2.0,3.15,3.4,2.0,3.1,3.2,2.0,3.2,3.2,1.95,3.2,3.4,2.0,3.2,3.2,1.9,3.25,3.4
2,0,2,0,1.78,3.3,3.95,1.9,3.1,3.5,1.8,3.25,3.75,1.75,3.3,4.0,1.8,3.25,3.75,1.8,3.3,3.75
5,0,3,0,1.38,3.8,7.75,1.45,3.8,5.4,1.36,4.0,7.0,1.364,3.75,8.0,1.364,4.0,7.0,1.4,3.6,7.5
4,0,2,0,1.32,4.25,8.0,1.3,4.2,8.0,1.33,4.0,8.0,1.3,4.0,10.0,1.3330000000000002,4.0,8.0,1.33,4.0,8.0
1,0,0,0,2.1,3.15,3.1,2.2,3.0,2.9,2.2,3.25,2.75,2.2,3.1,2.9,2.1,3.25,2.9,2.1,3.2,3.0
2,1,2,0,1.55,3.5,5.35,1.5,3.7,5.0,1.57,3.5,5.0,1.571,3.3,5.5,1.615,3.5,4.5,1.61,3.25,5.0
4,0,1,0,1.55,3.55,5.2,1.6,3.4,3.6,1.61,3.5,4.5,1.5330000000000001,3.4,5.5,1.571,3.5,5.0,1.57,3.5,5.0
2,1,1,0,2.45,3.2,2.52,2.7,3.0,2.3,2.4,3.25,2.5,2.5,3.1,2.5,2.5,3.1,2.5,2.3,3.1,2.75
1,1,0,1,1.9,3.2,3.65,2.0,3.1,3.2,1.91,3.25,3.4,1.95,3.1,3.5,1.8,3.25,3.75,1.9,3.0,3.75
0,2,0,2,3.62,3.3,1.86,3.5,3.1,1.9,3.4,3.25,1.91,3.5,3.25,1.909,3.2,3.2,2.0,3.5,3.2,1.9
2,1,1,0,1.44,3.75,6.4,1.4,3.9,6.0,1.44,3.6,6.5,1.444,3.5,7.0,1.444,3.6,6.5,1.5,3.6,5.5
2,1,2,1,2.26,3.15,2.8,2.3,2.9,2.8,2.2,3.25,2.75,2.3,3.1,2.75,2.3,3.1,2.7,2.3,3.25,2.62
0,3,0,1,2.12,3.2,3.0,2.2,3.0,2.9,2.0,3.4,3.0,2.15,3.1,3.0,2.1,3.2,3.0,2.1,3.2,3.0
2,2,1,1,4.3,3.5,1.68,4.4,3.3,1.65,4.33,3.2,1.73,4.333,3.4,1.6669999999999998,4.0,3.4,1.7269999999999999,4.5,3.3,1.66
2,1,1,0,1.9,3.2,3.6,1.85,3.1,3.6,1.8,3.25,3.75,1.85,3.2,3.75,1.8330000000000002,3.2,3.75,1.9,3.2,3.5
3,0,2,0,2.15,3.2,2.95,2.2,3.0,2.9,2.1,3.2,3.0,2.1,3.2,3.0,2.2,3.1,2.875,2.1,3.2,3.0
0,0,0,0,3.3,3.2,2.0,3.2,3.1,2.0,3.4,3.25,1.91,3.25,3.2,2.0,3.2,3.2,2.0,3.2,3.2,2.0
6,0,3,0,1.25,5.0,8.75,1.25,4.5,9.0,1.25,4.5,10.0,1.25,4.6,10.0,1.222,5.0,9.0,1.22,5.0,9.5
1,1,1,0,2.27,3.2,2.75,2.3,3.0,2.7,2.37,3.2,2.6,2.25,3.2,2.75,2.3,3.1,2.7,2.2,3.2,2.8
5,1,3,1,2.15,3.1,3.1,2.0,3.1,3.2,2.1,3.2,3.0,2.1,3.1,3.1,2.2,3.2,2.8,2.0,3.2,3.2
2,0,1,0,1.7,3.3,4.5,1.75,3.2,4.0,1.67,3.4,4.33,1.6669999999999998,3.4,4.5,1.7269999999999999,3.2,4.333,1.66,3.3,4.5
3,0,3,0,1.37,4.0,7.3,1.4,3.9,6.0,1.36,4.0,7.0,1.3330000000000002,4.0,8.5,1.364,4.0,7.0,1.33,4.0,8.0
1,1,1,1,2.3,3.1,2.8,2.3,2.9,2.8,2.2,3.2,2.8,2.25,3.1,2.875,2.25,3.2,2.7,2.2,3.1,2.87
1,3,0,0,2.0,3.1,3.4,1.9,3.1,3.5,1.91,3.25,3.4,1.95,3.2,3.4,1.909,3.25,3.4,1.9,3.25,3.4
4,0,1,0,2.1,3.15,3.15,2.0,2.9,3.4,2.2,3.2,2.8,2.2,3.0,3.0,2.2,3.0,3.0,2.2,2.87,3.1
0,1,0,0,1.75,3.2,4.3,1.85,3.1,3.6,1.67,3.4,4.33,1.6669999999999998,3.25,4.8,1.7269999999999999,3.4,4.0,1.66,3.3,4.5
2,0,1,0,3.2,3.1,2.08,3.5,3.1,1.9,3.2,3.2,2.0,3.4,3.1,2.0,3.5,3.2,1.909,3.3,3.1,2.0
1,1,0,1,3.67,3.3,1.85,3.6,3.2,1.8,3.75,3.25,1.8,3.75,3.25,1.8330000000000002,3.75,3.2,1.8330000000000002,3.75,3.3,1.8
2,2,1,0,3.8,3.3,1.82,3.5,3.1,1.9,3.5,3.2,1.91,3.6,3.2,1.909,3.6,3.3,1.8330000000000002,4.0,3.0,1.83
3,1,2,1,1.65,3.45,4.6,1.65,3.3,4.4,1.61,3.5,4.5,1.6669999999999998,3.4,4.5,1.6669999999999998,3.25,4.5,1.72,3.25,4.2
1,0,1,0,2.35,3.05,2.75,2.4,2.9,2.7,2.4,3.25,2.5,2.4,3.1,2.625,2.3,3.1,2.7,2.25,3.2,2.75
2,0,1,0,1.66,3.35,4.7,1.65,3.3,4.4,1.73,3.4,4.0,1.6669999999999998,3.4,4.5,1.615,3.5,4.5,1.66,3.3,4.5
0,2,0,2,3.0,3.15,2.15,3.1,3.0,2.1,2.75,3.25,2.2,3.25,3.25,2.0,3.0,3.2,2.1,3.1,3.1,2.1
1,1,0,1,1.25,5.0,9.0,1.2,5.0,10.0,1.28,4.5,8.0,1.286,4.5,8.5,1.25,4.5,10.0,1.25,4.5,10.0
3,2,0,0,1.56,3.5,5.25,1.6,3.4,4.6,1.57,3.5,5.0,1.5330000000000001,3.5,5.5,1.5330000000000001,3.4,5.5,1.44,3.75,6.0
2,1,0,0,1.5,3.7,5.65,1.6,3.4,4.6,1.44,3.6,6.5,1.5330000000000001,3.4,6.0,1.5330000000000001,3.4,5.5,1.57,3.3,5.5
3,1,1,0,1.45,3.85,6.0,1.5,3.5,5.4,1.4,3.75,7.0,1.4,3.75,7.5,1.444,3.6,6.5,1.4,3.6,7.5
2,1,1,0,2.57,3.15,2.45,2.3,3.1,2.6,2.5,3.25,2.4,2.625,3.2,2.375,2.6,3.1,2.375,2.75,3.2,2.25
2,0,1,0,1.22,5.0,10.5,1.25,4.5,9.0,1.3,4.33,8.0,1.286,4.333,9.0,1.286,4.333,8.5,1.3,4.33,8.0
0,4,0,3,2.3,3.1,2.8,2.2,3.0,2.9,2.37,3.2,2.6,2.3,3.2,2.7,2.25,3.2,2.75,2.3,3.25,2.62
1,0,0,0,2.2,3.1,2.95,2.2,3.0,2.9,2.1,3.2,3.0,2.1,3.2,3.1,2.1,3.1,3.1,2.25,3.1,2.8
5,1,3,1,1.54,3.6,5.3,1.5,3.7,5.0,1.5,3.4,6.0,1.5330000000000001,3.5,5.5,1.571,3.5,5.0,1.57,3.5,5.0
6,0,2,0,1.63,3.35,5.0,1.7,3.2,4.2,1.67,3.4,4.33,1.6669999999999998,3.3,4.75,1.615,3.5,4.5,1.61,3.3,5.0
2,1,0,0,1.56,3.55,5.25,1.55,3.5,4.8,1.61,3.25,5.0,1.5330000000000001,3.4,6.0,1.5330000000000001,3.4,5.5,1.53,3.4,5.5
4,0,3,0,1.7,3.35,4.4,1.8,3.1,3.8,1.8,3.25,3.75,1.75,3.25,4.2,1.8,3.25,3.75,1.83,3.2,3.75
4,2,0,2,2.55,3.2,2.45,2.4,3.1,2.4,2.4,3.25,2.5,2.4,3.2,2.6,2.5,3.1,2.5,2.5,3.1,2.5
1,1,0,1,1.85,3.25,3.75,1.8,3.1,3.8,1.8,3.25,3.75,1.8,3.25,4.0,1.8,3.25,3.75,1.83,3.2,3.75
0,0,0,0,2.7,3.1,2.35,2.4,3.1,2.4,2.6,3.2,2.37,2.7,3.2,2.3,2.6,3.1,2.375,2.5,3.1,2.5
1,0,1,0,1.85,3.2,3.8,1.85,3.1,3.6,1.8,3.25,3.75,1.8,3.2,4.0,1.8,3.25,3.75,1.9,3.2,3.5
0,2,0,2,2.9,3.1,2.25,2.4,3.1,2.4,2.75,3.2,2.25,2.8,3.2,2.25,2.875,3.1,2.2,2.8,3.1,2.25
0,3,0,0,2.25,3.15,2.85,2.1,3.0,3.1,2.2,3.2,2.8,2.25,3.2,2.8,2.25,3.2,2.7,2.2,3.2,2.8
1,5,1,1,3.8,3.25,1.84,3.3,3.0,2.0,3.4,3.25,1.91,3.75,3.25,1.85,3.75,3.2,1.8330000000000002,3.75,3.2,1.83
1,2,0,1,2.6,3.15,2.45,2.5,3.0,2.5,2.5,3.25,2.4,2.6,3.2,2.4,2.5,3.1,2.5,2.37,3.1,2.62
3,0,0,0,1.17,5.8,11.1,1.2,5.0,10.0,1.2,5.0,11.0,1.2,5.0,12.0,1.167,5.5,12.0,1.2,5.0,11.0
0,1,0,0,2.15,3.15,3.0,2.1,2.9,3.2,2.0,3.2,3.2,2.1,3.1,3.2,2.25,3.2,2.7,2.2,3.1,2.9
1,1,0,0,2.25,3.0,3.0,2.1,3.0,3.1,2.2,3.2,2.8,2.3,3.2,2.7,2.25,3.1,2.8,2.1,3.1,3.1
2,0,2,0,1.35,4.0,7.7,1.35,4.0,7.0,1.33,4.0,8.0,1.3330000000000002,4.0,8.0,1.364,4.0,7.0,1.33,4.0,8.0
4,0,1,0,1.4,3.85,7.2,1.45,3.8,5.4,1.36,4.0,7.0,1.35,4.1,7.5,1.4,3.75,7.0,1.4,3.75,7.0
3,0,1,0,1.75,3.25,4.25,1.8,3.1,3.8,1.73,3.4,4.0,1.75,3.25,4.2,1.7269999999999999,3.2,4.333,1.72,3.2,4.33
1,2,0,0,2.35,3.15,2.7,2.4,3.1,2.4,2.37,3.2,2.6,2.3,3.2,2.7,2.375,3.1,2.6,2.3,3.1,2.75
3,0,2,0,1.25,4.8,9.0,1.25,4.5,9.0,1.25,4.5,10.0,1.25,4.75,9.5,1.25,4.5,10.0,1.28,4.5,8.0
2,0,0,0,2.2,3.05,3.0,2.2,3.0,2.9,2.25,3.4,2.62,2.3,3.2,2.7,2.1,3.2,3.0,2.2,3.1,2.9
2,0,1,0,1.75,3.3,4.15,1.8,3.1,3.8,1.73,3.4,4.0,1.6669999999999998,3.3,4.5,1.7269999999999999,3.2,4.333,1.83,3.3,3.6
0,0,0,0,3.45,3.2,1.95,3.3,3.0,2.0,4.0,3.2,1.8,3.75,3.2,1.85,3.2,3.2,2.0,3.5,3.2,1.9
2,4,1,2,2.65,3.2,2.35,2.7,3.0,2.3,2.6,3.2,2.37,2.625,3.1,2.375,2.6,3.1,2.375,2.62,3.2,2.3
3,1,1,1,2.65,3.1,2.4,2.4,3.1,2.4,2.6,3.2,2.37,2.875,3.0,2.25,2.8,3.1,2.25,2.62,3.1,2.37
4,2,1,1,1.6,3.4,5.1,1.6,3.4,4.6,1.57,3.5,5.0,1.5330000000000001,3.5,5.5,1.571,3.5,5.0,1.53,3.4,5.5
3,0,1,0,2.1,3.1,3.15,2.1,3.0,3.1,2.1,3.25,2.87,2.2,3.1,2.875,2.1,3.1,3.1,2.2,3.1,2.87
3,2,2,0,3.3,3.2,2.0,3.2,3.1,2.0,3.2,3.2,2.0,3.4,3.1,1.95,3.0,3.2,2.1,3.2,3.2,2.0
1,1,0,1,4.65,3.45,1.65,4.4,3.3,1.65,4.5,3.5,1.61,4.75,3.5,1.6,4.0,3.4,1.7269999999999999,4.2,3.25,1.72
4,3,1,2,1.6,3.4,5.1,1.7,3.2,4.2,1.61,3.5,4.5,1.615,3.4,4.75,1.571,3.5,5.0,1.61,3.3,5.0
2,2,1,1,1.35,4.1,7.55,1.4,3.9,6.0,1.36,4.0,7.0,1.364,4.0,7.5,1.364,4.0,7.0,1.33,4.0,8.0
3,3,2,1,1.92,3.15,3.6,1.85,3.1,3.6,1.91,3.2,3.5,1.909,3.1,3.6,2.0,3.0,3.4,1.83,3.2,3.75
1,0,1,0,1.86,3.15,3.85,1.9,2.9,3.8,1.83,3.0,4.0,1.85,3.25,3.75,1.909,3.0,3.75,1.83,3.0,4.0
2,0,2,0,1.17,5.85,11.0,1.25,4.5,9.0,1.2,5.0,11.0,1.2,5.5,10.0,1.2,5.0,11.0,1.25,4.5,10.0
2,0,2,0,1.37,3.9,7.6,1.4,3.9,6.0,1.44,3.6,6.5,1.364,3.8,8.0,1.4,3.75,7.0,1.4,3.75,7.0
1,1,0,0,2.8,3.2,2.25,2.5,3.2,2.3,2.75,3.2,2.25,2.75,3.2,2.25,2.7,3.3,2.2,2.7,3.25,2.25
1,3,1,2,2.6,3.2,2.4,2.5,3.2,2.3,2.62,3.2,2.37,2.625,3.2,2.375,2.6,3.1,2.375,2.5,3.1,2.5
2,1,2,1,1.35,4.0,8.0,1.3,4.2,8.0,1.36,4.0,7.0,1.364,3.8,7.5,1.4,4.0,6.5,1.4,3.75,7.0
0,2,0,0,2.1,3.3,2.95,2.2,3.2,2.7,2.2,3.25,2.75,2.05,3.25,3.1,2.3,3.25,2.6,2.1,3.3,2.9
2,1,1,0,2.05,3.25,3.15,2.0,3.1,3.2,1.91,3.25,3.4,2.1,3.2,3.0,2.1,3.25,2.9,2.1,3.4,2.8
1,1,1,1,4.0,3.3,1.78,3.5,3.1,1.9,4.0,3.2,1.8,4.0,3.4,1.7269999999999999,3.75,3.2,1.8330000000000002,3.75,3.3,1.8
1,0,1,0,1.28,4.4,9.0,1.3,4.2,8.0,1.33,4.33,7.0,1.286,4.333,9.0,1.364,4.0,7.0,1.33,4.2,7.5
0,2,0,0,1.9,3.25,3.6,1.85,3.1,3.6,1.83,3.2,3.75,1.9,3.2,3.5,1.909,3.1,3.6,1.8,3.3,3.75
5,2,3,1,1.71,3.45,4.2,1.6,3.4,4.6,1.61,3.5,4.5,1.6669999999999998,3.4,4.333,1.7269999999999999,3.4,4.0,1.66,3.5,4.2
1,2,0,2,4.4,3.5,1.65,4.2,3.2,1.7,4.5,3.25,1.67,4.333,3.4,1.6669999999999998,3.75,3.25,1.8,4.2,3.25,1.72
3,0,1,0,2.53,3.15,2.48,2.4,3.1,2.4,2.5,3.25,2.4,2.6,3.1,2.4,2.6,3.1,2.375,2.37,3.1,2.62
1,0,0,0,2.65,3.15,2.4,2.9,3.0,2.2,2.62,3.2,2.37,2.7,3.1,2.3,2.5,3.25,2.375,2.62,3.1,2.37
0,0,0,0,1.55,3.6,5.15,1.35,4.0,7.0,1.5,3.4,6.0,1.48,3.5,6.5,1.571,3.5,5.0,1.57,3.3,5.5
0,4,0,2,3.1,3.35,2.0,2.8,3.3,2.1,,,,2.875,3.3,2.1,3.0,3.4,2.0,2.7,3.3,2.2
3,0,0,0,1.54,3.5,5.65,1.65,3.3,4.4,1.5,3.6,5.5,1.571,3.3,5.5,1.5330000000000001,3.4,5.5,1.53,3.4,5.5
1,1,0,0,2.15,3.2,2.95,2.1,3.0,3.1,2.2,3.25,2.75,2.2,3.2,2.8,,,,2.2,3.1,2.87
2,1,1,0,1.17,5.25,12.0,1.25,4.5,9.0,1.2,5.0,11.0,1.222,5.0,9.5,1.2,5.0,11.0,1.22,5.5,8.0
1,2,1,1,1.35,4.0,8.0,1.35,4.0,7.0,1.4,3.75,7.0,1.364,4.0,7.5,,,,1.36,3.75,8.0
2,1,0,0,1.25,4.75,9.4,1.25,4.5,9.0,1.28,4.5,8.0,1.25,4.5,9.0,1.286,4.333,8.5,1.3,4.33,8.0
4,0,4,0,1.72,3.2,4.5,1.6,3.4,4.6,1.67,3.4,4.33,1.6669999999999998,3.4,4.333,1.6669999999999998,3.25,4.5,1.72,3.2,4.33
3,1,0,0,2.5,3.25,2.45,2.8,3.1,2.2,2.62,3.4,2.25,2.625,3.1,2.375,2.6,3.4,2.25,2.6,3.4,2.25
2,2,0,0,2.2,3.05,3.0,2.1,3.0,3.1,2.25,3.2,2.75,2.3,3.2,2.7,2.375,3.25,2.5,2.2,3.1,2.87
2,0,1,0,2.27,3.4,2.57,2.3,3.2,2.5,2.2,3.5,2.625,,,,2.1,3.5,2.75,,,
3,4,1,2,3.7,3.35,1.83,3.8,3.1,1.8,3.4,3.25,1.909,,,,3.5,3.4,1.8330000000000002,,,
1,1,1,1,1.95,2.95,3.8,1.9,3.0,3.6,2.0,3.0,3.4,,,,2.0,2.875,3.6,,,
2,0,0,0,2.0,3.15,3.35,2.0,3.1,3.2,2.0,3.2,3.2,,,,2.1,3.2,3.0,,,
4,0,2,0,1.33,4.3,7.7,1.3,4.2,8.0,1.364,4.0,7.0,,,,1.3330000000000002,4.0,8.0,,,
3,3,0,2,2.05,3.1,3.25,2.1,3.0,3.1,2.1,3.0,3.2,,,,2.0,3.2,3.2,,,
1,0,1,0,4.0,3.4,1.75,3.8,3.1,1.8,4.333,3.2,1.7269999999999999,,,,4.0,3.4,1.7269999999999999,,,
3,2,0,2,1.22,5.05,10.5,1.3,4.2,8.0,1.222,5.0,9.0,,,,1.286,4.5,8.0,,,
0,1,0,1,4.4,3.6,1.64,4.0,3.2,1.75,4.0,3.4,1.7269999999999999,,,,4.0,3.4,1.7269999999999999,,,
3,2,1,0,1.14,6.0,11.5,1.2,5.0,10.0,1.167,5.5,11.0,1.143,6.0,12.0,1.167,6.0,11.0,1.16,5.5,12.0
2,3,0,1,1.7,3.4,4.3,1.65,3.3,4.4,1.7269999999999999,3.5,3.75,1.7269999999999999,3.4,4.0,,,,1.66,3.3,4.5
2,1,1,1,1.35,4.15,7.5,1.45,3.8,5.4,1.4,3.75,7.0,1.4,3.75,6.5,1.364,4.0,7.0,1.4,4.33,5.5
4,3,2,2,2.35,3.2,2.65,2.3,3.1,2.6,2.4,3.25,2.5,2.375,3.1,2.6,2.5,3.1,2.5,2.3,3.2,2.62
2,1,1,0,1.4,3.9,7.0,1.45,3.8,5.4,1.444,3.75,6.0,1.4,3.75,7.0,1.4,4.0,6.5,,,
2,4,1,1,2.2,3.2,2.9,2.1,3.0,3.1,2.2,3.0,3.0,2.25,3.1,2.8,2.2,3.0,3.0,,,
1,2,0,1,1.42,4.0,5.9,1.45,3.8,5.4,1.4,4.0,6.5,1.444,3.4,6.5,1.4,4.0,6.5,1.44,3.75,6.0
2,3,1,2,2.1,3.25,3.0,2.1,2.9,3.2,,,,2.2,3.2,2.8,2.2,3.2,2.8,,,
4,3,1,1,2.6,3.2,2.4,2.9,2.8,2.3,2.5,3.25,2.4,2.7,3.2,2.3,2.7,3.1,2.3,2.8,3.0,2.3
