FTHG,FTAG,HTHG,HTAG,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA
1,0,0,0,1.9,3.1,3.6,1.85,3.0,3.3,1.83,3.2,3.75,1.91,3.25,3.5,1.83,3.3,3.6
1,0,1,0,3.5,3.2,1.85,3.0,2.9,2.0,3.5,3.2,1.91,3.6,3.25,1.9,3.4,3.25,1.9
1,0,1,0,1.63,3.4,4.3,1.7,3.1,3.8,1.5,3.4,6.0,1.57,3.3,5.0,1.61,3.25,5.0
1,1,0,0,1.85,3.2,3.5,1.9,3.0,3.1,1.91,3.25,3.4,1.85,3.3,3.6,1.8,3.3,3.75
1,0,1,0,1.85,3.2,3.5,2.1,2.9,2.9,1.91,3.4,3.25,1.91,3.25,3.5,1.83,3.3,3.6
1,1,0,1,1.6,3.4,4.4,1.55,3.3,4.5,1.61,3.5,4.5,1.53,3.5,5.5,1.57,3.25,5.5
1,2,1,2,1.45,3.6,6.0,1.5,3.4,4.7,1.4,3.75,7.0,1.4,3.75,7.0,1.4,3.6,7.5
2,1,1,1,1.32,4.0,6.9,1.35,3.8,6.2,1.36,3.75,8.0,1.33,4.2,8.0,1.3,4.0,9.5
3,1,2,0,1.3,4.2,7.0,1.4,3.6,5.5,1.33,4.0,8.0,1.3,4.5,8.0,1.28,4.5,8.0
4,1,1,1,1.85,3.2,3.5,1.9,3.0,3.1,1.73,3.5,3.75,1.75,3.4,4.0,1.83,3.3,3.6
4,2,3,1,1.85,3.2,3.5,2.0,2.9,3.0,1.8,3.4,3.6,1.9,3.25,3.6,1.83,3.4,3.5
1,1,1,0,1.7,3.2,4.6,1.8,3.0,3.5,1.73,3.4,4.0,1.73,3.2,4.5,1.72,3.2,4.33
0,3,0,2,2.6,3.2,2.4,2.3,2.9,2.5,2.6,3.2,2.37,2.7,3.1,2.38,2.75,3.1,2.3
0,3,0,0,7.2,3.7,1.4,5.0,3.5,1.45,7.0,4.0,1.36,7.0,4.0,1.4,8.0,4.0,1.33
0,0,0,0,2.1,3.1,3.0,2.1,2.9,2.9,2.0,3.2,3.2,2.1,3.2,3.0,2.1,3.1,3.1
0,4,0,1,2.6,3.2,2.4,2.35,3.0,2.35,2.75,3.2,2.25,2.7,3.2,2.3,2.5,3.3,2.37
4,0,1,0,1.7,3.3,4.1,1.8,3.0,3.5,1.83,3.2,3.75,1.8,3.25,4.0,1.8,3.3,3.75
3,1,1,0,1.55,3.4,5.8,1.55,3.3,4.5,1.57,3.5,5.0,1.53,3.5,5.5,1.53,3.4,5.5
0,0,0,0,1.8,3.35,3.7,1.8,3.0,3.5,1.8,3.25,3.75,1.75,3.25,4.2,1.7,3.4,4.2
0,2,0,1,2.1,3.2,2.9,2.0,2.9,3.0,2.1,3.2,3.0,2.05,3.2,3.2,2.1,3.2,3.0
2,0,0,0,1.9,3.3,3.45,2.0,2.9,3.0,1.8,3.25,3.75,1.91,3.25,3.5,1.9,3.25,3.4
4,1,1,1,1.6,3.45,4.7,1.6,3.2,4.2,1.61,3.5,4.5,1.62,3.4,5.0,1.57,3.5,5.0
1,3,0,3,1.9,3.15,3.5,1.9,3.0,3.1,2.0,3.2,3.2,1.85,3.25,3.5,1.83,3.3,3.6
1,1,0,0,1.85,3.25,3.65,1.75,3.1,3.6,1.73,3.4,4.0,1.8,3.25,4.0,1.8,3.3,3.75
1,3,1,2,1.6,3.5,4.5,1.6,3.2,4.2,1.57,3.5,5.0,1.57,3.4,5.5,1.61,3.5,4.5
0,0,0,0,3.1,3.25,2.0,2.9,2.9,2.1,3.2,3.2,2.0,3.25,3.25,2.0,3.2,3.2,2.0
0,0,0,0,1.4,3.8,6.7,1.5,3.4,4.7,1.44,3.6,6.5,1.44,3.6,7.0,1.4,3.6,7.5
2,0,0,0,1.25,4.6,9.5,1.3,4.0,7.0,1.28,4.5,8.0,1.29,4.5,9.0,1.28,4.33,8.5
0,0,0,0,1.6,3.45,5.0,1.75,3.1,3.6,1.67,3.25,4.5,1.62,3.4,5.0,1.57,3.5,5.0
0,0,0,0,1.3,4.2,8.0,1.3,4.0,7.0,1.4,3.75,7.0,1.33,4.0,8.5,1.33,4.0,8.0
1,1,1,0,2.25,3.05,2.9,2.3,2.9,2.5,2.25,3.2,2.75,2.2,3.2,2.88,2.2,3.2,2.8
1,2,1,1,2.15,3.2,2.9,2.1,2.9,2.9,2.25,3.2,2.75,2.3,3.2,2.7,2.1,3.2,3.0
2,0,2,0,1.23,4.8,10.0,1.2,4.7,9.0,1.28,4.33,9.0,1.25,4.6,10.0,1.2,5.0,11.0
2,1,1,1,1.75,3.4,4.0,1.75,3.1,3.6,1.73,3.2,4.33,1.83,3.25,3.75,1.9,3.25,3.4
3,1,1,1,1.6,3.5,4.8,1.6,3.2,4.2,1.53,3.5,5.5,1.53,3.5,5.5,1.57,3.5,5.0
2,2,0,1,2.3,3.3,2.6,2.2,2.9,2.7,2.4,3.25,2.5,2.4,3.2,2.6,2.25,3.4,2.6
1,0,0,0,1.45,3.6,6.5,1.5,3.4,4.7,1.44,3.75,6.0,1.44,3.75,6.5,1.4,3.75,7.0
1,1,0,1,3.8,3.3,1.8,2.9,3.0,2.0,4.0,3.2,1.8,3.75,3.25,1.83,3.75,3.3,1.8
1,0,0,0,2.1,3.0,3.3,2.1,2.9,2.9,2.0,3.2,3.2,2.0,3.2,3.3,2.2,3.25,2.75
0,1,0,0,3.6,3.25,1.85,2.8,3.0,2.1,3.5,3.2,1.91,3.4,3.2,1.95,3.5,3.2,1.9
0,0,0,0,1.91,3.2,3.6,1.85,3.0,3.3,1.91,3.2,3.5,1.91,3.2,3.6,1.9,3.25,3.4
0,3,0,0,2.7,3.0,2.4,2.7,2.9,2.2,2.4,3.25,2.5,2.63,3.2,2.38,2.62,3.25,2.3
0,1,0,0,4.05,3.2,1.75,3.2,2.9,1.9,4.33,3.4,1.67,4.33,3.25,1.73,4.0,3.4,1.72
1,0,1,0,2.67,3.1,2.35,2.4,2.9,2.4,2.6,3.2,2.37,2.63,3.2,2.38,2.75,3.2,2.25
1,2,0,2,2.1,3.1,3.12,2.2,2.9,2.7,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.2,2.75
2,1,1,0,2.32,3.0,2.82,2.4,2.9,2.4,2.5,3.25,2.4,2.6,3.2,2.4,2.62,3.25,2.3
3,0,2,0,1.46,3.55,6.4,1.55,3.3,4.5,1.5,3.4,6.0,1.5,3.5,6.0,1.5,3.8,5.0
1,0,0,0,1.2,5.0,11.0,1.2,4.7,9.0,1.22,5.0,9.0,1.22,5.0,10.0,1.22,4.5,12.0
1,1,0,1,1.7,3.2,4.4,1.7,3.1,3.8,1.61,3.25,5.0,1.67,3.25,4.75,1.66,3.4,4.33
0,0,0,0,1.68,3.3,4.6,1.8,3.0,3.5,1.67,3.25,4.5,1.73,3.25,4.33,1.66,3.4,4.33
2,2,1,0,2.75,3.2,2.25,2.4,2.9,2.4,2.75,3.25,2.2,2.75,3.25,2.25,2.8,3.2,2.2
1,0,0,0,1.4,3.9,6.75,1.4,3.6,5.5,1.33,4.0,8.0,1.36,4.0,7.5,1.36,3.75,8.0
1,1,1,0,1.95,3.0,3.7,1.9,2.9,3.2,2.1,3.2,3.0,2.0,3.2,3.3,1.9,3.25,3.4
1,1,1,0,2.7,3.05,2.35,2.3,2.9,2.5,2.75,3.2,2.25,2.63,3.2,2.38,2.7,3.0,2.37
2,1,2,0,2.4,2.9,2.8,2.3,2.9,2.5,2.37,3.2,2.6,2.25,3.2,2.8,2.25,3.2,2.75
0,0,0,0,1.4,3.65,6.5,1.55,3.3,4.5,1.44,3.75,6.0,1.44,3.75,6.5,1.44,3.6,6.5
0,1,0,0,2.35,3.0,2.75,2.3,2.9,2.5,2.2,3.25,2.75,2.2,3.2,2.88,2.37,3.1,2.62
2,0,0,0,1.5,3.6,5.7,1.5,3.4,4.7,1.44,3.6,6.5,1.5,3.5,6.0,1.53,3.4,5.5
1,1,0,0,2.5,2.95,2.6,2.35,3.0,2.35,2.6,3.2,2.37,2.5,3.2,2.5,2.5,3.25,2.4
2,0,2,0,2.2,3.0,3.0,2.2,2.9,2.7,2.1,3.2,3.0,2.2,3.2,2.88,2.2,3.2,2.8
1,1,0,0,1.55,3.4,5.6,1.55,3.3,4.5,1.5,3.4,6.0,1.57,3.4,5.5,1.57,3.5,5.0
1,2,0,1,2.82,3.1,2.25,2.9,2.9,2.1,,,,3.0,3.25,2.1,3.0,3.2,2.1
2,2,1,1,2.28,3.15,2.75,2.2,2.9,2.7,,,,2.2,3.25,2.8,2.25,3.2,2.75
1,0,1,0,2.37,3.1,2.65,2.3,2.9,2.5,,,,2.38,3.2,2.63,2.37,3.1,2.62
2,0,0,0,1.82,3.2,3.85,1.85,3.0,3.3,,,,1.85,3.25,3.75,1.83,3.2,3.75
2,0,1,0,2.1,3.1,2.85,1.9,3.0,3.1,,,,1.9,3.25,3.5,1.83,3.2,3.75
0,1,0,0,1.85,3.2,3.7,1.85,3.0,3.3,,,,1.85,3.2,3.75,1.9,3.1,3.6
0,1,0,0,1.55,3.4,5.5,1.55,3.3,4.5,,,,1.53,3.5,5.5,1.57,3.5,5.0
1,2,1,1,2.27,3.1,2.82,2.1,2.9,2.9,,,,2.25,3.25,2.75,2.2,3.2,2.8
6,1,5,1,1.77,3.2,4.1,1.8,3.0,3.5,,,,1.9,3.25,3.75,1.9,3.2,3.5
3,0,3,0,1.5,3.55,6.2,1.6,3.2,4.2,,,,1.5,3.5,6.0,1.5,3.6,5.5
0,0,0,0,2.7,3.0,2.4,2.9,2.9,2.1,,,,2.75,3.25,2.25,2.62,3.25,2.3
2,1,2,0,2.33,3.1,2.7,2.1,2.9,2.9,,,,2.2,3.2,2.88,2.2,3.2,2.8
1,1,0,0,2.28,3.1,2.8,2.1,2.9,2.9,,,,2.05,3.25,3.1,2.2,3.2,2.8
1,1,0,0,2.73,3.1,2.32,2.35,3.0,2.35,,,,2.75,3.2,2.3,2.87,3.3,2.1
2,0,0,0,2.63,3.15,2.38,2.4,2.9,2.4,,,,2.7,3.2,2.3,2.75,3.2,2.25
0,1,0,0,2.25,3.2,2.8,2.2,2.9,2.7,,,,2.25,3.25,2.75,2.2,3.25,2.75
0,0,0,0,2.25,3.2,2.9,2.0,2.9,3.0,,,,2.05,3.2,3.2,2.0,3.2,3.2
3,1,0,1,1.43,3.65,6.8,1.45,3.5,5.0,,,,1.44,3.6,6.75,1.33,4.0,8.0
1,1,0,0,1.92,3.15,3.55,1.9,3.0,3.1,1.83,3.2,3.75,1.91,3.2,3.6,1.9,3.2,3.5
0,2,0,2,2.25,3.15,2.8,2.3,2.9,2.5,2.6,3.2,2.37,2.5,3.2,2.5,2.5,3.1,2.5
2,1,0,1,2.1,3.1,3.1,1.9,2.9,3.2,2.2,3.25,2.75,2.1,3.2,3.0,2.0,3.2,3.2
2,2,0,1,2.45,3.1,2.6,2.6,3.0,2.2,2.62,3.4,2.25,2.63,3.3,2.3,2.62,3.25,2.3
1,2,1,1,2.5,3.05,2.57,2.3,2.9,2.5,2.25,3.4,2.62,2.6,3.2,2.4,2.62,3.1,2.37
2,4,2,1,1.55,3.5,5.25,1.6,3.2,4.2,1.57,3.5,5.0,1.57,3.4,5.5,1.53,3.4,5.5
2,0,0,0,1.27,4.55,9.0,1.35,3.8,6.2,1.28,4.5,8.0,1.25,5.0,9.0,1.25,4.5,10.0
1,2,0,2,1.8,3.2,4.05,1.9,3.0,3.1,1.83,3.2,3.75,1.8,3.2,4.0,1.9,3.1,3.6
1,0,0,0,1.82,3.25,3.9,1.8,3.0,3.5,1.61,3.5,4.5,1.73,3.4,4.2,1.8,3.3,3.75
3,0,2,0,1.6,3.3,5.3,1.7,3.1,3.8,1.5,3.4,6.0,1.57,3.4,5.5,1.53,3.4,5.5
0,1,0,0,2.05,3.1,3.3,2.1,2.9,2.9,2.1,3.2,3.0,2.0,3.25,3.25,2.1,3.2,3.0
0,0,0,0,2.8,3.1,2.28,2.4,2.9,2.4,2.75,3.25,2.2,3.0,3.2,2.15,3.0,3.2,2.1
1,1,0,1,1.35,4.25,7.0,1.35,3.8,6.2,1.36,3.75,8.0,1.4,3.75,7.5,1.4,3.6,7.5
2,0,0,0,1.52,3.45,5.38,1.6,3.2,4.2,1.67,3.4,4.33,1.6,3.25,5.5,1.57,3.25,5.5
2,2,2,1,2.9,3.15,2.2,2.8,3.0,2.1,2.75,3.2,2.25,2.88,3.2,2.2,3.0,3.2,2.1
2,1,1,0,1.55,3.45,5.5,1.6,3.2,4.2,1.57,3.5,5.0,1.5,3.5,6.0,1.5,3.4,6.0
2,0,1,0,2.3,3.0,2.9,2.1,2.9,2.9,2.37,3.2,2.6,2.3,3.2,2.7,2.3,3.25,2.62
2,0,2,0,2.5,3.0,2.6,2.2,2.9,2.7,2.6,3.2,2.37,2.6,3.2,2.4,2.6,3.1,2.4
1,3,1,2,2.4,3.1,2.7,2.4,2.9,2.4,2.37,3.2,2.6,2.4,3.2,2.6,2.37,3.1,2.62
0,2,0,1,2.35,3.0,2.8,2.2,2.9,2.7,2.2,3.25,2.75,2.25,3.2,2.8,2.25,3.2,2.75
0,2,0,1,1.83,3.2,3.8,1.85,2.9,3.4,1.83,3.2,3.75,1.85,3.25,3.75,1.83,3.3,3.6
2,0,1,0,2.15,3.15,3.0,2.1,2.9,2.9,1.91,3.25,3.4,2.1,3.25,3.0,2.0,3.2,3.2
0,3,0,1,2.15,3.1,3.05,2.1,2.9,2.9,2.2,3.2,2.8,2.1,3.2,3.2,2.1,3.2,3.0
2,1,1,1,1.95,3.2,3.4,1.9,2.9,3.2,1.8,3.2,4.0,1.85,3.25,3.75,1.8,3.3,3.75
2,2,0,0,1.82,3.2,3.9,1.8,3.0,3.5,,,,1.8,3.2,4.0,1.8,3.3,3.75
0,4,0,0,2.5,3.15,2.45,2.4,2.9,2.4,,,,2.6,3.25,2.38,2.5,3.1,2.5
2,0,1,0,1.5,3.6,5.75,1.6,3.2,4.2,,,,1.5,3.5,6.0,1.44,3.6,6.5
1,3,1,2,1.67,3.4,4.45,1.7,3.1,3.8,,,,1.83,3.25,4.0,1.83,3.3,3.6
3,1,2,1,1.88,3.15,3.75,1.85,3.0,3.3,,,,1.85,3.25,3.75,1.8,3.3,3.75
0,0,0,0,2.37,3.15,2.65,2.2,2.9,2.7,2.5,2.87,2.62,2.4,3.2,2.6,2.5,3.1,2.5
1,1,0,0,2.5,3.1,2.55,2.3,2.9,2.5,2.4,3.25,2.5,2.4,3.2,2.6,2.5,3.1,2.5
2,1,1,0,1.3,4.4,8.5,1.3,4.0,7.0,1.28,4.33,9.0,1.29,4.33,9.0,1.25,4.5,10.0
2,1,1,1,1.4,3.9,6.3,1.45,3.5,5.0,1.44,3.6,6.5,1.4,3.75,7.0,1.4,4.33,5.5
0,4,0,4,4.1,3.35,1.72,3.5,3.0,1.8,3.75,3.25,1.8,3.75,3.4,1.8,3.75,3.6,1.72
2,0,0,0,2.85,3.05,2.3,2.7,2.9,2.2,2.75,3.25,2.2,2.75,3.25,2.25,2.8,3.2,2.2
1,2,0,2,2.05,3.05,3.35,2.0,2.9,3.0,1.91,3.25,3.4,2.1,3.25,3.0,2.0,3.2,3.2
0,3,0,2,1.35,4.15,7.5,1.45,3.5,5.0,,,,1.4,3.75,7.5,1.33,4.0,8.0
2,1,1,1,1.75,3.25,4.2,1.8,3.0,3.5,,,,1.83,3.3,3.75,1.72,3.4,4.0
1,0,1,0,1.42,3.75,6.8,1.45,3.5,5.0,,,,1.4,3.6,7.5,1.4,3.75,7.0
1,0,0,0,1.75,3.25,4.2,1.75,3.1,3.6,,,,1.73,3.4,4.2,1.72,3.4,4.0
1,2,1,1,1.7,3.4,4.3,1.75,3.1,3.6,,,,1.8,3.4,3.75,1.8,3.3,3.75
4,2,2,2,1.25,4.75,9.5,1.3,4.0,7.0,,,,1.3,4.33,8.5,1.28,4.5,8.0
2,3,2,0,1.77,3.25,4.1,1.8,3.0,3.5,,,,1.67,3.3,4.6,1.72,3.2,4.33
3,1,3,0,1.82,3.2,3.95,1.8,3.0,3.5,,,,1.85,3.25,3.6,1.83,3.3,3.6
1,0,1,0,2.45,3.05,2.63,2.3,2.9,2.5,,,,2.25,3.3,2.7,2.3,3.25,2.62
2,0,1,0,2.05,3.2,3.2,1.9,3.0,3.1,,,,2.1,3.25,3.0,1.9,3.3,3.3
2,3,1,1,2.9,3.05,2.25,2.4,2.9,2.4,,,,2.8,3.2,2.25,2.75,3.2,2.25
1,2,1,0,2.4,3.1,2.65,2.2,2.9,2.7,,,,2.3,3.4,2.6,2.25,3.2,2.75
2,1,1,0,1.97,3.2,3.4,2.0,2.9,3.0,,,,2.0,3.25,3.25,2.1,3.2,3.0
3,3,2,0,2.1,3.1,3.15,2.2,2.9,2.7,,,,2.2,3.2,2.88,2.2,3.25,2.75
0,3,0,1,2.55,3.15,2.45,2.4,2.9,2.4,,,,2.8,3.2,2.2,2.62,3.1,2.37
4,1,1,1,1.35,3.6,7.8,1.4,3.6,5.5,1.33,4.0,8.0,1.36,3.8,8.0,1.36,3.75,8.0
0,0,0,0,1.6,3.4,4.6,1.6,3.2,4.2,1.57,3.5,5.0,1.62,3.3,5.0,1.57,3.5,5.0
2,0,1,0,2.6,3.0,2.5,2.35,3.0,2.35,2.75,3.2,2.25,2.63,3.3,2.3,2.62,3.1,2.37
0,1,0,1,1.37,3.7,6.8,1.4,3.6,5.5,1.4,3.75,7.0,1.36,3.8,8.0,1.33,4.0,8.0
2,0,1,0,1.6,3.4,5.1,1.6,3.2,4.2,1.61,3.5,4.5,1.62,3.5,4.75,1.61,3.6,4.33
0,3,0,1,2.4,3.2,2.6,2.2,2.9,2.7,2.5,3.25,2.4,2.3,3.25,2.7,2.3,3.25,2.62
1,1,0,0,1.27,4.2,7.5,1.4,3.6,5.5,1.36,3.75,8.0,1.36,4.0,7.5,1.36,4.0,7.0
1,1,0,0,1.9,3.15,3.65,1.9,3.0,3.1,2.0,3.2,3.2,1.91,3.25,3.5,2.0,3.2,3.2
0,2,0,1,2.75,3.2,2.25,2.7,2.9,2.2,2.75,3.25,2.2,2.8,3.25,2.2,2.87,3.3,2.1
3,1,1,1,1.5,3.6,5.8,1.5,3.4,4.7,1.4,3.75,7.0,1.4,3.75,7.5,1.4,3.6,7.5
0,2,0,0,3.55,3.2,1.91,3.1,3.0,1.9,3.2,3.5,1.91,3.0,3.5,2.0,3.1,3.6,1.9
1,2,1,1,3.75,3.3,1.82,3.3,3.0,1.85,3.5,3.4,1.83,4.0,3.25,1.85,3.75,3.3,1.8
2,1,0,1,1.5,3.7,5.8,1.45,3.5,5.0,1.4,3.75,7.0,1.5,3.6,5.5,1.57,3.5,5.0
2,0,0,0,1.87,3.25,3.7,2.0,2.9,3.0,1.67,3.4,4.33,1.91,3.3,3.5,1.83,3.3,3.6
1,0,1,0,2.22,3.1,2.92,1.9,3.1,3.0,2.2,3.25,2.75,2.1,3.4,2.88,2.2,3.25,2.75
0,2,0,1,3.2,3.15,2.05,2.9,2.9,2.1,3.0,3.2,2.1,3.0,3.25,2.1,3.2,3.2,2.0
1,0,0,0,1.67,3.35,4.55,1.7,3.1,3.8,1.61,3.25,5.0,1.62,3.4,4.75,1.61,3.25,5.0
0,1,0,0,2.22,3.15,2.87,2.1,2.9,2.9,2.2,3.25,2.87,2.3,3.2,2.75,2.25,3.2,2.75
0,0,0,0,2.05,3.15,3.2,2.1,2.9,2.9,2.25,3.2,2.75,2.3,3.2,2.75,2.25,3.2,2.75
2,1,1,1,2.65,3.2,2.35,2.35,3.0,2.35,2.75,3.25,2.2,2.6,3.2,2.4,2.62,3.1,2.37
0,2,0,0,6.0,3.85,1.45,4.5,3.3,1.55,5.5,4.0,1.44,6.25,3.75,1.44,6.5,3.6,1.44
1,1,1,0,1.67,3.45,4.35,1.75,3.1,3.6,1.61,3.5,4.5,1.67,3.4,4.5,1.61,3.5,4.5
2,1,1,0,1.85,3.2,3.7,1.85,3.0,3.3,1.8,3.25,3.75,1.8,3.3,3.75,1.72,3.4,4.0
3,2,0,2,1.82,3.4,3.55,1.85,3.1,3.2,1.91,3.4,3.25,1.91,3.5,3.25,1.9,3.5,3.2
1,1,1,0,3.4,3.2,1.91,3.1,3.0,1.9,3.75,3.2,1.83,3.75,3.4,1.8,3.8,3.4,1.75
2,1,2,1,1.4,3.7,6.4,1.4,3.6,5.5,1.36,4.0,7.0,1.36,4.0,7.5,1.36,3.75,8.0
4,2,1,0,2.35,3.1,2.67,2.2,2.9,2.7,2.37,3.2,2.6,2.38,3.2,2.63,2.37,3.1,2.62
3,0,1,0,1.35,3.75,7.0,1.4,3.6,5.5,1.2,5.0,11.0,1.33,4.0,8.5,1.33,4.0,8.0
0,1,0,1,1.3,4.4,7.7,1.35,3.8,6.2,1.4,4.33,5.5,1.29,4.5,8.5,1.33,4.33,7.0
3,2,2,1,1.8,3.2,3.8,1.75,3.1,3.6,1.73,3.2,4.33,1.73,3.25,4.33,1.8,3.4,3.6
3,0,0,0,1.78,3.25,3.95,1.75,3.1,3.6,1.67,3.4,4.33,1.67,3.25,4.75,1.72,3.2,4.33
2,1,0,0,1.55,3.65,5.0,1.55,3.3,4.5,1.53,3.75,5.0,1.57,4.0,4.33,1.61,3.75,4.2
2,2,1,1,1.63,3.4,4.75,1.7,3.2,3.6,1.57,3.5,5.0,1.73,3.3,4.5,1.66,3.3,4.5
6,1,5,1,1.2,5.4,10.2,1.25,4.3,8.0,1.28,4.5,8.0,1.29,4.33,9.0,1.25,4.5,9.5
2,1,2,0,4.25,3.2,1.75,2.9,3.0,2.0,3.0,3.4,2.0,3.25,3.3,2.0,3.25,3.4,1.9
0,0,0,0,3.2,3.1,2.08,3.2,2.7,2.0,3.4,3.25,1.91,3.1,3.2,2.1,3.2,3.0,2.1
0,4,0,0,3.8,3.5,1.74,3.4,3.2,1.75,4.0,3.6,1.67,3.75,3.6,1.73,4.0,3.6,1.66
0,0,0,0,1.7,3.4,4.2,1.65,3.2,3.9,1.73,3.2,4.33,1.57,3.3,5.5,1.61,3.5,4.5
1,1,1,0,3.7,3.5,1.75,3.5,3.0,1.8,3.75,3.5,1.73,3.8,3.5,1.75,3.6,3.3,1.83
2,2,1,1,2.75,3.25,2.25,2.3,3.1,2.3,3.0,3.2,2.1,2.88,3.3,2.1,2.75,3.25,2.2
3,1,1,1,1.24,4.85,8.65,1.3,4.0,7.0,1.2,5.0,11.0,1.22,5.0,9.5,1.25,5.0,8.0
1,2,1,1,3.6,3.25,1.82,3.8,3.2,1.65,4.0,3.6,1.67,4.2,3.4,1.7,4.0,3.1,1.8
2,1,2,1,1.9,3.25,3.5,1.9,2.9,3.2,1.8,3.25,3.75,1.9,3.2,3.5,1.83,3.4,3.5
3,0,2,0,2.2,3.2,2.82,2.1,2.9,2.9,2.4,3.25,2.5,2.38,3.3,2.5,2.25,3.4,2.6
3,2,0,1,2.82,3.15,2.2,2.35,3.0,2.35,2.5,3.25,2.37,2.63,3.25,2.3,2.62,3.5,2.2
3,1,1,1,2.75,3.2,2.24,2.8,3.0,2.1,2.6,3.2,2.37,2.6,3.25,2.35,2.62,3.3,2.25
