FTHG,FTAG,HTHG,HTAG,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,SYH,SYD,SYA,WHH,WHD,WHA
1,0,0,0,1.55,3.35,5.8,1.5,3.5,5.4,1.57,3.25,5.5,1.571,3.25,5.5,1.615,3.25,5,1.57,3.3,5.5
2,1,1,0,1.73,3.2,4.5,1.9,3,3.6,1.8,3.2,4,1.727,3.1,4.5,1.727,3.2,4.333,1.72,3.1,4.5
2,4,1,0,1.8,3.2,4.1,1.75,3.2,4,1.83,3,4,1.75,3.1,4.333,1.727,3.2,4.333,1.8,3.1,4
3,1,3,1,1.97,3.1,3.5,2.1,2.9,3.2,2.25,3.2,2.75,1.909,3,3.75,2,3,3.4,2,3,3.4
5,0,3,0,1.45,3.6,6.75,1.35,4,7,1.4,3.5,8,1.444,3.4,7,1.4,3.5,8,1.5,3.2,7
2,0,2,0,2.27,3.1,2.83,2.2,2.9,3,2.37,3.2,2.6,2.375,3,2.7,2.5,2.875,2.625,2.3,3.1,2.75
0,2,0,2,2.65,3.1,2.4,2.4,2.9,2.7,2.5,3.2,2.5,2.6,3,2.5,2.375,2.9,2.75,2.6,3.1,2.4
1,0,0,0,2.45,2.9,2.75,2.4,2.8,2.8,2.4,3.25,2.5,2.3,2.875,3,2.375,2.75,2.9,2.2,3,3
2,1,1,1,1.45,3.55,6.85,1.45,3.8,5.4,1.44,3.6,6.5,1.5,3.5,6,1.444,3.5,7,1.5,3.3,6.5
0,0,0,0,2.65,2.95,2.5,2.6,2.8,2.6,2.62,2.87,2.5,2.6,2.875,2.6,2.625,2.875,2.5,2.62,2.9,2.5
1,0,1,0,1.65,3.35,4.7,1.7,3.2,4.2,1.73,3.2,4.33,1.615,3.4,5,1.667,3.25,4.5,1.66,3.3,4.5
4,1,1,1,1.42,3.85,6.55,1.4,3.7,6.4,1.4,3.75,7,1.4,3.8,7,1.4,3.6,7.5,1.44,3.6,6.5
0,0,0,0,2.5,2.9,2.7,2.6,2.8,2.6,2.5,2.87,2.62,2.6,2.875,2.6,2.5,2.8,2.7,2.5,2.8,2.7
2,1,1,1,2.02,3.05,3.4,1.9,2.9,3.8,2.25,3.2,2.75,2.1,2.875,3.4,2.1,2.9,3.25,1.9,3,3.75
1,1,1,1,1.6,3.45,4.95,1.6,3.4,4.6,1.73,3.2,4.33,1.533,3.5,5.5,1.571,3.5,5,1.57,3.5,5
3,1,3,1,1.85,3.2,3.8,1.8,3,4,1.91,3.2,3.5,1.833,3.2,3.8,1.8,3.1,4,1.8,3.1,4
1,0,0,0,2.28,3.15,2.78,2.3,2.9,2.8,2.4,2.87,2.75,2.5,3,2.6,2.375,2.875,2.8,2.25,3.1,2.8
1,1,1,1,1.71,3.3,4.38,1.75,3.2,4,1.67,3.25,4.5,1.727,3.2,4.333,1.727,3.2,4.333,1.72,3.25,4.2
1,0,0,0,2.35,3.05,2.75,2.3,2.9,2.8,2.37,3.2,2.6,2.4,3,2.7,2.4,2.875,2.75,2.4,3,2.7
2,1,1,1,1.62,3.35,4.98,1.7,3.2,4.2,1.67,3.2,5,1.667,3.1,5,1.667,3.25,4.5,1.61,3.3,5
2,0,1,0,2.55,3.1,2.5,2.5,3,2.5,2.6,3.2,2.37,2.5,3.1,2.5,2.5,3.1,2.5,2.62,3.1,2.37
1,1,0,1,1.58,3.4,5.25,1.55,3.4,5,1.67,3.25,4.5,1.615,3.25,5,1.615,3.25,5,1.57,3.3,5.5
2,2,2,1,2.75,3.1,2.32,2.7,3,2.3,2.87,3,2.25,2.7,3,2.375,2.875,3.1,2.25,2.62,3.1,2.37
2,2,1,1,2.2,3.1,2.95,2.2,2.9,3,2.1,3.2,3,2.25,3.1,2.8,2.2,3.2,2.8,2.2,3.1,2.87
1,0,0,0,1.82,3.05,4.15,1.75,3.2,4,1.73,3.2,4.33,1.833,3,4,1.833,3,4,1.8,3,4.2
3,1,1,1,1.55,3.45,5.5,1.55,3.5,4.8,1.57,3.5,5,1.533,3.4,5.5,,,,1.61,3.25,5
0,0,0,0,2.32,3.05,2.8,2.2,2.9,3,2.25,3.4,2.62,2.25,3,2.9,,,,2.3,3.1,2.75
3,0,1,0,2,3,3.55,2,3,3.3,2.1,3.2,3,1.95,3,3.6,,,,1.9,3.1,3.6
3,1,2,0,1.67,3.25,4.75,1.7,3.2,4.2,1.67,3.2,5,1.727,3.2,4.333,,,,1.66,3.1,5
1,1,1,0,2.05,3,3.4,2,2.9,3.4,2.1,3,3.2,2.1,3,3.2,,,,2.1,3,3.2
1,1,1,1,1.33,4.2,8,1.3,4.2,8,1.33,4,8,1.333,4,8,,,,1.36,3.75,8
0,1,0,0,1.9,3.1,3.65,1.9,3,3.6,2,3.2,3.2,1.909,3.2,3.5,,,,1.83,3.2,3.75
0,0,0,0,2.15,2.95,3.2,1.9,3,3.6,2.1,3,3.2,2.1,3,3.2,,,,2.3,3,2.8
1,2,0,1,2.26,2.9,3.05,2.2,2.8,3.1,2.37,3,2.75,2.25,2.9,3,,,,2.25,2.87,3
3,0,0,0,1.92,3,3.85,1.9,3,3.6,1.83,3,4,1.909,3,3.75,,,,1.8,3,4.2
1,0,1,0,1.65,3.25,5,1.7,3.2,4.2,1.67,3.2,5,1.667,3.2,4.75,,,,1.66,3.1,5
2,1,1,1,1.72,3.3,4.3,1.7,3.2,4.2,1.73,3.2,4.33,1.7,3.2,4.5,,,,1.8,3.2,4
1,0,0,0,2.3,3.1,2.85,2.3,3,2.7,2.5,3.2,2.5,2.3,3.1,2.7,2.375,3,2.7,2.37,2.87,2.8
1,2,1,0,2.5,3,2.6,2.5,3,2.5,2.5,3.2,2.5,2.625,2.875,2.5,2.5,2.9,2.6,2.37,2.87,2.8
3,1,2,1,1.6,3.3,5.3,1.6,3.4,4.6,1.61,3.25,5,1.615,3.3,5,1.571,3.25,5.5,1.57,3.3,5.5
1,2,0,1,2.68,2.9,2.5,2.6,2.8,2.6,3.2,3,2.1,2.7,2.875,2.5,2.7,2.8,2.5,2.7,2.8,2.5
3,0,1,0,1.5,3.45,6.2,1.6,3.2,5,1.44,3.5,7,1.571,3.1,6,1.5,3.25,6.5,1.57,3.1,6
2,1,1,1,2.05,3,3.4,2,3,3.3,2.1,3.2,3,2.1,3,3.2,2.1,3,3.2,2,3.1,3.3
2,0,1,0,1.82,3.1,4.08,1.75,3.2,4,1.8,3.2,4,1.9,3,3.75,1.8,3.1,4,1.9,3,3.75
2,1,1,0,2.9,3.1,2.2,3.2,2.9,2.1,3,3.2,2.1,2.8,2.875,2.375,2.8,2.875,2.375,2.8,3,2.3
2,2,0,1,1.38,4,7.1,1.45,3.8,5.4,1.36,3.75,8,1.364,3.75,8,1.364,4,7,1.33,4,8
1,0,0,0,1.8,3.1,4.2,1.7,3.2,4.2,1.83,3.2,3.75,1.727,3.2,4.333,1.727,3.1,4.5,1.72,3.1,4.5
0,1,0,0,2.7,2.9,2.5,2.7,3,2.3,,,,2.7,3,2.4,2.5,3.1,2.5,2.5,3.1,2.5
4,3,1,0,2.1,3,3.25,1.9,3,3.6,,,,2.2,3,3,2,3.1,3.3,2.2,3.1,2.87
2,0,1,0,1.45,3.6,6.75,1.4,3.7,6.4,,,,1.444,3.6,6.5,1.4,3.75,7,1.5,3.4,6
1,0,0,0,1.6,3.3,5.3,1.65,3.3,4.4,,,,1.571,3.3,5,1.667,3.25,4.5,1.57,3.5,5
0,1,0,1,2.5,2.9,2.7,2.5,2.9,2.6,,,,2.7,3,2.375,2.375,3,2.7,2.4,3,2.7
0,0,0,0,1.7,3.3,4.5,1.75,3.2,4,,,,1.75,3.2,4.2,1.727,3.2,4.333,1.72,3.2,4.33
1,0,0,0,2.4,2.9,2.82,2.3,2.8,2.9,,,,2.5,3,2.6,2.4,2.875,2.75,2.37,3,2.7
2,0,1,0,1.8,3.2,4.1,1.8,3.1,3.8,,,,1.909,3,4,1.8,3.1,4,1.9,3.1,3.6
0,1,0,0,1.9,3.1,3.75,1.85,3,3.8,1.91,3,3.75,1.9,3.1,3.75,1.909,3.1,3.6,1.9,3.1,3.6
3,2,0,1,1.45,3.7,6.4,1.5,3.5,5.4,1.4,3.75,7,1.444,3.75,6.5,1.4,3.75,7,1.44,3.75,6
2,0,1,0,2.25,3,3,2.2,2.9,3,2.37,3,2.75,2.375,3,2.75,2.2,3,3,2.2,3.1,2.9
0,0,0,0,1.95,3.15,3.5,1.9,3,3.6,2.1,3.2,3,2.1,3.1,3.2,1.909,3.1,3.6,1.8,3.1,4
1,2,1,1,1.9,3.2,3.6,1.75,3.2,4,1.8,3.2,4,1.9,3.1,3.8,1.909,3.1,3.6,1.9,3.2,3.5
0,0,0,0,2.05,3,3.4,2.2,2.9,3,2,3,3.4,2,3,3.5,2,3,3.4,2.1,2.9,3.25
3,1,0,1,1.53,3.5,5.6,1.55,3.5,4.8,1.57,3.25,5.5,1.615,3.3,5.25,1.615,3.25,5,1.57,3.25,5.5
2,1,0,0,2.15,3,3.15,2.1,2.9,3.2,2.1,3.2,3,2.25,3,3,2.25,3,2.875,2.1,3,3.2
1,0,1,0,1.75,3.25,4.2,1.75,3.2,4,1.8,3.2,4,1.727,3.25,4.333,1.667,3.25,4.5,1.72,3.25,4.2
2,1,0,0,2.4,3,2.7,2.2,2.9,3,2.37,3,2.75,2.375,2.9,2.9,2.3,2.9,2.875,2.3,3,2.8
3,0,2,0,1.86,3,4,1.85,3.1,3.6,1.8,3.2,4,1.909,3,3.8,1.833,3.2,3.75,1.8,3.1,4
0,1,0,1,2.85,2.95,2.35,3.2,2.9,2.1,3,3,2.2,2.7,3,2.4,2.7,3,2.375,2.8,2.9,2.37
2,3,1,2,1.98,3,3.6,2,2.9,3.4,2,3,3.4,2,3,3.5,2.1,3,3.2,1.9,3,3.75
2,0,0,0,1.36,4,7.55,1.35,4,7,1.3,4,9,1.364,4,7,1.364,4,7,1.4,3.6,7.5
2,0,1,0,2.2,3.15,2.9,2,3,3.3,2.25,3.2,2.75,2.3,3,2.8,2.25,3,2.875,2.2,3,3
3,1,2,1,1.75,3,4.7,1.8,3.1,3.8,1.8,3.2,4,1.75,3.2,4.333,1.667,3.25,4.5,1.72,3.2,4.33
1,1,1,0,2.63,2.85,2.56,2.4,2.8,2.8,2.75,3,2.35,2.7,2.875,2.5,2.7,3,2.375,2.62,2.9,2.5
2,0,0,0,2.4,2.9,2.8,2.4,2.8,2.8,2.35,3.2,2.6,2.4,3,2.7,2.3,3,2.8,2.37,3,2.7
1,1,0,0,1.95,2.9,3.85,1.9,3,3.6,2,3,3.4,1.909,3,3.8,1.909,3.1,3.6,1.8,3,4.2
3,0,1,0,2.5,2.9,2.7,2.5,2.8,2.7,,,,2.5,3,2.6,2.4,2.9,2.75,2.5,3.1,2.5
2,1,2,0,1.55,3.35,5.75,1.55,3.5,4.8,1.61,3.25,5,1.6,3.25,5.2,,,,1.57,3.3,5.5
0,0,0,0,1.4,3.75,7,1.4,3.7,6.4,1.44,3.6,6.5,1.444,3.6,6.5,,,,1.44,3.6,6.5
1,1,0,0,2,3.15,3.35,2.2,2.9,3,2.1,3,3.2,2,3,3.4,,,,2,3,3.4
2,2,1,1,1.65,3.3,4.7,1.9,3.1,3.5,1.61,3.25,5,1.75,3.25,4,,,,1.8,3.3,3.75
2,1,1,1,1.8,3,4.4,2,2.8,3.5,2,3,3.4,1.85,3.1,3.8,,,,1.9,2.87,4
1,1,0,1,1.56,3.4,5.5,1.55,3.5,4.8,1.57,3.25,5.5,1.571,3.25,5.5,,,,1.53,3.4,5.5
4,0,1,0,2.5,3,2.62,2.5,3,2.5,2.5,3.2,2.5,2.4,3,2.7,,,,2.4,3.1,2.6
3,0,2,0,2,2.9,3.7,2,2.8,3.5,2,3.2,3.2,2,3,3.4,,,,1.9,3,3.75
0,1,0,0,2.2,2.95,3.1,2.2,2.9,3,2.2,3,3,2.2,2.875,3.1,,,,2.2,3,3
2,3,1,0,1.8,3.15,4,2,3,3.3,,,,1.909,3.2,3.5,2,3.1,3.3,,,
1,0,0,0,2.62,3.1,2.47,2.6,2.8,2.6,,,,2.7,3,2.4,2.7,3,2.375,2.62,2.9,2.5
2,0,0,0,1.47,3.7,6,1.45,3.8,5.4,,,,1.5,3.4,6,1.5,3.4,6,1.5,3.4,6
3,1,0,1,2.87,3.2,2.2,3,2.9,2.2,,,,2.875,3.1,2.2,2.875,3.1,2.2,2.75,3.1,2.3
2,1,1,0,2.37,3.2,2.62,2.5,3,2.5,,,,2.4,3.1,2.6,2.4,3.2,2.5,2.4,3.25,2.5
1,1,0,1,1.6,3.45,5,1.5,3.7,5,,,,1.571,3.4,5.5,1.533,3.4,5.5,1.57,3.3,5.5
0,0,0,0,1.29,4.5,8.4,1.25,4.5,9,,,,1.3,4.333,8,1.286,4.333,8.5,1.28,4.2,9
3,1,0,1,1.8,3.2,4,1.75,3.2,4,,,,1.85,3.1,3.8,1.909,3,3.75,1.83,2.9,4.33
2,0,0,0,1.75,3.3,4.1,,,,,,,,,,1.727,3.4,4,1.8,3.4,3.6
0,0,0,0,1.8,3.2,4,1.7,3.2,4.2,,,,2,3,3.4,2.1,2.9,3.25,1.9,3,3.75
3,3,2,2,2.85,3.05,2.2,3,2.9,2.2,3,3,2.2,2.875,3.1,2.2,,,,2.62,3.1,2.37
0,1,0,0,3,3.05,2.2,2.9,2.7,2.4,2.625,2.875,2.5,,,,3,2.875,2.25,,,
4,1,2,0,1.33,4.4,7.3,1.4,3.9,6,1.364,3.75,8,,,,1.333,4.333,7,,,
2,2,0,1,1.77,3.5,3.75,,,,1.8,3.2,4,,,,1.833,3.3,3.6,,,
1,1,1,0,2.75,3.15,2.3,2.5,3,2.5,2.75,3,2.375,,,,2.8,3.1,2.25,,,
3,0,0,0,2.25,2.8,3.2,2.3,3,2.7,2.2,3,3,,,,2.25,2.7,3.2,,,
2,0,0,0,1.42,4,6.25,1.45,3.8,5.4,1.444,3.4,7.5,,,,1.4,3.75,7,,,
1,0,0,0,1.55,3.7,5,,,,1.667,3.2,5,,,,1.667,3.25,4.5,,,
0,0,0,0,2.6,3.1,2.45,2.5,3,2.5,2.5,3.25,2.4,,,,2.6,3.1,2.375,,,
3,0,0,0,1.65,3.2,5,1.65,3.3,4.4,1.571,3.5,5,,,,1.615,3.25,5,,,
2,3,1,2,1.24,4.75,8.9,1.2,5,10,1.2,5,11,1.25,4.5,8.5,1.286,4.5,8,1.3,4.33,8
1,0,0,0,,,,,,,1.571,3.25,5.5,1.533,3.5,5,,,,1.5,3.6,5.5
1,0,0,0,2.7,3.3,2.25,2.5,3,2.5,2.75,3.2,2.25,2.8,3.2,2.2,2.7,3.2,2.25,2.75,3.1,2.3
3,1,2,1,1.9,3.1,3.8,1.85,3,3.8,1.833,3,4,1.8,3.1,4.2,1.833,3,4,1.8,2.9,4.5
1,0,0,0,1.8,3.2,4,1.85,3,3.8,,,,1.75,3.1,4,,,,1.66,3.3,4.5
1,1,1,1,1.7,3.5,4.1,1.55,3.5,4.8,1.727,3.5,3.75,1.667,3.4,4.333,1.667,3.6,4,1.72,3.4,4
2,1,1,0,2,3.1,3.45,1.9,3,3.6,2.1,3,3.2,1.8,3.1,3.75,2.1,3,3.2,2,3,3.4
0,2,0,0,1.67,3.15,4.8,1.7,3.2,4.2,1.727,3.2,4.333,1.7,3.1,4.333,1.727,3.2,4.333,1.72,3.1,4.5
3,0,2,0,1.9,2.95,3.95,1.9,3,3.6,1.727,3.4,4,1.8,3,4,1.833,3,4,1.72,3.2,4.33
