FTHG,FTAG,HTHG,HTAG,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA
4,0,1,0,4.5,3.4,1.65,3.8,3.1,1.7,,,,4.5,3.5,1.62,4.8,3.4,1.6
1,0,0,0,1.9,3.1,3.7,1.8,2.9,3.6,,,,1.91,3.1,3.6,1.9,3.2,3.5
2,3,2,1,1.68,3.3,4.5,1.7,3.1,3.8,,,,1.75,3.25,4.2,1.72,3.2,4.33
0,2,0,1,2.6,3,2.5,2.4,2.9,2.4,,,,2.6,3,2.5,2.6,2.8,2.6
1,0,0,0,1.2,5.3,10,1.25,4.3,8,,,,1.22,5,9.5,1.2,5,11
1,1,1,1,1.92,3.1,3.6,1.75,3.1,3.6,,,,1.83,3.2,3.75,1.8,3.3,3.75
1,0,1,0,1.73,3.25,4.3,1.65,3.1,4,,,,1.67,3.25,4.5,1.66,3.3,4.5
3,2,1,0,2.28,3,2.9,2.2,2.8,2.8,,,,2.25,3,2.88,2.2,3.1,2.87
0,1,0,0,2.37,3,2.75,2.2,2.8,2.8,,,,2.3,3,2.8,,,
2,1,1,1,2.33,3,2.8,2.2,2.8,2.8,,,,2.3,3.1,2.75,2.3,3.1,2.75
2,1,1,0,1.77,3.15,4.2,1.75,3.1,3.6,,,,1.67,3.2,4.75,1.66,3.1,5
5,2,4,1,1.6,3.3,5.2,1.5,3.4,4.7,,,,1.53,3.4,5.5,1.53,3.4,5.5
2,2,0,2,,,,2.1,2.9,2.9,,,,2.38,3.1,2.63,2.37,3.1,2.62
2,2,1,0,1.87,3.1,3.8,1.75,3.1,3.6,,,,1.8,3.25,3.8,1.72,3.2,4.33
3,1,1,0,1.52,3.5,5.5,1.5,3.4,4.7,,,,1.53,3.4,5.5,1.53,3.4,5.5
3,0,1,0,1.25,4.75,9,1.25,4.3,8,,,,1.29,4.5,8,1.25,4.5,9.5
2,1,0,1,1.95,3.1,3.5,1.85,2.9,3.4,,,,1.83,3.2,3.6,1.83,3.2,3.75
2,3,2,0,1.65,3.3,4.7,1.6,3.2,4.2,,,,1.62,3.3,5,,,
1,1,0,1,1.9,3.1,3.65,1.85,2.9,3.4,,,,1.8,3.25,3.8,1.8,3.3,3.75
2,1,2,1,2.6,2.95,2.5,2.2,2.8,2.8,,,,2.5,3.1,2.5,2.5,3.1,2.5
3,1,1,1,1.5,3.55,5.75,1.6,3.2,4.2,,,,1.53,3.4,5.5,1.61,3.5,4.5
2,0,1,0,1.95,3.1,3.45,2,2.7,3.2,,,,1.9,3.2,3.5,2,3,3.4
2,1,1,0,2.4,2.9,2.6,2.2,2.8,2.8,,,,2.5,3.1,2.5,2.37,3.1,2.62
2,2,2,1,1.83,3.2,3.9,1.75,3.1,3.6,,,,1.83,3.2,3.75,1.8,3.1,4
2,0,1,0,2.3,3.05,2.78,2.2,2.8,2.8,,,,2.2,3.2,2.8,2.3,3.1,2.75
1,1,1,0,2.52,2.95,2.6,2.3,2.8,2.6,,,,2.5,3.1,2.5,2.4,3,2.7
1,0,0,0,1.55,3.4,5.5,1.5,3.4,4.7,,,,1.5,3.4,6,1.5,3.3,6.5
0,0,0,0,2,3.1,3.35,1.85,2.9,3.4,,,,1.91,3.2,3.5,1.9,3.2,3.5
0,0,0,0,2,3.1,3.35,2.1,2.8,3,,,,1.95,3.2,3.3,2,3.2,3.2
1,0,1,0,1.92,3.1,3.6,2,2.8,3.1,,,,1.91,3.1,3.6,1.8,3.3,3.75
2,1,0,0,2.3,3,2.85,2.2,2.7,2.9,,,,2.38,3.1,2.63,,,
1,2,0,1,1.65,3.3,4.7,1.75,3.1,3.6,,,,1.62,3.25,5,1.61,3.25,5
1,1,0,1,2,3.1,3.35,1.75,3.1,3.6,1.73,3.2,4.33,1.85,3.25,3.6,1.83,3.2,3.75
4,1,0,0,1.25,4.7,9.1,1.25,4.3,8,1.25,4.5,10,1.29,4.33,8.5,1.25,4.33,11
1,0,0,0,1.25,4.65,9.25,1.25,4.3,8,1.25,4.5,10,1.29,4.5,8,,,
4,2,1,1,1.85,3.2,3.8,1.8,3,3.5,1.8,3.25,3.75,1.8,3.25,3.75,1.72,3.4,4
1,1,0,0,1.38,3.95,7,1.4,3.6,5.5,1.44,3.6,6.5,1.44,3.6,6.5,1.5,3.4,6
2,0,1,0,1.95,3.1,3.5,1.85,2.9,3.4,1.8,3.25,3.75,1.75,3.25,4,1.8,3.3,3.75
2,2,1,0,2.1,3.05,3.15,2.2,2.8,2.8,2.25,3,2.87,2.25,3.1,2.8,2.25,3.2,2.75
4,0,2,0,1.22,5,10,1.2,4.7,9,1.2,5,11,1.22,5,9.5,1.22,5,9.5
2,1,0,0,1.85,3,4,1.9,2.8,3.3,1.91,3.25,3.4,1.91,3.2,3.5,2,3.2,3.2
1,2,1,0,1.9,3.07,3.7,1.85,2.8,3.5,1.91,3.2,3.5,2,3,3.5,1.9,3.1,3.6
2,0,2,0,3,3.1,2.17,3.1,3,1.9,3.2,3.2,2,3.1,3.1,2.1,3.5,3.2,1.9
3,2,0,1,2.52,2.9,2.65,2.3,2.9,2.5,2.5,2.87,2.62,2.5,3,2.6,2.3,3,2.8
1,0,0,0,1.78,3.2,4.15,1.8,2.9,3.6,1.73,3.2,4.33,1.73,3.2,4.33,1.72,3.2,4.33
1,0,0,0,2.63,3,2.47,2.4,2.9,2.4,2.6,3.2,2.37,2.6,3.1,2.4,2.62,2.9,2.5
1,1,0,1,3.8,3.15,1.87,3.3,3,1.85,3.5,3.2,1.91,3.6,3.2,1.85,3.75,3.2,1.83
3,3,1,2,2.35,3,2.8,2.3,2.8,2.6,2.25,3.2,2.75,2.38,3.1,2.63,,,
1,1,1,0,2.3,3.1,2.8,2.2,2.8,2.8,2.1,3.2,3,2.2,3.2,2.8,2.2,3.2,2.8
0,2,0,1,1.58,3.45,5.2,1.6,3.2,4.2,1.5,3.4,6,1.53,3.4,5.5,1.5,3.4,6
4,2,2,0,1.57,3.45,5.25,1.65,3.1,4,1.5,3.4,6,1.55,3.4,5.5,1.5,3.4,6
2,2,2,1,1.8,3.2,3.8,1.9,2.8,3.3,1.8,3.2,4,1.85,3.25,3.6,1.8,3.3,3.75
4,2,2,0,1.5,3.5,6,1.45,3.5,5,1.44,3.6,6.5,1.53,3.4,5.5,1.44,3.5,7
1,4,1,2,2.18,3.1,2.97,2,2.9,3,2.25,3.2,2.75,2.2,3.1,2.88,2.1,3,3.2
1,0,1,0,1.2,5.25,10.5,1.2,4.7,9,1.22,5,10,1.22,5,9.5,1.2,5,11
0,1,0,0,1.47,3.55,6.4,1.45,3.5,5,1.44,3.6,6.5,1.5,3.5,6,1.44,3.5,7
0,1,0,0,1.52,3.55,5.55,1.45,3.5,5,1.5,3.4,6,1.5,3.5,5.75,,,
4,1,2,1,1.3,4.5,8.15,1.25,4.3,8,1.36,3.75,8,1.3,4.33,8,1.28,4.5,8
1,1,1,0,1.44,3.65,6.8,1.45,3.5,5,1.44,3.6,6.5,1.4,3.75,7,1.44,3.6,6.5
3,3,2,1,2.2,3.1,2.95,2.1,2.9,2.9,2.25,3.2,2.75,2.2,3.2,2.8,2.3,3.2,2.62
2,1,1,1,2.15,3.05,3.1,2,2.7,3.2,2,3.2,3.2,2,3,3.4,2.2,3,3
1,3,1,1,1.92,3.1,3.65,1.85,2.8,3.6,1.91,3.2,3.5,1.85,3.1,3.75,1.9,3.2,3.5
1,4,0,1,2.72,2.95,2.45,2.4,2.9,2.4,2.6,3.2,2.37,2.63,3.1,2.38,2.5,2.87,2.62
4,2,2,0,1.7,3.3,4.5,1.65,3.1,4,1.57,3.25,5.5,1.6,3.25,5,1.5,3.4,6
2,1,1,0,1.66,3.3,4.55,1.6,3.2,4.2,1.61,3.25,5,1.57,3.3,5.5,1.61,3.25,5
1,2,1,0,1.88,3.15,3.75,1.8,3,3.5,1.83,3,4,1.75,3.25,4,1.8,3.3,3.75
0,1,0,0,3.45,3.1,2,3.2,2.9,1.9,3.2,3.2,2,3.6,3.25,1.85,3.2,3.2,2
0,2,0,0,2.55,3.05,2.5,2.4,2.8,2.5,2.62,2.87,2.5,2.5,3.1,2.5,2.5,3.1,2.5
1,1,1,1,1.93,3.15,3.55,2,2.7,3.2,1.83,3.2,3.75,1.85,3.25,3.6,,,
3,0,0,0,1.85,3.15,3.85,1.8,2.9,3.6,1.83,3.2,3.75,1.83,3.2,3.8,1.8,3.1,4
4,4,3,1,2.85,3.1,2.27,2.7,2.9,2.2,2.75,3.2,2.25,2.75,3.2,2.25,2.62,3.1,2.37
2,1,1,0,2.67,3.05,2.42,2.45,2.8,2.45,2.62,2.87,2.5,2.63,3.1,2.38,2.62,2.87,2.5
4,4,0,2,1.32,4.25,8.2,1.35,3.8,6.2,1.36,4,7,1.36,3.75,8,1.36,3.75,8
2,1,0,1,1.26,4.6,9,1.3,4,7,1.25,4.5,10,1.33,4,8,,,
4,0,1,0,1.35,4.1,7.5,1.4,3.6,5.5,1.28,4.33,9,1.36,3.8,7.5,1.33,4,8
1,2,1,1,1.52,3.55,5.6,1.55,3.3,4.5,1.61,3.25,5,1.57,3.5,5,1.53,3.6,5
0,1,0,1,1.95,3.1,3.55,1.8,3,3.5,2,3,3.4,1.91,3.1,3.6,1.9,3.1,3.6
1,1,1,1,1.8,3.15,4.1,1.8,3,3.5,1.67,3.25,4.5,1.7,3.2,4.5,1.72,3.2,4.33
2,1,1,1,1.5,3.55,5.9,1.5,3.4,4.7,1.5,3.4,6,1.45,3.5,6.5,1.5,3.4,6
3,3,1,1,2.1,3.1,3.15,2.1,2.8,3,2.25,3.2,2.75,2.15,3,3.1,2.1,3.2,3
3,0,2,0,2.45,3.05,2.65,2.4,2.9,2.4,2.75,3.2,2.25,2.6,3.1,2.4,2.5,3.1,2.5
1,0,0,0,1.73,3.25,4.35,1.7,2.9,4,1.8,3.2,4,1.73,3.1,4.5,1.72,3.2,4.33
2,1,0,0,2.35,3,2.8,2.2,2.9,2.7,2.25,3.2,2.75,2.3,3.1,2.7,2.3,2.9,2.87
1,2,0,1,1.7,3.3,4.45,1.65,3.2,3.9,1.67,3.25,4.5,1.67,3.25,4.5,1.66,3.3,4.5
3,0,1,0,1.6,3.4,5.05,1.65,3.2,3.9,1.61,3.5,4.5,1.6,3.3,5,1.53,3.4,5.5
1,1,0,1,1.72,3.25,4.4,1.75,3.1,3.6,1.61,3.5,4.5,1.67,3.25,4.5,1.61,3.3,5
3,1,2,1,3.55,3.1,1.95,3.2,2.9,1.9,3.4,3.25,1.91,3.5,3.2,1.91,,,
0,0,0,0,2.93,2.9,2.32,2.7,2.9,2.2,2.8,3.2,2.2,2.9,3.1,2.15,2.87,3,2.25
3,1,2,0,1.8,3.2,4.05,1.8,2.9,3.6,1.67,3.25,4.5,1.7,3.25,4.33,1.8,3.1,4
1,2,0,1,1.97,3.1,3.5,2,2.9,3,1.91,3.2,3.5,1.83,3.2,3.75,1.83,3.2,3.75
2,2,2,0,2.35,2.95,2.85,2.3,2.8,2.6,2.37,3.2,2.6,2.3,3,2.8,2.25,3.1,2.8
2,3,1,2,2.92,2.95,2.3,2.8,2.8,2.2,2.8,3.2,2.2,2.9,3,2.25,3.2,3,2.1
1,1,0,1,1.23,5,9.6,1.25,4.3,8,1.25,4.5,10,1.25,4.5,10,,,
1,0,0,0,1.32,4.25,8.05,1.4,3.6,5.5,1.4,3.75,7,1.33,4,8,1.33,4,8
2,0,0,0,2.23,3.05,2.95,2.1,2.9,2.9,2.1,3.2,3,2.2,3.1,2.9,2.1,3.2,3
1,1,1,1,1.45,3.8,6.1,1.6,3.2,4.2,1.67,3.25,4.5,1.6,3.5,4.75,1.57,3.5,5
1,0,1,0,1.42,3.85,6.55,1.45,3.5,5,1.44,3.6,6.5,1.44,3.6,6.5,1.44,3.6,6.5
2,1,1,0,2,3.1,3.4,2,2.9,3,2.1,3.2,3,2.2,3,3,2,3.2,3.2
2,2,1,1,1.55,3.5,5.4,1.55,3.3,4.5,1.44,3.6,6.5,1.5,3.5,5.75,1.5,3.4,6
2,1,2,0,1.55,3.53,5.3,1.55,3.3,4.5,1.61,3.25,5,1.67,3.25,4.5,1.57,3.5,5
1,3,0,0,2.45,3,2.67,2.2,2.8,2.8,2.25,3.2,2.75,2.25,3.1,2.8,2.37,3.1,2.62
1,1,1,1,1.95,3.2,3.4,1.85,2.9,3.4,1.8,3.25,3.75,1.75,3.25,4,1.8,3.4,3.6
3,0,2,0,2.35,3.15,2.65,2.2,2.9,2.7,2.6,3.2,2.37,2.4,3.1,2.6,2.37,3.1,2.62
0,0,0,0,3.05,3.1,2.15,2.9,2.9,2.1,2.6,3.2,2.37,2.88,3.1,2.2,3,3,2.2
1,2,0,0,2.6,3.05,2.5,2.4,2.9,2.4,2.5,3.2,2.5,2.5,3.1,2.5,2.5,3.1,2.5
5,1,2,0,1.53,3.6,5.4,1.55,3.3,4.5,1.57,3.5,5,1.57,3.5,5,1.5,3.6,5.5
1,0,0,0,2.65,2.95,2.5,2.45,2.8,2.45,2.5,3.25,2.4,2.5,3.1,2.5,,,
5,0,3,0,2.15,3,3.15,2.1,2.8,3,2.2,3.25,2.75,2.1,3,3.2,2,3.1,3.3
1,1,0,0,2.75,3,2.38,2.7,2.9,2.2,2.75,3.2,2.25,2.75,3.1,2.3,2.62,3.1,2.37
0,0,0,0,2.2,3,3.05,2.1,2.8,3,2.25,3.2,2.75,2.2,3.1,2.88,2.15,3.2,2.9
2,1,1,0,1.7,3.35,4.35,1.7,3.1,3.8,1.67,3.25,4.5,1.57,3.3,5.25,1.61,3.25,5
3,1,2,0,1.6,3.45,4.95,1.55,3.3,4.5,1.5,3.4,6,1.53,3.5,5.25,1.57,3.5,5
2,1,1,1,1.42,3.85,6.1,1.5,3.4,4.7,1.44,3.6,6.5,1.44,3.6,6.5,1.4,3.75,7
1,3,1,1,1.68,3.4,4.2,1.65,3.2,3.9,1.61,3.5,4.5,1.55,3.5,5,1.57,3.5,5
1,1,1,1,1.7,3.25,4.3,1.65,3.2,3.9,1.67,3.25,4.5,1.7,3.25,4.33,1.61,3.1,5.5
5,1,1,1,1.33,4.05,7.2,1.4,3.6,5.5,1.4,3.75,7,1.33,3.9,8,1.36,3.75,8
2,1,0,1,1.95,3.1,3.4,2.1,2.8,3,2.1,3,3.2,2,3,3.4,2,3,3.4
3,0,2,0,2.65,2.85,2.5,2.3,2.9,2.5,2.5,2.87,2.62,2.8,2.8,2.38,2.5,3.1,2.5
2,0,0,0,1.95,3.1,3.4,2.1,2.9,2.9,2.1,3.2,3,2.1,3.1,3.1,2,3.2,3.2
1,0,1,0,2.25,3,2.9,2.2,2.9,2.7,2.37,3.2,2.6,2.3,3.2,2.63,,,
2,2,1,0,1.35,4.1,7,1.35,3.8,6.2,1.44,3.6,6.5,1.33,4.2,7.5,1.33,4,8
2,0,1,0,1.85,3.15,3.75,1.8,3,3.5,1.91,3.25,3.4,1.8,3.1,4,1.83,3,4
1,0,0,0,1.4,3.85,6.7,1.45,3.5,5,1.4,3.75,7,1.44,3.6,6.5,1.4,3.6,6.5
0,1,0,1,2.82,3.05,2.27,2.4,2.9,2.4,2.75,3.2,2.25,2.88,3.2,2.15,3,3.2,2.1
1,1,0,0,1.35,4.2,7,1.35,3.8,6.2,1.4,4,6.5,1.33,4.33,7,1.36,4,7
0,1,0,1,2.4,3,2.65,2.2,2.9,2.7,2.25,3.2,2.75,2.3,3.1,2.7,2.3,3,2.8
3,3,1,1,1.9,3.15,3.6,1.8,3,3.5,1.8,3.25,3.75,1.75,3.25,4.1,,,
2,3,0,2,2.75,3,2.35,2.7,2.9,2.2,2.8,3.2,2.2,2.75,3.1,2.3,2.62,3.1,2.37
4,0,2,0,2.17,3,3.05,2.2,2.9,2.7,2,3.2,3.2,2.1,3.2,3,2.1,3.2,3
0,1,0,1,3.6,3.15,1.8,3.6,3.1,1.75,4,3.2,1.8,3.6,3.25,1.85,3.25,3.4,1.9
1,1,1,0,1.83,3.2,3.85,1.8,2.9,3.6,1.83,3.4,3.5,1.75,3.2,4.2,1.72,3.25,4.2
0,0,0,0,1.95,3.15,3.45,1.9,2.8,3.3,1.91,3.2,3.5,1.95,3.1,3.5,1.9,3.25,3.4
0,1,0,0,2.52,2.95,2.58,2.9,3,2,2.5,2.87,2.62,2.6,3.1,2.4,2.5,3.1,2.5
5,0,2,0,1.35,4.15,7,1.4,3.6,5.5,1.33,4,8,1.36,3.75,8,1.36,4,7
1,3,0,1,2.1,3.05,3.15,2,2.9,3,2.1,3.2,3,2.2,3.1,2.88,2,3.2,3.2
0,1,0,0,1.2,4.9,8.85,1.2,4.7,9,1.25,4.5,10,1.22,4.6,11,1.22,5,9.5
1,2,0,1,1.3,4.45,7.65,1.3,4,7,1.25,4.5,10,1.33,4.33,7,1.28,4.33,8.5
4,0,3,0,1.4,3.7,6.5,1.4,3.6,5.5,1.36,3.75,8,1.4,3.75,7,1.4,3.6,7.5
2,1,1,1,2.2,3.2,2.82,2.2,2.9,2.7,2,3.2,3.2,2.05,3.25,3,2.1,3.3,2.9
1,1,0,0,2.65,3,2.43,2.3,2.9,2.5,2.5,3.25,2.37,2.5,3.25,2.38,2.6,3.1,2.4
2,0,1,0,1.6,3.4,4.9,1.6,3.2,4.2,1.67,3.4,4.33,1.67,3.5,4.2,,,
1,1,1,1,1.87,3.05,3.85,2.2,2.6,3,2,3,3.4,2,3.1,3.3,2,3.6,2.9
2,4,1,1,3.2,3.25,2,2.9,2.9,2.1,2.5,3.25,2.37,2.75,3,2.25,3,3.25,2.1
1,3,0,2,2.85,3.25,2.1,,,,2.75,3.25,2.2,2.88,3.25,2.1,3.1,3.3,2
1,0,0,0,1.7,3.25,4.2,1.65,3.2,3.9,1.67,3.25,4.5,1.7,3.4,4.2,1.66,3.4,4.33
3,2,3,1,1.86,3.1,3.8,1.7,3.1,3.8,1.91,3.2,3.5,1.85,3.2,3.5,1.8,3.25,3.8
2,1,1,0,1.63,3.6,4.35,1.6,3.3,4,1.67,3.4,4.33,1.62,3.75,4.2,1.53,3.8,4.75
1,0,0,0,1.9,3.15,3.5,1.75,3.1,3.6,1.91,3.2,3.5,1.91,3.1,3.6,,,
1,1,1,1,2.15,3.45,2.7,2.1,2.9,2.9,2.1,3.5,2.75,2.1,3.25,2.9,2,3.3,3.1
2,1,1,1,1.88,3.3,3.45,1.75,3.1,3.6,2.2,3.25,2.75,1.95,3.2,3.3,2,3.2,3.2
0,1,0,0,1.8,3.3,3.7,1.9,2.9,3.2,1.73,3.2,4.33,1.8,3.3,3.75,1.83,3.3,3.6
2,2,0,1,3.1,3.1,2.1,3.2,2.9,1.9,3.2,3.2,2,3.1,3.25,2,3,3.2,2.1
1,0,1,0,1.85,3.1,3.7,1.85,3,3.3,2,3,3.4,1.91,3.2,3.3,1.83,3.3,3.6
2,1,1,0,2.38,3.1,2.6,,,,2.2,3,3,2.2,3.2,2.7,2.2,3.2,2.8
3,0,0,0,2.23,3,2.9,,,,2.1,3,3.2,1.95,3.3,3.1,2,3.3,3.1
4,0,2,0,1.6,3.3,4.1,1.6,3.3,4,1.61,3.5,4.5,1.62,3.4,4.5,1.44,3.75,6
3,2,2,1,1.6,3.4,3.95,1.7,3.1,3.8,1.67,3.4,4.33,1.7,3.25,4.33,1.72,3.2,4.33
4,0,1,0,1.53,3.65,5,1.45,3.7,4.5,1.57,3.5,5,1.5,3.6,5.5,1.5,3.8,5
4,2,1,0,1.47,4.1,4.2,1.5,3.4,4.7,1.57,3.5,5,1.44,4,5.5,1.44,4.33,5
2,1,1,0,1.55,3,6.5,1.45,3,6,1.57,3.25,5.5,1.6,3,6,1.57,2.87,7
0,1,0,1,,,,,,,3.75,3,1.91,4,3.5,1.57,,,
1,1,0,0,,,,,,,,,,,,,,,
