FTHG,FTAG,HTHG,HTAG,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,SYH,SYD,SYA,WHH,WHD,WHA
0,0,0,0,1.47,3.5,6.6,1.5,3.5,5.4,1.44,3.4,7,1.533,3.3,6,1.444,3.4,7,1.5,3.4,6
0,0,0,0,3.95,3.1,1.85,3.6,3,1.9,4,3,1.83,4,3,1.85,4,3,1.833,4,3,1.83
1,1,0,0,1.7,3.25,4.52,1.6,3.4,4.6,1.73,3.2,4.33,1.727,3.2,4.333,1.667,3.1,5,1.66,3.1,5
0,1,0,0,1.7,3.1,4.85,1.65,3.3,4.4,1.67,3.2,5,1.667,3.2,4.75,1.667,3.1,5,1.66,3.1,5
2,1,1,1,1.93,3.15,3.55,1.85,3.1,3.6,1.83,2.87,4.33,1.909,3.1,3.6,1.909,3.1,3.6,1.9,3.1,3.6
5,0,3,0,1.76,3.15,4.4,1.7,3.2,4.2,1.73,3.2,4.33,1.75,3.1,4.333,1.727,3.2,4.333,1.72,3.1,4.5
0,1,0,1,2.2,2.9,3.15,2.1,2.9,3.2,2.1,3,3.2,2.3,2.9,2.9,2.25,2.875,3,2.25,3,2.87
0,3,0,1,3.15,3,2.15,3,2.9,2.2,3,2.87,2.25,3,2.9,2.25,3,2.875,2.25,3.1,2.8,2.25
1,0,0,0,1.38,4,7.15,1.35,4,7,1.33,3.75,9,1.364,3.75,8.5,1.3,4,9.5,1.3,4,9.5
0,1,0,0,2.6,2.85,2.65,2.3,2.9,2.8,2.4,2.87,2.8,2.5,3,2.6,2.4,2.875,2.75,2.5,2.9,2.62
2,1,0,0,1.65,3.25,5,1.65,3.3,4.4,1.61,3.25,5,1.6,3.2,5.5,1.667,3.1,5,1.61,3.1,5.5
1,1,1,0,1.63,3.3,5,1.7,3.2,4.2,1.73,2.87,5,1.615,3.2,5.5,1.615,3.25,5,1.66,3.1,5
1,2,1,1,1.7,3.3,4.4,1.65,3.3,4.4,1.73,3.2,4.33,1.65,3.2,5,,,,1.66,3.1,5
3,2,1,0,1.4,3.8,7.2,1.4,3.7,6.4,1.36,3.75,8,1.444,3.6,7,1.364,3.75,8,1.4,3.75,7
2,3,0,2,2.45,3,2.7,2.5,3,2.5,2.5,2.87,2.62,2.4,2.9,2.8,2.4,2.875,2.75,2.5,2.75,2.8
2,2,0,1,4.25,3.1,1.8,3.8,3.1,1.8,4,3,1.83,4.6,3,1.75,4.5,3.1,1.727,4.5,2.9,1.8
1,4,1,1,5,3.4,1.6,4.6,3.4,1.6,3.2,3,2.1,5,3.3,1.6,4.5,3.5,1.615,5,3.25,1.61
2,2,0,0,1.95,3,3.7,2,2.9,3.4,1.91,2.87,4,1.909,2.9,4,1.909,3,3.75,1.9,2.87,4
2,1,1,1,1.42,3.6,7.35,1.4,3.7,6.4,1.4,3.75,7,1.5,3.4,6.5,1.444,3.4,7,1.44,3.5,7
4,2,3,0,1.18,5.2,12.9,1.2,5,10,1.17,5,15,1.182,5,12,1.167,5.5,12,1.12,6,15
1,1,0,1,4.55,3,1.77,3.5,3.1,1.9,4.5,2.87,1.8,4.2,3,1.85,4,3.1,1.8,4.2,2.75,1.9
0,1,0,0,2.78,2.75,2.52,2.6,2.8,2.6,2.8,2.87,2.4,2.75,2.875,2.5,2.6,2.8,2.6,2.75,2.75,2.5
2,0,1,0,2,2.75,4,2,3,3.3,2.1,2.8,3.4,2,2.875,3.5,2.1,2.875,3.3,2,3,3.4
1,2,1,0,1.92,2.95,3.9,2,3,3.3,1.8,3,4.33,1.85,3.1,4,1.8,3.1,4,2,2.9,3.6
1,2,0,1,1.6,3.45,4.95,1.55,3.5,4.8,1.61,3.25,5,1.615,3.4,5,1.571,3.5,5,1.57,3.5,5
2,2,1,1,2.3,2.9,2.95,2.2,2.9,3,2.25,2.87,3,2.25,2.875,3.1,2.2,2.8,3.2,2.25,2.8,3.1
2,1,2,0,1.85,3.1,3.95,1.85,3.1,3.6,1.83,3,4,1.909,3,3.75,1.727,3.1,4.5,1.9,3,3.75
2,0,2,0,2.35,2.9,2.9,2.4,2.9,2.7,2.25,2.87,3,2.3,2.875,3,2.375,2.875,2.8,2.3,2.8,3
0,0,0,0,1.95,3.15,3.45,2,3,3.3,1.91,3.25,3.4,1.95,3.2,3.4,2,3.2,3.2,2,3.2,3.2
1,5,0,3,2.85,2.95,2.33,2.8,2.8,2.4,2.75,2.8,2.5,2.875,2.875,2.375,2.75,2.875,2.4,2.75,2.75,2.5
2,0,1,0,2,3,3.55,1.9,3,3.6,1.91,3,3.75,2,3,3.5,2.1,3,3.2,2.1,3,3.2
2,2,1,1,2.3,2.9,3,2,3,3.3,2,3,3.4,2.1,3,3.25,2.25,2.875,3,2.1,3,3.2
1,2,1,0,3.5,3.3,1.9,,,,,,,3.6,3.25,1.833,3.5,3.2,1.909,3.4,3,2
1,0,0,0,2.65,2.6,2.75,2.6,2.6,2.8,2.62,2.62,2.8,2.7,2.4,3,2.5,2.7,2.875,2.5,2.5,3.1
0,0,0,0,1.95,3.05,3.65,1.8,3.1,3.8,1.8,3.2,4,1.909,3.1,3.75,1.8,3.1,4,2,3,3.4
3,1,2,0,1.31,4.3,8.6,1.35,4,7,1.33,3.75,9,1.3,4.2,9,1.286,4.333,8.5,1.28,4,10
1,1,0,0,2.65,2.9,2.55,2.5,3,2.5,2.62,2.87,2.5,2.625,3,2.5,2.625,2.875,2.5,2.6,2.8,2.6
1,1,0,1,1.31,4.3,8.6,1.35,4,7,1.25,4.5,10,1.25,4.5,10,1.25,4.5,10,1.25,4.5,10
1,1,1,0,2.7,3.25,2.3,2.5,3,2.5,2.8,3.2,2.2,2.75,3,2.375,2.8,3.2,2.2,2.75,3.1,2.3
1,0,1,0,1.31,4.3,8.6,1.25,4.5,9,1.28,4.33,9,1.3,4.2,9,1.286,4.333,8.5,1.25,4.5,10
1,2,0,1,4.75,3.15,1.7,4,3.2,1.75,5,2.87,1.73,4.5,3.1,1.75,4.5,3.1,1.727,4.5,2.9,1.8
2,1,0,0,1.53,3.3,6.25,1.65,3.2,4.6,1.57,3.25,5.5,1.55,3.3,6,1.615,3.1,5.5,1.57,3.1,6
2,1,2,0,2.35,2.9,2.9,2.4,2.7,2.9,2.25,2.87,3,2.3,2.9,3,2.25,2.875,3,2.2,2.87,3.1
1,1,0,1,1.9,3,3.9,1.8,3.1,3.8,1.83,3.2,3.75,1.909,3,3.8,1.909,3,3.75,2,2.9,3.6
1,0,0,0,3.15,3,2.15,3.1,3,2.1,3.2,3,2.1,3.25,3,2.1,3.1,2.875,2.2,3.3,2.9,2.1
4,3,1,2,1.45,3.65,6.55,1.45,3.8,5.4,1.44,3.6,6.5,1.5,3.5,6,1.4,3.75,7,1.44,3.4,7
3,0,3,0,2,3.1,3.45,2,2.9,3.4,2,2.87,3.6,1.95,3.1,3.6,2,2.875,3.6,2.1,2.8,3.4
2,1,1,1,2.25,2.9,3.1,2.5,3,2.5,2.37,2.8,2.87,2.1,3,3.2,2.375,2.875,2.8,2.4,2.8,2.87
3,1,2,0,2.25,2.85,3.15,2,2.9,3.4,2.25,2.87,3,2.3,2.8,3.1,2.25,2.8,3.1,2.25,2.8,3.1
2,0,1,0,1.55,3.45,5.5,1.65,3.3,4.4,1.61,3.25,5,1.533,3.3,6,1.571,3.25,5.5,1.57,3.3,5.5
0,1,0,1,2.85,2.9,2.4,3,2.9,2.2,2.8,2.87,2.37,3,2.875,2.3,2.8,2.875,2.375,2.87,2.8,2.37
1,0,1,0,1.6,3.5,4.85,1.65,3.3,4.4,1.57,3.5,5,1.615,3.4,5,1.571,3.5,5,1.57,3.75,4.5
0,1,0,0,3.65,3.25,1.87,,,,3.75,3,1.91,3.4,3.2,1.909,3.75,3.25,1.8,3.5,3.2,1.9
1,1,1,0,1.9,2.75,4.5,2,2.8,3.6,1.83,2.87,4.33,1.909,2.875,4,1.8,3,4.333,1.83,2.8,4.5
0,1,0,0,6.3,4.1,1.4,5.4,3.8,1.45,6.5,3.6,1.44,6,3.6,1.444,6,3.75,1.444,6,3.75,1.44
1,1,1,1,1.57,3.35,5.5,1.6,3.4,4.6,1.5,3.4,6,1.533,3.25,6,1.533,3.25,6,1.53,3.3,6
2,1,1,0,1.4,3.85,7,1.45,3.8,5.4,1.36,3.75,8,1.4,3.6,7,1.364,4,7,1.4,3.75,7
3,1,0,1,1.62,3.3,5.15,1.75,3.2,4,1.61,3.25,5,1.615,3.25,5,1.615,3.1,5.5,1.57,3.1,6
2,2,1,1,2.05,3,3.35,2.1,2.9,3.2,2.2,2.8,3.2,2.05,2.875,3.4,2.2,2.875,3.1,2.1,2.75,3.5
3,1,2,0,1.47,3.55,6.5,1.45,3.5,6,1.5,3.25,6.5,1.5,3.4,6,1.444,3.6,6.5,1.44,3.3,7.5
3,2,2,1,2.08,3,3.3,2.1,2.9,3.2,2.1,2.75,3.5,2.05,3,3.25,2.1,2.875,3.3,2.2,2.8,3.2
0,1,0,1,2,2.95,3.6,2,2.9,3.4,1.91,2.87,4,2,2.8,3.75,1.909,2.875,4,1.9,2.87,4
1,1,1,0,2.6,2.3,3.2,2.4,2.4,3.2,2.37,2.5,3.25,2.5,2.625,3,2.3,2.8,3,2.25,2.75,3.2
0,0,0,0,1.85,3,4.15,1.8,3.1,3.8,1.8,3,4.33,1.8,3,4.2,1.833,3,4,1.9,2.75,4.2
1,1,1,1,2.62,2.9,2.57,2.8,2.8,2.4,2.5,2.87,2.62,2.625,2.9,2.5,2.5,2.9,2.6,2.62,2.9,2.5
1,2,0,1,1.26,4.6,9.65,1.25,4.5,9,1.25,4.5,10,1.286,4.2,9,1.286,4.333,8.5,1.25,4.5,10
1,0,0,0,1.33,4.25,7.75,1.4,3.7,6.4,1.33,4,8,1.333,4,8,1.333,4.333,7,1.3,4.33,8
2,0,1,0,1.7,3.1,4.7,1.75,3.2,4,1.67,3.25,4.5,1.727,3.2,4.333,1.8,3.1,4,1.72,2.87,5
0,4,0,2,3.55,3,2,3.2,3.1,2,3.75,3,1.91,4,2.875,1.85,3.75,3,1.909,3.75,2.8,2
3,0,3,0,1.5,3.6,5.8,1.4,3.9,6,,,,1.364,3.8,7,1.4,4,6.5,1.3,4.5,7.5
2,2,0,0,8,4.5,1.3,7,4,1.35,,,,8.5,5,1.222,,,,9,5.5,1.2
1,1,1,0,2.3,2,5.2,2,2.4,4,2.2,2.37,4,,,,,,,,,
1,2,0,1,1.65,3.15,5.3,1.65,3.3,4.4,1.61,3,6,1.6,3,6,1.615,2.875,6.5,1.57,2.87,7
0,1,0,1,7,4,1.35,,,,5,3.5,1.57,6.5,3.8,1.4,,,,6,3.75,1.44
2,1,0,1,1.27,4.75,8.5,1.3,4.2,8,1.28,4.33,9,1.286,4.5,8,1.25,4.5,10,,,
1,0,0,0,1.6,3,5.4,1.7,3.2,4.2,1.61,3.25,5,1.615,3.25,5,1.615,3.25,5,,,
2,3,2,1,3.65,3.2,1.85,,,,3.75,3,1.91,3.5,3.4,1.833,,,,3.5,3.4,1.83
3,1,2,1,1.35,4.2,7.3,1.4,3.7,6.4,1.4,3.75,7,1.364,4,7,1.364,4,7,1.4,3.6,7.5
0,2,0,2,4.4,3.3,1.65,,,,5,2.87,1.73,4.5,3.3,1.667,,,,5.5,3.1,1.61
1,0,1,0,2.05,2.95,3.45,1.9,3,3.6,2,3,3.4,2.05,2.9,3.4,2,3,3.4,2,3,3.4
3,0,1,0,,,,1.1,6.5,13,,,,1.167,5.5,11,,,,1.2,5,11
2,2,1,0,3.15,3.05,2.1,3,2.9,2.2,,,,3.3,3.1,2,3.3,3.1,2,3.3,3.1,2
5,4,3,1,1.33,4.2,7.5,1.35,4,7,,,,1.286,4.333,9,1.3,4.333,8,1.33,4,8
0,0,0,0,2.5,2.95,2.6,2.3,2.9,2.8,,,,2.6,3,2.5,2.5,2.9,2.6,2.5,2.9,2.62
1,1,0,1,1.35,3.8,8,1.35,4,7,,,,1.4,3.4,8,,,,1.4,3.4,8.5
1,0,0,0,,,,2.4,2.7,2.9,,,,2.5,2.8,2.7,2.5,2.7,2.8,2.5,2.75,2.75
0,1,0,0,5.25,3.5,1.55,4.2,3.2,1.7,,,,5,3.4,1.571,5,3.5,1.571,5,3.5,1.57
1,1,0,1,,,,1.45,3.5,6,,,,1.3,4,8,,,,1.44,3.4,7
1,0,1,0,,,,1.2,4.7,9,,,,1.167,5,11,,,,1.1,6.5,15
2,1,1,1,,,,1.9,2.4,4,,,,,,,,,,,,
2,0,0,0,2.7,3,2.35,2.5,3,2.5,,,,,,,2.5,2.9,2.6,,,
1,2,1,0,,,,,,,,,,,,,,,,,,
3,1,1,1,1.25,5,9,1.35,4,7,,,,,,,1.25,4.5,10,,,
5,0,1,0,1.25,5,9,1.25,4.5,9,,,,,,,1.25,4.5,10,,,
1,2,0,0,,,,,,,,,,,,,,,,,,
5,0,2,0,1.4,3.85,7,1.5,3.5,5.4,,,,,,,1.4,3.75,7,,,
1,1,1,0,,,,,,,,,,,,,,,,,,
1,2,1,0,2.85,3,2.28,2.8,2.9,2.3,,,,,,,2.875,3,2.25,,,
3,0,0,0,1.6,4.25,3.6,1.75,3.5,3.2,,,,1.7,3.75,3.5,,,,1.66,4,3.6
2,1,0,0,1.25,4.6,7.6,1.4,3.9,6,,,,,,,,,,1.22,5,9.5
4,2,2,2,4.9,4,1.5,3.2,3.5,1.8,,,,4.2,3.75,1.6,,,,5,4.33,1.44
3,0,2,0,,,,1.1,7,15,,,,,,,,,,,,
2,1,1,1,,,,,,,,,,,,,,,,1.33,4,8
2,0,2,0,,,,,,,,,,,,,,,,1.3,4.33,8
3,0,1,0,2.1,2.33,4.75,2,2.3,4.5,,,,2,2.375,4.5,,,,2,2.37,5
0,1,0,0,6.8,4.4,1.35,,,,,,,8,4,1.3,,,,10,4.5,1.25
0,2,0,2,,,,,,,,,,10,4.5,1.182,,,,,,
