FTHG,FTAG,HTHG,HTAG,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA
1,1,0,1,2.85,3,2.27,2.5,2.7,2.5,,,,2.7,3,2.4,2.8,2.87,2.37
3,2,2,1,1.7,3.25,4.4,1.7,3.1,3.8,,,,1.7,3.25,4.33,1.7,3.3,4.3
1,0,1,0,1.67,3.25,4.6,1.75,3.1,3.6,,,,1.7,3.25,4.33,1.72,3.2,4.33
1,0,0,0,1.42,3.65,6.75,1.4,3.6,5.5,,,,1.4,3.75,7,1.44,3.4,7
3,1,1,0,2,3.05,3.4,2,2.7,3.2,,,,2.05,3,3.3,,,
1,0,1,0,2.2,3,3,2,2.7,3.2,,,,2.2,3,3,2.1,3.2,3
2,2,2,2,1.86,3.1,3.84,1.75,2.9,3.8,,,,1.83,3,4,1.72,3.2,4.3
1,0,1,0,1.73,3.2,4.35,1.6,3.2,4.2,,,,1.7,3.25,4.33,1.72,3.4,4
2,1,0,1,2.1,2.9,3.35,2.1,2.7,3.1,,,,2,3,3.4,1.9,3,3.75
3,0,1,0,1.88,3.2,3.65,1.9,2.8,3.3,,,,1.83,3.2,3.75,1.8,3.2,3.9
3,0,0,0,1.52,3.45,5.85,1.5,3.4,4.7,,,,1.57,3.4,5.2,1.55,3.5,5.2
2,2,0,1,1.7,3.2,4.55,1.65,3.1,4,,,,1.62,3.4,4.75,1.6,3.3,4.75
0,1,0,0,2.45,2.95,2.67,2.3,2.7,2.7,,,,2.5,2.88,2.63,2.4,3,2.65
0,2,0,0,2.37,3,2.75,2.3,2.8,2.6,,,,2.38,2.88,2.8,2.3,3,2.8
0,3,0,1,2.35,2.95,2.85,2.2,2.8,2.8,2.37,3,2.75,2.25,2.88,3,2.37,3.1,2.62
1,6,0,3,2.05,3.05,3.35,2.1,2.8,3,2.1,3,3.2,2.1,3,3.2,2.1,3,3.2
1,1,1,1,1.8,3.1,4.2,1.8,2.9,3.6,1.83,3.2,3.75,1.83,3.2,3.75,1.8,3.2,3.7
0,0,0,0,1.55,3.45,5.5,1.6,3.2,4.2,1.5,3.4,6,1.53,3.4,5.5,1.55,3.6,5
4,3,2,1,1.75,3.25,4.2,1.7,3.1,3.8,1.73,3.2,4.33,1.73,3.2,4.33,1.72,3.2,4.33
4,1,1,0,1.8,3.1,4.2,1.8,2.9,3.6,1.73,3.2,4.33,1.73,3.2,4.33,1.72,3.2,4.33
2,1,1,0,2.25,2.95,3,1.9,2.9,3.2,2.2,3.25,2.75,2.2,3.1,2.88,2,3.15,3.25
0,2,0,1,2.75,2.9,2.45,2.5,2.7,2.5,2.75,3.2,2.25,2.63,3.1,2.38,2.6,3.1,2.4
2,0,1,0,1.8,3.15,4.1,1.8,2.9,3.6,1.73,3.4,4,1.75,3.2,4.2,1.72,3.4,4
2,2,0,1,2.12,2.95,3.3,2.2,2.8,2.8,,,,2.1,3.1,3.1,2.1,3.1,3.1
1,3,0,2,1.8,3.05,4.3,1.75,3.1,3.6,,,,1.8,3.1,4,1.8,3.1,4
2,1,0,0,1.72,3.25,4.4,1.75,3.1,3.6,,,,1.73,3.2,4.2,1.61,3.3,5
1,2,1,1,2.78,2.8,2.5,2.5,2.7,2.5,,,,2.75,3.1,2.3,2.8,3,2.3
3,0,1,0,1.72,3.2,4.5,1.75,3.1,3.6,,,,1.7,3.2,4.5,1.72,3.2,4.33
2,0,0,0,1.87,3.05,3.95,1.75,3.1,3.6,,,,1.73,3.3,4,1.72,3.2,4.33
2,2,1,1,1.75,3.15,4.4,1.75,3.1,3.6,,,,1.7,3.25,4.33,1.66,3.3,4.5
1,0,1,0,1.95,3,3.7,2,2.9,3,,,,1.9,3.2,3.5,1.9,3.4,3.25
0,0,0,0,1.65,3.3,4.85,1.75,3.1,3.6,,,,1.67,3.25,4.5,1.72,3.2,4.33
0,1,0,0,2.15,3,3.15,2.2,2.8,2.8,,,,2.1,3.1,3.1,2,3.2,3.2
1,1,1,1,2.5,2.9,2.7,2.2,2.9,2.7,2.5,3.2,2.5,2.5,3.1,2.5,2.5,3.1,2.5
2,1,0,0,1.4,3.8,7.2,1.4,3.6,5.5,1.3,4.33,8,1.36,4,7,1.4,4,6
1,3,1,0,1.88,3.15,3.7,2,2.8,3.1,1.91,3.2,3.5,1.91,3.2,3.5,1.9,3.25,3.4
2,1,2,1,2,3.05,3.45,2,2.8,3.1,2,3.2,3.2,2.1,3,3.2,2,3.1,3.3
5,3,0,2,1.66,3.25,4.9,1.75,2.9,3.8,1.61,3.25,5,1.6,3.3,5,1.66,3.4,4.33
1,0,1,0,1.43,3.7,6.75,1.4,3.6,5.5,1.33,4,8,1.44,3.6,6.5,1.4,3.75,7
2,0,1,0,2.55,2.85,2.7,2.4,2.9,2.4,2.5,3.2,2.5,2.4,3.2,2.5,2.5,3.1,2.5
2,0,1,0,1.7,3.25,4.55,1.7,3.1,3.8,1.61,3.25,5,1.62,3.3,5,1.57,3.5,5
2,0,1,0,2,3,3.45,1.9,2.9,3.2,1.91,3.2,3.5,2,3,3.4,2,3.1,3.3
1,2,1,1,2.3,2.95,2.85,2.3,2.7,2.7,2.37,3.2,2.6,2.38,3,2.7,2.37,3.3,2.5
1,0,0,0,2.3,2.5,3.6,1.9,2.6,3.5,2.25,2.75,3.2,2.1,2.75,3.4,2.2,2.5,3.7
1,1,0,0,1.8,3.15,4,1.8,3,3.5,1.8,3.25,3.75,1.83,3.2,3.75,1.8,3.3,3.75
1,2,0,2,2.62,2.9,2.52,2.4,2.9,2.4,2.75,3.25,2.2,2.5,3.1,2.5,2.37,3.1,2.62
2,3,2,1,1.4,4.1,6.7,1.35,3.8,6.2,1.4,3.75,7,1.44,3.75,6,1.44,3.75,6
1,1,0,1,2.1,2.95,3.25,2,2.9,3,2.2,3.25,2.75,1.91,3.1,3.6,1.8,3.3,3.75
1,0,1,0,2.65,3,2.4,2.9,2.9,2.1,2.5,3.2,2.5,2.6,3.2,2.3,2.7,3.1,2.3
0,1,0,0,2.8,2.95,2.35,2.4,2.9,2.4,3,3.2,2.1,2.88,3,2.25,2.6,3.1,2.4
1,1,1,0,2.05,3.1,3.3,2.1,2.8,3,2,3.2,3.2,2.1,3.2,3,2.15,3.2,2.9
0,1,0,1,2.2,3,3.05,2,2.9,3,2.37,3.25,2.5,2.3,3.1,2.75,2.4,3.1,2.6
2,2,1,1,1.47,3.65,6.15,1.35,3.8,6.2,1.57,3.5,5,1.44,3.75,6,1.61,3.3,5
1,1,1,0,2.15,3.05,3.1,2.1,2.9,2.9,2.1,3.2,3,2.1,3.25,2.9,2.25,3.1,2.8
5,0,2,0,1.22,5.2,9.5,1.25,4.3,8,1.17,5.5,12,1.25,4.75,9,1.28,4.5,8
2,1,1,0,1.55,3.5,5.4,1.6,3.2,4.2,1.61,3.25,5,1.53,3.5,5.25,1.5,3.6,5.5
0,0,0,0,1.75,3.2,4.3,1.6,3.2,4.2,1.61,3.5,4.5,1.67,3.4,4.33,1.66,3.4,4.33
1,0,1,0,1.22,5.2,9.5,1.2,4.7,9,1.17,5.5,12,1.22,5,9,1.28,4.5,8
2,2,0,1,2.17,3.1,3,2,3,2.9,2.2,3.25,2.75,2.25,3.25,2.7,2.25,3.2,2.75
2,1,0,1,1.85,3.25,3.75,1.8,3,3.5,1.8,3.25,3.75,1.8,3.5,3.5,1.85,3.4,3.4
5,1,2,1,1.6,3.4,4.9,1.55,3.3,4.5,,,,,,,,,
1,4,0,1,2.52,3,2.57,2.2,2.8,2.8,,,,2.4,3,2.6,2.4,3.1,2.6
2,0,0,0,3.7,3.35,1.8,,,,,,,,,,,,
1,2,1,1,2.3,3.35,2.57,2.2,2.9,2.7,,,,2.3,3.3,2.5,2.35,3.35,2.5
3,4,3,2,1.75,3.35,3.8,,,,,,,1.73,3.4,3.75,1.75,3.4,3.8
1,0,1,0,1.5,3.75,5.3,1.35,3.8,6.2,,,,1.4,4,6,1.5,3.6,5.5
2,2,1,0,1.9,3.2,3.25,2.1,2.9,2.9,,,,,,,,,
1,2,0,0,2.5,3,2.57,2.35,3,2.35,,,,2.4,3.2,2.5,2.3,3.1,2.75
1,1,1,1,1.95,3.05,3.4,1.6,3.2,4.2,,,,,,,2.1,3.3,2.9
