FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH
3,1,0,1,1.53,3.5,5.5,1.6,3.5,5,1.65,3.5,4.55,1.6,3.4,4.6,1.62,3.25,5,1.62,3.5,4.5,1.6,3.6,4.5,1.6,2.1,1.65,1.98,-0.5,1.72,2.12,-0.75,1.975,1.875,-1
1,1,0,1,1.83,3.2,3.75,1.9,3.4,3.4,1.9,3.3,3.55,1.85,3.1,3.6,1.91,3.2,3.5,1.91,3.25,3.4,1.85,3.25,3.6,1.65,2,1.9,1.71,-0.5,1.92,1.92,-0.5,1.95,1.9,-0.5
2,2,1,1,1.5,3.75,5.5,1.5,3.75,5.6,1.5,3.75,5.65,1.45,3.8,5.4,1.5,3.6,5.5,1.5,3.6,5.5,1.5,3.6,5.5,1.6,2.1,2.15,1.42,-1.5,1.82,2.02,-1,1.75,2.1,-1
1,1,0,1,1.53,3.4,5.5,1.55,3.65,5.15,1.55,3.6,5.25,1.55,3.5,4.8,1.57,3.5,5,1.53,3.6,5.2,1.6,3.4,4.8,1.6,2.1,1.55,2.14,-0.5,1.82,2.02,-1,1.825,2.025,-1
3,0,1,0,1.4,3.75,7,1.4,4,6.75,1.4,4,7,1.4,3.9,6,1.4,3.75,7,1.4,3.75,7,1.33,4.33,7,1.5,2.3,1.4,2.55,-0.5,1.78,2.06,-1.25,1.775,2.075,-1.25
0,5,0,0,7,4.33,1.33,8.25,4.5,1.3,8,4,1.36,7,4,1.35,8,4.33,1.3,7,4.33,1.33,7.5,4.2,1.33,1.5,2.3,2.67,1.36,0.5,2.12,1.72,1.25,1.9,1.95,1.5
1,3,1,1,3.5,3.25,1.9,4,3.45,1.75,3.7,3.3,1.85,3.6,3.1,1.85,4,3.4,1.73,3.6,3.25,1.85,3.1,3.4,1.95,1.6,2.1,1.74,1.85,0.5,1.98,1.86,0.5,1.975,1.875,0.5
0,0,0,0,2.4,3.2,2.5,2.3,3.25,2.7,2.4,3.2,2.6,2.5,3,2.5,2.38,3.25,2.5,2.4,3.2,2.5,2.3,3.2,2.62,1.65,2,2.4,1.43,-0.5,2.08,1.76,-0.25,1.975,1.875,-0.25
1,2,1,1,1.2,5.5,10,1.2,6,9,1.2,5.5,11,1.22,4.8,9.5,1.22,5,10,1.22,5,9.5,1.22,5,9.5,1.45,2.45,1.2,3.67,-0.5,1.76,2.08,-1.75,1.8,2.05,-1.75
0,1,0,1,2.25,3.25,2.75,2.1,3.3,3,2.25,3.25,2.8,2.2,3,2.9,2.25,3.5,2.5,2.2,3.2,2.8,2.25,3.2,2.75,1.65,2,2.25,1.5,-0.5,1.98,1.86,-0.25,1.975,1.875,-0.25
0,2,0,0,4,3.4,1.72,4.45,3.55,1.65,4.3,3.4,1.7,4.4,3.3,1.65,4,3.4,1.73,4.33,3.25,1.7,4.8,3.4,1.6,1.6,2.1,1.9,1.7,0.5,2.02,1.82,0.75,1.975,1.875,0.75
0,1,0,1,1.9,3.25,3.5,1.9,3.4,3.4,1.9,3.25,3.6,1.9,3.1,3.5,1.8,3.5,3.5,1.91,3.2,3.5,1.95,3.2,3.3,1.6,2.1,1.9,1.71,-0.5,2.04,1.8,-0.5,2,1.85,-0.5
2,2,0,1,2.37,3.1,2.62,2.35,3.2,2.65,2.4,3.1,2.7,2.3,3,2.7,2.38,3.25,2.5,2.3,3.1,2.7,2.4,3.1,2.6,1.6,2.1,2.4,1.44,-0.5,2.06,1.78,-0.25,2.15,1.7,-0.25
0,1,0,1,2.3,3.25,2.62,2.4,3.2,2.6,2.45,3.1,2.6,2.4,3,2.6,2.38,3.25,2.5,2.4,3.25,2.5,2.3,3.2,2.65,1.65,2,2.45,1.41,-0.5,1.82,2.02,0,1.85,2,0
1,1,0,1,2.2,3.25,2.75,2.25,3.3,2.75,2.3,3.1,2.8,2.3,3,2.7,2.25,3.5,2.5,2.25,3.25,2.7,2.25,3.25,2.7,1.6,2.1,2.3,1.47,-0.5,2.02,1.82,-0.25,2.05,1.8,-0.25
2,0,1,0,1.2,5,11,1.2,6,9,1.23,5.1,9.5,1.2,5,10,1.2,5,11,1.2,5,11,1.2,5,11,1.5,2.3,1.23,3.32,-0.5,2.08,1.76,-2,2,1.85,0
4,1,2,1,1.14,6,12,1.15,6.5,11,1.17,6,11,1.15,6,12,1.14,6,12,1.14,6,12,1.16,5.5,12,1.45,2.45,1.17,3.88,-0.5,1.98,1.86,-2.25,1.875,1.975,0
1,2,0,1,2.8,3.1,2.25,2.85,3.25,2.2,2.95,3.15,2.2,3.4,3.2,1.9,,,,2.88,3.1,2.2,3.05,3.25,2.05,1.55,2.2,1.55,2.15,0.5,1.96,1.88,0.25,2.05,1.8,0.25
2,2,0,1,3,3,2.2,2.9,3.3,2.15,2.95,3.15,2.2,2.7,3,2.3,3,3.4,2,3,3.2,2.1,2.87,3.3,2.1,1.6,2.1,1.52,2.2,0.5,2,1.84,0.25,1.875,1.975,0.25
3,0,0,0,1.5,3.6,5.5,1.5,3.75,5.6,1.5,3.7,5.75,1.45,3.8,5.4,1.5,3.6,5.5,1.5,3.6,5.5,1.45,3.75,6,1.5,2.3,2.15,1.42,-1.5,1.86,1.98,-1.25,1.875,1.975,-1.25
1,0,0,0,1.36,4,7,1.4,4,6.75,1.4,4,6.75,1.35,4,7,1.3,4.33,8,1.4,3.75,7,1.3,4.3,8,1.55,2.2,1.95,1.52,-1.5,1.96,1.88,-1.5,1.925,1.925,-1.5
1,2,1,2,5,3.5,1.57,4.75,3.6,1.6,5,3.5,1.6,4.6,3.4,1.6,4.5,3.5,1.62,5,3.5,1.57,5.5,3.6,1.5,1.5,2.3,2.06,1.6,0.5,1.96,1.88,1,1.925,1.925,1
0,4,0,1,8,5,1.25,8,5.35,1.25,9,5,1.25,9,4.5,1.25,11,5,1.2,8,5,1.25,11,5,1.2,1.5,2.3,3.21,1.25,0.5,1.78,2.06,2,2.025,1.825,1.75
5,1,3,0,1.9,3.25,3.4,1.95,3.35,3.3,1.95,3.35,3.3,1.9,3.1,3.5,2,3.2,3.2,1.91,3.25,3.4,2.1,3.1,3.1,1.55,2.2,1.95,1.66,-0.5,2.02,1.82,-0.5,2,1.85,-0.5
0,0,0,0,3,3.4,2,3.2,3.35,2,3,3.3,2.1,3.4,3.2,1.9,3.2,3.5,1.91,3,3.4,2,2.85,3.4,2.1,1.5,2.3,1.57,2.1,0.5,1.78,2.06,0.5,2.1,1.75,0.25
4,0,2,0,1.57,3.5,5,1.65,3.55,4.45,1.6,3.5,5,1.6,3.4,4.6,1.67,3.25,4.5,1.62,3.3,5,1.6,3.55,4.55,1.55,2.2,1.6,2.06,-0.5,1.76,2.08,-0.75,1.775,2.075,-0.75
2,0,1,0,1.28,4.5,8,1.25,5.35,8,1.3,4.6,8,1.3,4.2,8,1.2,5,11,1.3,4.33,8,1.2,5.5,9,1.45,2.45,1.76,1.66,-1.5,1.74,2.1,-1.5,2.025,1.825,-1.75
2,1,1,1,1.28,4.5,8,1.25,5.35,8,1.27,4.7,9,1.25,4.5,9,1.25,4.5,10,1.29,4.5,8,1.28,4.5,8,1.5,2.3,1.69,1.74,-1.5,1.78,2.06,-1.5,1.775,2.075,-1.5
2,1,1,0,2,3.4,3,2,3.35,3.2,2,3.35,3.2,2.2,3,2.9,2,3.4,3,2,3.4,3,2,3.2,3.2,1.65,2,2,1.64,-0.5,1.76,2.08,-0.25,2.025,1.825,-0.5
2,2,1,1,2.25,3.4,2.6,2.35,3.25,2.65,2.3,3.4,2.6,2.3,3,2.7,2.25,3.4,2.62,2.25,3.25,2.7,2.3,3.3,2.6,1.55,2.2,2.3,1.47,-0.5,1.98,1.86,-0.25,2.025,1.825,-0.25
1,0,0,0,1.57,3.5,5,1.5,3.75,5.6,1.6,3.5,5,1.6,3.4,4.6,1.62,3.5,4.5,1.57,3.5,5,1.61,3.5,4.5,1.5,2.3,1.6,2.02,-0.5,1.92,1.92,-1,2.05,1.8,-1
5,0,2,0,1.33,4,8,1.3,4.5,8.25,1.37,4.25,6.75,1.35,4,7,1.36,3.75,8,1.33,4,8,1.28,4.5,8,1.55,2.2,1.9,1.56,-1.5,1.74,2.1,-1.25,1.725,2.125,-1.25
0,2,0,1,2.5,3.1,2.5,2.3,3.25,2.7,2.5,3.2,2.5,2.9,3,2.2,2.4,3.25,2.5,2.5,3.1,2.5,2.4,3.1,2.6,1.65,2,2.5,1.4,-0.5,1.86,1.98,0,1.875,1.975,0
3,1,2,1,1.36,4,7,1.4,4,6.75,1.37,4.25,6.75,1.35,4,7,1.4,3.75,7,1.4,3.75,7,1.4,3.8,6.75,1.45,2.45,1.9,1.56,-1.5,1.76,2.08,-1.25,1.775,2.125,-1.25
0,0,0,0,2.1,3.2,3,2,3.35,3.2,2,3.25,3.3,2,3.1,3.2,2.1,3.4,2.8,2.1,3.1,3.1,2,3.3,3.1,1.6,2.1,2,1.64,-0.5,1.82,2.02,-0.25,1.8,2.05,-0.25
1,0,0,0,1.36,4,7,1.25,5.35,8,1.33,4.3,7.75,1.35,4,7,1.33,4,8,1.33,4.33,7,1.33,4,8,1.5,2.3,1.82,1.61,-1.5,1.86,1.98,-1.5,1.875,1.975,-1.5
3,3,0,2,2.37,3.1,2.62,2.5,3.2,2.5,2.45,3.2,2.6,2.5,3,2.5,2.4,3.25,2.5,2.4,3.1,2.6,2.5,3.1,2.5,1.75,1.9,2.45,1.43,-0.5,1.78,2.06,0,1.825,2.025,0
3,2,2,1,2.5,3.1,2.5,2.45,3.2,2.55,2.65,3.2,2.4,2.7,3,2.3,2.5,3.25,2.4,2.5,3.25,2.4,2.5,3.1,2.5,1.71,1.95,1.45,2.4,0.5,1.98,1.86,0,1.975,1.875,0
1,1,0,0,1.5,3.6,5.5,1.5,3.75,5.6,1.55,3.5,5.5,1.5,3.7,5,1.57,3.5,5,1.5,3.6,5.5,1.5,3.6,5.5,1.55,2.2,1.55,2.14,-0.5,1.84,2,-1,1.875,1.925,-1
3,1,0,1,1.3,4.33,8,1.35,4.2,7.5,1.4,3.9,6.5,1.4,3.9,6,1.25,4.5,10,1.33,4,8,,,,1.55,2.2,1.4,2.44,-0.5,1.72,2.12,-1.25,2,1.85,-1.5
0,0,0,0,2.2,3.2,2.8,2.2,3.25,2.85,2.15,3.2,3,2.2,3,2.9,2.25,3.4,2.62,2.2,3.25,2.75,2.3,3.2,2.62,1.6,2.1,2.15,1.55,-0.5,1.94,1.9,-0.25,2,1.85,-0.25
0,2,0,1,1.25,5,8.5,1.2,6,9,1.23,5,10,1.22,4.8,9.5,1.25,4.5,10,1.22,5,9.5,1.22,5,9.5,1.5,2.3,1.23,3.33,-0.5,2.02,1.82,-2,2.075,1.775,-2
0,2,0,1,5.5,3.75,1.5,6.25,3.85,1.45,5.25,3.75,1.5,5,3.7,1.5,6.5,3.6,1.44,5.5,3.6,1.5,6,3.75,1.44,1.5,2.3,2.19,1.5,0.5,1.92,1.92,1.25,2.2,1.65,1
1,0,0,0,2.2,3.2,2.8,2.1,3.3,3,2.15,3.2,3,2.2,3,2.9,2,3.4,3,2.2,3.2,2.8,2.2,3.2,2.8,1.65,2,2.15,1.55,-0.5,1.9,1.94,-0.25,1.925,1.925,-0.25
2,0,1,0,6,3.75,1.44,6.2,3.8,1.45,6,3.5,1.52,5,3.7,1.5,5.5,3.6,1.5,6,3.75,1.44,5.5,3.5,1.53,1.55,2.2,2.21,1.52,0.5,1.88,1.96,1.25,1.85,2,1.25
0,4,0,0,5,3.5,1.57,4.75,3.6,1.6,4.8,3.5,1.63,4.6,3.4,1.6,4.5,3.5,1.62,4.75,3.4,1.62,5,3.5,1.57,1.55,2.2,2.02,1.63,0.5,1.9,1.94,1,1.85,2,1
3,2,1,1,2.8,3.2,2.2,2.9,3.3,2.15,2.7,3.25,2.3,2.9,3,2.2,2.5,3.5,2.25,2.7,3.2,2.25,2.75,3.2,2.25,1.65,2,1.47,2.3,0.5,1.8,2.04,0.25,1.8,2.05,0.25
1,0,0,0,1.3,4,9.5,1.35,4.2,7.5,1.33,4,9.5,1.33,4,7.5,1.33,4,8,1.33,4.33,7,1.36,4,7,1.6,2.1,1.33,2.81,-0.5,2.1,1.74,-1.75,2.075,1.775,-1.75
1,1,1,1,1.3,4.5,7.5,1.25,5.35,8,1.27,4.75,9,1.27,4.3,8.5,1.3,4.33,8,1.3,4.33,8,1.28,4.5,8,1.55,2.2,,,,1.94,1.9,-1.5,2.05,1.8,-1.5
2,0,0,0,3.5,3.2,1.9,3.8,3.4,1.8,3.75,3.3,1.85,3.6,3.3,1.8,3.6,3.4,1.8,3.5,3.2,1.91,3.3,3.4,1.9,1.6,2.1,1.76,1.85,0.5,2.04,1.8,0.5,2.05,1.8,0.5
2,1,1,0,1.3,4.5,7.5,1.25,5.35,8,1.3,4.6,8,1.33,4,7.5,1.3,4.33,8,1.3,4.5,7.5,1.33,4.33,7,1.55,2.2,1.76,1.66,-1.5,1.82,2.02,-1.5,1.8,2.05,-1.5
4,0,2,0,1.22,5,9,1.2,6,9,1.25,4.75,9.75,1.25,4.5,9,1.25,4.5,10,1.25,4.75,9,1.25,5,8,1.55,2.2,,,,1.8,2.04,-1.75,1.8,2.05,-1.75
0,3,0,1,1.83,3.25,3.6,1.8,3.4,3.8,1.85,3.3,3.75,1.9,3.1,3.5,1.91,3.4,3.25,1.83,3.3,3.6,1.83,3.4,3.5,1.75,1.9,1.85,1.76,-0.5,2.1,1.74,-0.5,2.1,1.75,-0.5
0,3,0,2,2.2,3.2,2.8,2.15,3.3,2.9,2.2,3.25,2.85,2.1,3,3.1,2.25,3.2,2.75,2.25,3.2,2.75,2.15,3.3,2.8,1.71,1.95,2.2,1.52,-0.5,1.98,1.86,-0.25,1.95,1.9,-0.25
1,2,0,0,1.44,3.75,6,1.5,3.75,5.6,1.5,3.7,5.75,1.55,3.5,4.8,1.44,3.6,6.5,1.44,3.75,6,1.4,3.75,7,1.6,2.1,2.11,1.44,-1.5,1.96,1.88,-1.25,2,1.85,-1.25
0,1,0,0,2.75,3.2,2.25,2.85,3.25,2.2,2.75,3.3,2.25,2.9,3,2.2,2.75,3.2,2.25,2.62,3.2,2.3,2.6,3.4,2.25,1.71,1.95,1.5,2.25,0.5,1.86,1.98,0.25,1.85,2,0.25
0,2,0,0,3.4,3.25,1.9,3.4,3.4,1.9,3.2,3.35,2,3.1,3,2.1,3.4,3.25,1.91,3.2,3.2,2,3.4,3.25,1.9,1.71,1.95,1.64,2,0.5,1.86,1.98,0.5,1.85,2,0.5
4,0,2,0,1.7,3.39,4.5,1.7,3.4,4.35,1.75,3.4,3.95,1.75,3.2,4,1.727,3.4,4,1.667,3.25,4.75,1.75,3.4,3.95,,,,,,1.94,1.9,-0.75,2,1.85,-0.75
0,1,0,1,5.5,3.6,1.5,5.75,3.65,1.5,5.5,3.6,1.52,4.8,3.5,1.55,5.5,3.6,1.5,5,3.6,1.571,5.5,3.6,1.52,,,,,,2.1,1.74,1,2.075,1.775,1
0,0,0,0,3.2,3.2,2,3.65,3.35,1.85,3.2,3.25,2.02,3.1,3,2.1,3.2,3.2,2,3.25,3.25,2,3.2,3.25,2.02,,,,,,1.94,1.9,0.25,2,1.85,0.25
1,3,1,1,1.33,4.33,7,1.35,4.2,7.5,1.33,4.35,7.5,1.3,4.2,8,1.3,4,9,1.364,4,7.5,1.33,4.35,7.5,,,,,,2.02,1.82,-1.25,2.025,1.725,-1.25
0,0,0,0,1.16,6,10,1.2,6,9,1.13,6,16,1.2,5,10,1.143,6,12,1.143,6.5,12,1.13,6,16,,,,,,1.76,2.08,-2,1.775,2.075,-2
1,0,1,0,1.61,3.5,4.5,1.65,3.55,4.5,1.55,3.5,5.55,1.6,3.4,4.6,1.5,3.6,5.5,1.571,3.6,5,1.55,3.5,5.55,,,,,,2,1.84,-1,2.05,1.8,-1
1,1,0,0,2.25,3.2,2.75,2.3,3.25,2.7,2.25,3.2,2.8,2.3,3,2.7,2.25,3.5,2.5,2.25,3.25,2.75,2.25,3.2,2.8,,,,,,2.12,1.72,-0.25,2.1,1.75,-0.25
0,0,0,0,2.1,3.25,3,2.35,3.2,2.7,2.2,3.25,2.85,2.2,3.1,2.8,2.1,3.2,3,2.1,3.25,3,2.2,3.25,2.85,,,,,,1.98,1.86,-0.5,1.75,2.1,-0.25
1,4,1,2,6.5,3.75,1.44,5.15,3.65,1.55,5.55,3.5,1.55,5,3.7,1.5,6,3.4,1.5,6,3.6,1.5,5.55,3.5,1.55,,,,,,1.94,1.9,1.25,1.85,2.05,1.25
4,1,0,0,1.1,7,13,1.1,7,17,1.1,7.5,15,1.1,7,15,,,,1.1,6.5,17,1.08,7.5,15,1.83,1.83,1.1,5,-0.5,1.7,2.14,-2.25,,,
2,7,1,3,5.5,3.6,1.5,4.75,3.6,1.6,6,3.5,1.51,4.8,3.5,1.55,5.5,3.5,1.53,5.5,3.5,1.53,4.8,3.4,1.6,1.55,2.2,2.21,1.51,0.5,2.06,1.78,1,1.925,1.925,1
3,1,2,0,2,3.2,3.2,1.9,3.35,3.5,1.9,3.3,3.55,1.9,3.1,3.5,1.91,3.25,3.4,1.95,3.2,3.4,2,3.3,3.1,1.65,2,1.9,1.71,-0.5,2.12,1.72,-0.5,1.925,1.925,-0.25
2,0,1,0,1.66,3.4,4.33,1.7,3.5,4.2,1.73,3.3,4.35,1.75,3.2,4,1.7,3.25,4.33,1.73,3.4,4.2,1.65,3.4,4.4,1.71,1.95,1.73,1.88,-0.5,1.84,2,-0.75,1.85,2,-0.75
1,3,0,1,2.5,3.1,2.5,2.45,3.2,2.55,2.5,3.2,2.5,2.5,3,2.5,2.5,3.25,2.4,2.5,3.2,2.5,2.5,3.1,2.5,1.6,2.1,2.5,1.4,-0.5,1.82,2.02,0,1.85,2,0
1,2,1,1,1.25,5,8,1.25,5.35,8,1.23,5.35,9,1.22,4.8,9.5,1.25,4.5,10,1.25,5,9,1.25,5,8,1.55,2.2,1.23,3.36,-0.5,1.86,1.98,-1.5,1.825,2.025,-1.5
2,0,1,0,1.9,3.25,3.4,1.85,3.35,3.65,1.83,3.4,3.7,1.9,3.2,3.4,1.91,3.25,3.4,1.85,3.4,3.6,1.8,3.3,3.75,1.65,2,1.83,1.77,-0.5,1.94,1.9,-0.5,1.85,2.05,-0.5
3,0,2,0,2.1,3.2,3,1.9,3.4,3.45,2,3.25,3.25,2,3.2,3.1,1.91,3.4,3.25,2,3.25,3.25,1.95,3.3,3.2,1.65,2,2,1.63,-0.5,2.12,1.72,-0.5,2.15,1.7,-0.5
3,0,3,0,1.9,3.25,3.4,1.8,3.4,3.8,2,3.25,3.25,2,3.1,3.2,1.91,3.25,3.4,1.95,3.25,3.4,2,3.3,3.1,1.6,2.1,2,1.63,-0.5,1.98,1.86,-0.5,2.025,1.825,-0.5
0,0,0,0,2.37,3.1,2.62,2.5,3,2.65,2.3,3.2,2.7,2.5,3,2.5,2.3,3.25,2.6,2.38,3.2,2.62,2.4,3.25,2.5,1.5,2.3,2.3,1.46,-0.5,1.86,1.98,0,1.875,1.975,0
0,0,0,0,2.6,3.1,2.4,2.6,3.2,2.4,2.55,3.3,2.4,2.5,3,2.5,2.5,3.25,2.4,2.6,3.2,2.4,,,,1.6,2.1,1.44,2.4,0.5,2.04,1.8,0,2.05,1.8,0
2,3,0,1,2.1,3.2,3,2,3.35,3.2,2.05,3.3,3.1,2,3.1,3.2,2,3.4,3,2.1,3.2,3.1,2.1,3.35,2.85,1.6,2.1,2.05,1.6,-0.5,1.82,2.02,-0.25,1.8,2.05,-0.25
0,1,0,0,2.75,3.2,2.25,2.9,3.3,2.15,2.65,3.3,2.3,2.9,3.2,2.1,2.75,3.25,2.2,2.62,3.3,2.3,3.05,3.35,2,1.71,1.95,1.47,2.3,0.5,1.8,2.04,0.25,1.8,2.05,0.25
3,1,2,1,2,3.2,3.2,1.8,3.4,3.8,1.8,3.4,3.8,1.85,3.1,3.6,1.8,3.25,3.75,1.91,3.25,3.5,1.95,3.35,3.2,1.71,1.95,1.8,1.79,-0.5,1.98,1.86,-0.5,2.025,1.825,-0.5
0,2,0,0,2.1,3.2,3,2,3.35,3.2,2.1,3.2,3.1,2.1,3,3.1,2.1,3.2,3,2.1,3.25,3,2.15,3.25,2.85,1.71,1.95,2.1,1.57,-0.5,1.8,2.04,-0.25,1.8,2.05,-0.25
7,0,4,0,1.33,4.2,7.5,1.4,4,6.75,1.35,4.3,7,1.35,4,7,1.29,4.5,8,1.33,4.2,8,,,,1.5,2.3,1.87,1.58,-1.5,1.8,2.04,-1.25,1.8,2.05,-1.25
1,2,0,1,4,3.4,1.72,4.45,3.55,1.65,4.3,3.4,1.7,4,3.2,1.75,4.2,3.4,1.7,4.33,3.4,1.7,,,,1.6,2.1,1.9,1.7,0.5,1.82,2.02,0.75,1.8,2.05,0.75
1,1,1,0,1.9,3.25,3.4,1.9,3.35,3.5,1.85,3.3,3.7,1.9,3.1,3.5,1.91,3.4,3.25,1.83,3.4,3.6,1.8,3.4,3.6,1.65,2,1.85,1.74,-0.5,1.84,2,-0.5,1.85,2,-0.5
2,0,0,0,2.5,3.25,2.37,2.7,3.25,2.3,2.65,3.25,2.35,2.5,3.1,2.4,2.5,3.25,2.4,2.62,3.2,2.38,2.3,3.4,2.5,1.6,2.1,1.46,2.35,0.5,2,1.84,0,2.05,1.8,0
4,1,2,0,1.16,6,10,1.2,6,9,1.2,5.75,9.5,1.17,5.5,11,1.2,5,11,1.2,5.5,10,1.12,6.5,12,1.4,2.6,,,,1.78,2.06,-1.75,1.8,2.05,-1.75
2,0,0,0,1.1,7,13,1.1,7,16,1.1,7,15,1.12,6.5,13,1.1,6.5,17,1.11,6.5,17,1.1,7,13,1.35,2.75,,,,1.78,2.06,-2.25,1.75,2.1,-2.25
1,1,1,1,1.5,3.6,5.5,1.4,4,6.75,1.5,3.7,5.75,1.5,3.7,5,1.4,3.75,7,1.5,3.5,6,1.36,4,7,1.6,2.1,2.15,1.42,-1.5,2.08,1.76,-1.25,2.1,1.75,-1.25
2,1,0,0,3,3.2,2.1,3.3,3.35,1.95,3.35,3.35,1.95,3,3.1,2.1,3.5,3.5,1.8,3.2,3.2,2.05,3.1,3.4,1.95,1.55,2.2,1.68,1.95,0.5,1.84,2,0.5,1.9,1.95,0.5
0,1,0,1,2.25,3.2,2.75,2.2,3.25,2.85,2.25,3.25,2.8,2.3,3,2.7,2.2,3.25,2.75,2.25,3.2,2.8,2.2,3.3,2.7,1.65,2,2.25,1.5,-0.5,1.98,1.86,-0.25,2.025,1.825,-0.25
0,2,0,1,2.62,3.25,2.3,2.7,3.25,2.3,2.8,3.25,2.25,2.7,3,2.3,2.8,3.4,2.1,2.75,3.2,2.3,2.8,3.2,2.2,1.65,2,1.5,2.25,0.5,1.92,1.92,0.25,1.95,1.9,0.25
3,4,1,1,1.53,3.6,5,1.5,3.75,5.6,1.5,3.7,5.75,1.45,3.8,5.4,1.5,3.6,5.5,1.5,3.75,5.5,1.5,3.6,5.5,1.6,2.1,2.15,1.42,-1.5,1.98,1.86,-1,2,1.85,-1
1,0,1,0,1.9,3.3,3.3,1.85,3.35,3.65,1.95,3.35,3.35,2,3.1,3.2,1.91,3.4,3.25,2,3.2,3.3,1.9,3.3,3.3,1.65,2,1.95,1.68,-0.5,1.96,1.88,-0.5,2.025,1.825,-0.5
1,0,1,0,2.2,3.2,2.8,2.15,3.3,2.9,2.2,3.2,2.9,2.1,3,3.1,2.2,3.25,2.75,2.2,3.2,2.88,2.25,3.3,2.62,1.71,1.95,2.2,1.52,-0.5,1.76,2.08,-0.25,1.825,2.025,-0.25
1,4,1,1,1.83,3.25,3.6,1.85,3.35,3.65,1.9,3.3,3.5,1.9,3.1,3.5,1.91,3.25,3.4,1.85,3.25,3.75,1.85,3.4,3.45,1.55,2.2,1.9,1.7,-0.5,1.88,1.96,-0.5,1.975,1.875,-0.5
0,0,0,0,1.5,3.6,5.5,1.55,3.65,5.15,1.5,3.6,6,1.4,3.9,6,1.5,3.4,6,1.5,3.5,6,1.5,3.75,5.2,1.5,2.3,2.15,1.42,-1.5,1.98,1.86,-1.25,1.975,1.875,-1.25
1,2,0,1,3.75,3.25,1.8,4.2,3.5,1.7,3.75,3.3,1.85,4,3.2,1.75,4,3.5,1.7,3.75,3.3,1.83,3.9,3.55,1.7,1.6,2.1,1.76,1.85,0.5,1.98,1.86,0.5,1.975,1.875,0.5
1,0,0,0,2.37,3.25,2.5,2.55,3.2,2.45,2.5,3.2,2.5,2.5,3,2.5,2.25,3.4,2.6,2.5,3.2,2.5,2.4,3.3,2.45,1.75,1.9,2.5,1.4,-0.5,1.88,1.96,0,1.875,1.975,0
3,0,1,0,1.2,5,11,1.15,6.5,11,1.2,5.5,10,1.12,6.5,13,1.14,6,13,1.2,5.5,10,1.14,6.5,10,1.4,2.6,,,,1.86,1.98,-2,1.925,1.925,-2
0,3,0,1,4.33,3.2,1.72,4,3.45,1.75,3.8,3.4,1.8,4,3.2,1.75,4,3.4,1.73,3.75,3.4,1.8,3.6,3.4,1.8,1.5,2.3,1.79,1.8,0.5,2.02,1.82,0.5,2,1.85,0.5
1,2,0,2,3.75,3.25,1.8,4,3.45,1.75,3.8,3.4,1.8,3.8,3.1,1.8,3.75,3.5,1.73,3.75,3.4,1.8,3.6,3.4,1.8,1.65,2,1.79,1.8,0.5,1.98,1.86,0.5,1.85,2,0.5
1,3,1,1,3.6,3.25,1.83,3.8,3.4,1.8,3.7,3.4,1.83,3.8,3.1,1.8,4,3.4,1.73,3.6,3.4,1.83,3.65,3.55,1.75,1.55,2.2,1.77,1.83,0.5,1.9,1.94,0.5,1.925,1.925,0.5
1,0,0,0,2.3,3.25,2.62,2.1,3.3,3,2.3,3.25,2.6,2.3,3,2.7,2.3,3.25,2.6,2.3,3.2,2.75,2.3,3.3,2.6,1.83,1.83,2.3,1.44,-0.5,1.98,1.86,-0.25,2.05,1.8,-0.25
2,0,1,0,1.66,3.3,4.5,1.7,3.5,4.2,1.65,3.4,4.5,1.55,3.5,4.8,1.57,3.5,5,1.62,3.4,5,1.55,3.7,4.8,2.2,1.55,2.55,1.29,-1.5,1.92,1.92,-0.75,1.85,2,-0.75
2,2,1,2,2.2,3.25,2.75,2.25,3.3,2.75,2.2,3.2,2.8,2.2,3.1,2.8,2.1,3.5,2.75,2.2,3.25,2.8,2.25,3.3,2.65,1.83,1.83,4.2,1.08,-1.5,1.94,1.9,-0.25,1.875,1.975,-0.25
0,2,0,1,2.37,3.1,2.62,2.2,3.25,2.85,2.4,3.1,2.6,2.2,3.1,2.8,2.3,3.25,2.6,2.38,3.2,2.62,2.2,3.35,2.7,1.95,1.71,2.4,1.41,-0.5,1.96,1.88,-0.25,1.925,1.925,-0.25
1,2,1,0,2,3.2,3.2,2.05,3.35,3.05,2.1,3.2,2.95,2.1,3,3.1,2,3.4,3,2.05,3.25,3.1,2.1,3.3,2.9,2.1,1.6,3.85,1.1,-1.5,1.7,2.14,-0.25,1.75,2.1,-0.25
3,0,2,0,1.4,3.5,8.5,1.4,4,6.75,1.45,3.75,6.5,1.4,3.9,6,1.4,3.75,7,1.44,3.75,6.5,,,,1.6,2.1,2.03,1.48,-1.5,1.84,2,-1,2.15,1.7,-1.25
1,2,0,0,1.72,3.2,4.33,1.7,3.5,4.2,1.7,3.4,4.35,1.75,3.2,4,1.7,3.5,4,1.73,3.4,4.2,1.66,3.4,4.33,1.65,2,1.7,1.91,-0.5,1.98,1.86,-0.75,2.025,1.825,-0.75
