FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5
2,0,1,0,2.1,3.2,3,2.05,3.2,3.25,1.9,3,3.6,1.91,3.2,3.5,2,3.1,3.4,2,3.1,3.4,2,3,3.4,1.75,1.85,1.72,2
1,2,0,1,1.727,3.2,4.333,1.67,3.3,5.05,1.65,3.2,4.6,1.73,3.2,4.33,1.73,3.25,4.33,1.727,3.25,4.333,1.72,3.2,4.33,1.85,1.75,2.1,1.66
3,1,2,1,1.615,3.25,5,1.61,3.45,5.2,1.6,3.3,4.8,1.67,3.25,4.5,1.62,3.4,5,1.615,3.4,5,1.61,3.3,5,1.9,1.7,2.1,1.66
2,3,2,0,3.2,3.2,2,3.5,3.25,1.96,3.4,2.9,2,3.5,3.2,1.91,3.5,3.25,1.91,3.5,3.25,1.909,3.3,3.1,2,1.65,1.95,1.8,1.9
0,4,0,2,2.2,3,3,2.4,3.1,2.72,2.3,3.1,2.6,2.2,3.2,2.8,2.25,3.25,2.75,2.3,3.2,2.7,2.2,3.2,2.8,1.8,1.8,1.8,1.9
0,1,0,0,1.909,3.2,3.5,1.92,3.15,3.72,1.9,3,3.6,2,3.2,3.2,2,3.1,3.4,2,3.1,3.4,1.9,3.1,3.6,1.85,1.75,1.9,1.8
2,1,1,0,1.667,3.3,4.5,1.6,3.4,5.35,1.6,3.3,4.8,1.73,3.2,4.33,1.62,3.4,5,1.615,3.4,5,1.66,3.3,4.5,1.8,1.8,1.9,1.8
1,0,1,0,2.1,3.2,3,2.02,3.2,3.35,2.1,3,3.1,2.1,3.2,3,2.1,3.1,3.2,2.1,3.1,3.2,2.1,3,3.2,1.85,1.75,1.9,1.8
1,3,1,1,3.2,3.2,2,3.55,3.25,1.96,3.6,3.1,1.85,4,3.2,1.8,3.8,3.2,1.83,3.6,3.1,1.909,3.75,3,1.9,1.8,1.8,1.72,2
0,1,0,1,1.833,3.2,3.75,1.85,3.2,3.95,1.9,3,3.6,1.73,3.2,4.33,1.83,3.1,4,1.85,3.1,4,1.8,3.25,3.8,1.95,1.65,1.9,1.8
3,0,2,0,1.222,5,10,1.25,4.65,11,1.25,4.5,9,1.33,4.33,7,1.25,4.75,9.5,1.25,4.75,9.5,1.28,4.5,8,,,1.66,2.1
3,0,1,0,1.833,3.2,3.75,1.88,3.25,3.95,1.9,3.1,3.5,1.73,3.2,4.33,1.83,3.1,4,1.833,3.1,4,1.83,3.2,3.75,1.83,1.9,1.9,1.8
0,1,0,1,1.8,3.1,4,1.83,3.2,4.1,1.85,3.1,3.6,1.8,3.2,4,1.8,3.25,4,1.8,3.25,4,1.8,3.1,4,1.85,1.75,1.9,1.8
3,4,3,1,1.909,3.2,3.5,1.97,3.2,3.55,1.9,3.1,3.5,1.83,3.2,3.75,2,3.1,3.4,2,3.1,3.4,1.83,3.2,3.75,1.9,1.7,1.83,1.83
3,0,0,0,2.5,3.1,2.5,2.5,3.15,2.58,2.8,2.9,2.3,2.4,3.25,2.5,2.6,3,2.5,2.6,3,2.5,2.4,3.1,2.6,1.95,1.67,1.9,1.8
2,1,1,1,1.8,3.1,4,1.85,3.25,3.95,1.8,3.1,3.8,1.8,3.2,4,1.8,3.25,4,1.8,3.25,4,1.8,3.1,4,1.85,1.75,1.9,1.8
3,0,2,0,1.25,5,8,1.25,4.75,10.51,1.25,4.5,9,1.25,5,8,1.25,4.5,10,1.25,4.6,10,1.25,5,8,1.45,2.35,1.66,2.1
4,1,1,0,1.8,3.1,4,1.86,3.15,4,1.8,3.1,3.8,1.73,3.2,4.33,1.8,3.25,4,1.75,3.25,4.2,1.83,3.2,3.75,1.83,1.92,1.83,1.83
3,0,2,0,2.25,3,2.875,2.3,3.15,2.85,2.3,2.9,2.8,2.25,3.2,2.75,2.4,3.1,2.63,2.4,3.1,2.625,2.5,3.1,2.5,1.9,1.7,1.9,1.8
2,2,2,1,1.615,3.25,5,1.67,3.3,5,1.65,3.2,4.6,1.62,3.25,5,1.62,3.4,5,1.615,3.4,5,1.5,3.4,6,1.7,1.9,1.8,1.9
4,3,3,2,2.3,3,2.8,2.3,3.15,2.83,2.3,2.9,2.8,2.25,3.2,2.75,2.38,3.1,2.7,2.375,3.1,2.7,2.25,3.2,2.75,1.95,1.67,2,1.72
0,1,0,1,3,3.2,2.1,3.2,3.15,2.1,3,3.1,2.1,3,3.2,2.1,3,3.25,2.1,3,3.25,2.1,3,3.2,2.1,1.7,1.9,1.72,2
2,2,1,0,1.833,3.2,3.75,1.87,3.25,3.85,1.85,3,3.8,1.83,3.2,3.75,1.83,3.25,3.75,1.833,3.25,3.75,1.83,3.2,3.75,1.8,1.8,1.9,1.8
0,1,0,1,1.833,3.2,3.75,1.83,3.25,4,1.85,3,3.8,1.8,3.25,3.75,1.85,3.2,3.75,1.85,3.2,3.75,1.8,3.1,4,1.8,1.8,1.9,1.8
3,1,1,1,2.5,3.1,2.5,2.6,3.05,2.55,2.5,3,2.5,2.62,2.88,2.5,2.6,3,2.5,2.6,3,2.5,2.5,3.1,2.5,1.85,1.75,2,1.72
2,2,1,0,1.667,3.1,5,1.65,3.35,5,1.65,3.2,4.6,1.67,3.25,4.5,1.62,3.4,5,1.615,3.4,5,1.57,3.3,5.5,1.7,1.9,1.83,1.83
3,0,1,0,2.1,3,3.2,2.1,3.15,3.25,2.1,3,3.1,2,3.2,3.2,2.1,3.1,3.2,2.1,3.1,3.2,2.2,3.1,2.87,1.8,1.8,2,1.72
0,0,0,0,2.625,3.1,2.375,2.75,3.15,2.37,2.5,3,2.5,2.6,3.2,2.38,2.63,3.2,2.38,2.625,3.2,2.375,2.62,3.1,2.37,1.8,1.8,1.72,2
1,1,0,1,2,3,3.4,2,3.2,3.45,2,3,3.3,1.8,3.25,3.75,1.91,3.25,3.5,1.909,3.25,3.5,1.9,3.2,3.5,1.95,1.65,2.1,1.66
0,0,0,0,2.625,3.1,2.375,2.7,3.15,2.4,2.5,3,2.5,2.62,3.4,2.25,2.63,3.2,2.38,2.625,3.2,2.375,2.6,3.1,2.4,1.9,1.7,2,1.72
1,2,0,0,2.25,3.2,2.75,2.27,3.2,2.85,2.3,3,2.7,2.25,3.2,2.75,2.25,3.2,2.8,2.25,3.2,2.8,2.2,3.1,2.87,1.8,1.8,1.8,1.9
2,4,1,2,2.2,3,3,2.1,3.2,3.15,2,3.1,3.2,2,3.2,3.2,2.2,3.1,3,2.1,3.1,3.2,2.1,3.1,3.1,1.8,1.8,1.8,1.9
1,0,0,0,1.727,3.2,4.333,1.77,3.3,4.3,1.8,3.1,3.8,1.67,3.25,4.5,1.73,3.25,4.33,1.75,3.25,4.2,1.8,3.1,4,1.7,1.9,1.72,2
1,1,1,0,1.909,3.2,3.5,1.95,3.15,3.65,1.9,3.1,3.5,1.91,3.25,3.4,1.83,3.25,3.75,1.85,3.25,3.75,1.9,3.1,3.6,1.8,1.8,1.9,1.8
2,1,0,0,1.571,3.5,5,1.6,3.5,5.25,1.55,3.4,5,1.5,3.4,6,1.53,3.4,6,1.533,3.4,6,1.57,3.3,5.5,1.7,1.9,1.66,2.1
1,1,0,0,1.444,3.6,6.5,1.45,3.7,7,1.45,3.6,5.8,1.4,3.75,7,1.44,3.75,6.5,1.444,3.75,6.5,1.44,3.6,6.5,1.8,1.8,1.72,2
2,2,2,1,1.5,3.4,6,1.48,3.65,6.5,1.5,3.5,5.4,1.44,3.6,6.5,1.44,3.75,6.5,1.444,3.75,6.5,1.5,3.4,6,1.6,2.05,1.61,2.2
0,1,0,0,2.375,2.875,2.8,2.45,2.95,2.8,2.3,2.8,2.9,2.2,3.2,2.8,2.38,3,2.75,2.375,3,2.75,2.37,3,2.7,1.8,1.8,1.8,1.9
0,0,0,0,2.2,3,3,2.2,3.05,3.1,2.2,2.9,3,2.1,3.2,3,2.2,3.1,3,2.2,3.1,3,2.2,3,3,1.9,1.7,2,1.72
0,1,0,1,2,3,3.4,2.05,3.1,3.4,2.1,3,3.1,2,3.2,3.2,2,3.2,3.3,2,3.2,3.3,2,3,3.4,1.9,1.7,1.9,1.8
0,0,0,0,1.833,3.2,3.75,1.9,3.25,3.75,1.85,3.1,3.6,1.8,3.2,4,1.83,3.25,3.75,1.833,3.25,3.75,1.9,3.2,3.5,1.85,1.75,1.83,1.83
1,2,0,0,2.5,3.1,2.5,2.4,3.15,2.7,2.2,2.8,3.1,2.38,3,2.75,2.38,3,2.8,2.38,3,2.8,2.37,3,2.7,1.75,1.85,1.83,1.83
1,1,0,0,3.75,3.2,1.83,4,3.35,1.8,3.8,3.1,1.8,4,3.4,1.73,4,3.25,1.8,4,3.25,1.8,3.75,3.2,1.83,1.63,2,1.8,1.9
2,1,1,0,1.66,3.25,4.5,1.7,3.3,4.7,1.7,3.1,4.4,1.67,3.25,4.5,1.67,3.2,5,1.67,3.2,5,1.66,3.1,5,1.9,1.7,2,1.72
2,0,0,0,2.3,3.2,2.62,2.3,3.2,2.8,2.2,3,2.9,2.38,3.2,2.6,2.25,3.1,2.8,2.3,3.1,2.8,2.25,3.1,2.8,1.75,1.85,1.83,1.83
3,1,3,1,2.8,3,2.3,3,3.15,2.2,2.9,3,2.2,2.6,3.2,2.38,2.88,3.1,2.25,2.88,3.1,2.25,2.75,3.2,2.25,1.75,1.85,1.9,1.8
1,0,0,0,2.25,3,2.87,2.2,3.15,3,2.1,2.8,3.3,2.2,3.2,2.8,2.25,3,3,2.25,3,3,2.25,3.1,2.8,1.9,1.7,1.83,1.83
3,1,2,1,2,3.2,3.2,2,3.2,3.45,1.9,3.1,3.5,2,3.2,3.2,2,3.1,3.4,2,3.1,3.4,2,3.1,3.3,1.9,1.7,2.1,1.66
2,1,0,1,2.37,3.1,2.62,2.4,3.15,2.7,2.3,2.9,2.8,2.4,3.25,2.5,2.38,3.1,2.7,2.38,3.1,2.7,2.25,3.1,2.8,1.9,1.7,2,1.72
1,0,1,0,1.4,3.75,7,1.45,3.7,7,1.4,3.7,6.5,1.5,3.4,6,1.4,3.75,7.5,1.4,3.75,7.5,1.44,3.5,7,1.85,1.75,1.9,1.8
1,3,0,1,1.9,3.2,3.5,1.95,3.2,3.6,1.9,3.1,3.5,1.91,3.2,3.5,2,3.1,3.4,2,3.1,3.4,1.9,3.1,3.6,1.9,1.7,1.83,1.83
3,0,1,0,2.3,3,2.8,2.3,3.2,2.8,2.3,3,2.7,2.25,3.2,2.75,2.3,3.2,2.75,2.3,3.2,2.75,2.2,3.2,2.8,1.75,1.85,1.8,1.9
1,1,0,1,1.72,3.2,4.33,1.85,3.25,3.9,1.8,3.1,3.8,1.8,3.25,3.75,1.73,3.25,4.33,1.73,3.25,4.33,1.8,3.1,4,1.8,1.8,1.9,1.8
3,0,1,0,2.62,3.1,2.37,2.55,3.15,2.5,2.5,3,2.5,2.75,3.2,2.25,2.6,3.1,2.5,2.6,3.1,2.5,2.8,3,2.3,1.7,1.9,1.72,2
0,2,0,0,2.25,3,2.87,2.25,3.15,2.95,2.3,2.9,2.8,2.1,3.2,3,2.2,3.2,2.88,2.2,3.2,2.88,2.2,3,3,1.8,1.8,1.8,1.9
0,1,0,0,1.66,3.25,4.5,1.7,3.3,4.7,1.65,3.2,4.6,1.73,3.2,4.33,1.67,3.2,5,1.67,3.2,5,1.66,3.3,4.5,1.9,1.7,2.1,1.66
2,2,2,0,3.75,3.25,1.8,4.7,3.3,1.7,3.6,3.1,1.85,4.33,3.2,1.73,4.33,3.25,1.73,4.33,3.25,1.73,4,3.1,1.8,1.7,1.9,1.72,2
4,0,0,0,1.61,3.25,5,1.65,3.4,4.9,1.65,3.2,4.6,1.67,3.2,5,1.62,3.4,5,1.62,3.4,5,1.61,3.3,5,1.9,1.7,1.8,1.9
0,1,0,1,1.9,3.2,3.5,1.95,3.2,3.6,2,2.9,3.4,1.91,3.2,3.5,2,3.1,3.4,2,3.1,3.4,1.9,3.2,3.5,1.9,1.7,2,1.72
1,0,0,0,1.53,3.4,5.5,1.5,3.5,6.55,1.45,3.6,5.8,1.44,3.6,6.5,1.5,3.5,6,1.5,3.5,6,1.5,3.4,6,1.8,1.8,1.8,1.9
2,1,1,1,1.8,3.25,3.75,1.9,3.3,3.65,1.8,3.1,3.8,1.91,3.25,3.4,1.85,3.25,3.75,1.85,3.25,3.75,1.8,3.1,4,1.9,1.7,2,1.72
4,1,1,1,1.444,3.5,7,1.45,3.75,7,1.5,3.7,5,1.4,3.75,7,1.44,3.75,6.5,1.444,3.75,6.5,1.44,3.6,6.5,1.6,2.05,1.66,2.1
1,0,1,0,2,3,3.4,2.05,3.15,3.35,2,3,3.3,2.1,3.2,3,2,3.1,3.4,2,3.1,3.4,2,3,3.4,1.9,1.7,2,1.72
2,2,2,0,1.667,3.25,4.5,1.7,3.4,4.6,1.55,3.5,4.8,1.62,3.5,4.5,1.67,3.4,4.5,1.667,3.4,4.5,1.66,3.3,4.5,1.65,1.95,1.61,2.2
1,1,0,0,1.444,3.5,7,1.5,3.5,6.6,1.35,4,7,1.4,3.75,7,1.44,3.6,7,1.444,3.6,7,1.44,3.6,6.5,1.7,1.9,1.72,2
0,2,0,0,2.2,3,3,2.15,3.2,3.1,2.2,3,2.9,2.2,3.2,2.8,2.2,3.2,2.88,2.2,3.2,2.875,2.1,3.2,3,1.7,1.9,2,1.72
1,1,1,0,4.333,3.2,1.727,4.1,3.3,1.8,4,3.2,1.75,4.33,3.2,1.73,4.33,3.2,1.73,4.333,3.2,1.75,3.75,3.2,1.83,1.85,1.75,1.83,1.83
2,0,1,0,2.3,3,2.8,2.25,3.15,2.95,2.1,3,3.1,2.2,3.2,2.8,2.3,3,2.88,2.3,3,2.875,2.2,3.2,2.8,1.8,1.8,1.9,1.8
1,1,0,0,2.25,3.2,2.75,2.25,3.1,3,2.3,2.8,2.9,2.1,3.2,3,2.25,3.1,2.88,2.25,3.1,2.875,2,3.2,3.2,1.9,1.7,1.9,1.8
0,0,0,0,1.571,3.5,5,1.6,3.5,5.25,1.55,3.5,4.8,1.5,3.4,6,1.57,3.4,5.5,1.571,3.4,5.5,1.53,3.4,5.5,1.7,1.9,1.8,1.9
2,1,1,0,2.375,3.1,2.625,2.4,3.2,2.7,2.5,3,2.5,2.25,3.2,2.75,2.38,3.2,2.62,2.4,3.2,2.625,2.37,3.1,2.62,1.75,1.85,2,1.72
0,2,0,2,2.5,3.1,2.5,2.55,3.15,2.55,2.9,3,2.2,2.4,3.25,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5,1.7,1.9,1.8,1.9
2,0,0,0,1.533,3.4,5.5,1.6,3.4,5.55,1.55,3.5,4.8,1.5,3.4,6,1.53,3.4,6,1.533,3.4,6,1.5,3.4,6,1.8,1.8,1.9,1.8
0,1,0,0,2.625,3.1,2.375,2.75,3.15,2.4,2.7,3,2.3,2.75,3.2,2.25,2.75,3,2.38,2.75,3,2.375,2.62,3.1,2.37,1.85,1.75,1.9,1.8
1,0,0,0,2.1,3.2,3,2.15,3.15,3.2,2.1,2.9,3.2,2.2,3.2,2.8,2.1,3.1,3.2,2.1,3.1,3.2,2.1,3,3.2,1.9,1.7,2.1,1.66
2,0,0,0,1.909,3.2,3.5,2,3.15,3.6,2,2.9,3.4,2,3.2,3.2,1.91,3.2,3.6,1.909,3.2,3.6,1.83,3.3,3.6,2.05,1.6,2,1.72
2,1,1,1,1.833,3.2,3.75,2,3.2,3.4,1.75,3.2,4,1.73,3.2,4.33,1.73,3.25,4.33,1.75,3.25,4.2,1.8,3.1,4,1.65,1.95,1.83,1.83
3,2,1,0,2.3,3,2.8,2.35,3.1,2.85,2.2,3,2.9,2.25,3.2,2.75,2.3,3.1,2.8,2.3,3.1,2.8,2.3,3.1,2.75,1.75,1.85,1.9,1.8
4,1,1,0,1.444,3.6,6.5,1.55,3.5,6,1.4,3.7,6.5,1.44,3.6,6.5,1.44,3.6,7,1.444,3.6,7,1.44,3.6,6.5,1.7,1.9,1.83,1.83
1,0,1,0,4.5,3.3,1.667,4.6,3.4,1.7,4,3.2,1.75,4.5,3.25,1.67,5,3.4,1.62,4.5,3.4,1.667,4.33,3.2,1.72,1.6,2.05,1.72,2
2,0,2,0,1.909,3.2,3.5,2.1,3.15,3.3,2.1,2.9,3.2,2,3.2,3.2,2,3.1,3.4,2,3.1,3.4,2,3.2,3.2,1.85,1.75,2,1.72
4,0,3,0,1.8,3.3,3.75,1.85,3.3,4,1.7,3.2,4.2,1.8,3.25,3.75,1.8,3.25,4,1.8,3.25,4,1.8,3.25,3.8,1.7,1.9,1.66,2.1
6,0,3,0,1.5,3.4,6,1.55,3.5,5.85,1.6,3.2,5,1.5,3.4,6,1.53,3.4,6,1.533,3.4,6,1.5,3.4,6,1.7,1.9,1.8,1.9
3,1,2,1,1.222,5,9,1.27,4.75,9.5,1.3,4.2,8,1.29,4.33,9,1.25,4.5,10,1.25,4.5,10,1.25,4.5,10,1.6,2.05,1.66,2.1
1,1,0,1,2.4,3,2.7,2.35,3.15,2.8,2.4,2.9,2.7,2.38,3.2,2.6,2.38,3,2.75,2.375,3.1,2.7,2.3,3.1,2.7,,,1.83,1.83
1,1,1,1,2.25,3,2.875,2.25,3.15,3,2.2,3,2.9,2.25,3.2,2.75,2.25,3.25,2.75,2.25,3.2,2.8,2.2,3.1,2.87,1.7,1.9,1.8,1.9
3,0,0,0,2.875,3,2.25,2.8,3.15,2.35,2.8,2.9,2.3,2.75,3.2,2.25,2.8,3.1,2.3,2.8,3.1,2.3,2.7,3.1,2.3,1.75,1.85,1.8,1.9
1,0,1,0,1.909,3.2,3.5,1.92,3.2,3.7,2,2.9,3.4,1.8,3.2,4,1.91,3.2,3.6,1.909,3.2,3.6,1.9,3.1,3.6,1.7,1.9,2,1.72
2,0,1,0,1.615,3.25,5,1.67,3.35,5,1.7,3.2,4.2,1.62,3.25,5,1.67,3.25,4.75,1.667,3.25,4.75,1.66,3.1,5,1.7,1.9,1.8,1.9
0,4,0,3,3.4,3.25,1.909,3.3,3.15,2.1,3.5,3.1,1.9,3.2,3.2,2,3.4,3.1,2,3.4,3.1,2,3.3,3.1,2,1.7,1.9,2,1.72
0,3,0,0,1.833,3.2,3.75,1.9,3.2,3.8,1.85,3,3.8,1.8,3.2,4,1.83,3.2,3.8,1.85,3.2,3.8,1.8,3.1,4,1.75,1.85,1.9,1.8
1,5,0,2,4,3.1,1.8,4,3.4,1.8,3.6,3.1,1.85,3.75,3.25,1.8,4.33,3.25,1.73,4.2,3.25,1.75,4,3.1,1.8,1.7,1.9,1.83,1.83
2,3,0,3,1.533,3.4,5.5,1.58,3.55,5.3,1.45,3.6,5.8,1.5,3.4,6,1.53,3.4,6,1.533,3.4,6,1.57,3.3,5.5,1.7,1.9,1.8,1.9
2,0,2,0,2.1,3,3.2,2.1,3.1,3.3,1.9,3.1,3.5,2.1,3.2,3,2.1,3.1,3.2,2.1,3.1,3.2,2,3.1,3.3,1.8,1.8,1.9,1.8
2,1,1,0,1.8,3.1,4,1.85,3.25,3.9,1.75,3.1,4.2,1.73,3.2,4.33,1.8,3.25,4,1.8,3.25,4,1.72,3.1,4.5,1.85,1.75,1.83,1.83
0,1,0,0,2,3,3.4,2.02,3.05,3.55,2.1,2.8,3.3,2,3.2,3.2,1.91,3.1,3.75,1.909,3.1,3.75,1.9,3,3.75,1.95,1.65,2,1.72
1,1,1,1,2.5,2.875,2.625,2.75,3.1,2.4,2.4,2.9,2.7,2.6,3.2,2.38,2.5,3,2.6,2.5,3,2.6,2.5,3.1,2.5,1.95,1.65,2,1.72
2,2,0,0,2.625,3.2,2.3,2.92,3.2,2.25,3.2,3.1,2,2.8,3.2,2.2,2.8,3.2,2.25,2.8,3.2,2.25,2.75,3.2,2.25,1.8,1.8,1.9,1.8
1,2,0,1,2.75,3.2,2.25,2.75,3.2,2.35,2.9,3,2.2,2.75,3.2,2.25,2.75,3.2,2.3,2.75,3.2,2.3,2.8,3.1,2.25,1.85,1.75,1.9,1.8
3,0,3,0,2.625,3.1,2.375,2.75,3.1,2.4,2.5,3,2.5,2.75,3.2,2.25,2.75,3.2,2.3,2.75,3.2,2.3,2.62,3.1,2.37,1.75,1.85,1.9,1.8
2,1,1,0,1.8,3.1,4,1.8,3.25,4.2,1.8,3.1,3.8,1.8,3.2,4,1.8,3.25,4,1.8,3.25,4,1.8,3.1,4,1.85,1.75,1.9,1.8
1,1,1,0,1.4,3.75,7,1.4,3.9,7.45,1.4,3.9,6,1.36,3.75,8,1.4,3.75,7.5,1.4,3.75,7.5,1.44,3.6,6.5,1.65,2.1,1.66,2.1
2,1,2,1,1.444,3.6,6.5,1.5,3.6,6.5,1.5,3.5,5.4,1.4,3.6,7.5,1.44,3.6,7,1.444,3.6,7,1.44,3.6,6.5,1.75,1.95,1.8,1.9
4,1,2,0,1.25,4.5,10,1.3,4.6,9,1.3,4.2,8,1.29,4.33,9,1.22,5,10,1.222,5,10,1.25,4.5,10,1.6,2.15,1.57,2.25
0,1,0,0,1.615,3.25,5,1.65,3.3,5.15,1.6,3.3,4.8,1.5,3.4,6,1.62,3.4,5,1.615,3.4,5,1.44,3.6,6.5,1.8,1.9,1.83,1.83
3,0,1,0,2.1,3.2,3,2.15,3.15,3.1,2.1,2.9,3.2,1.91,3.2,3.5,2.1,3.1,3.2,2.1,3.1,3.2,2,3.2,3.2,1.95,1.75,1.8,1.9
2,1,1,1,2.375,3.1,2.625,2.45,3.15,2.65,2.4,2.9,2.7,2.38,3.2,2.6,2.5,3,2.6,2.5,3.1,2.6,2.3,3.1,2.75,1.95,1.75,1.83,1.83
0,0,0,0,2.25,3.2,2.75,2.25,3.1,3,2.1,3,3.1,2.1,3.2,3,2.3,3,2.88,2.3,3,2.875,2.1,3.1,3.1,1.95,1.75,2,1.72
2,0,2,0,1.909,3,3.75,1.95,3.15,3.7,1.9,3,3.6,1.8,3.2,4,1.83,3.1,4,1.833,3.1,4,1.83,3,4,2,1.7,2.1,1.66
3,1,3,0,1.533,3.4,5.5,1.6,3.4,5.5,1.6,3.3,4.8,1.5,3.4,6,1.57,3.4,5.5,1.571,3.4,5.5,1.57,3.5,5,1.85,1.85,1.8,1.9
1,0,0,0,2.625,3.2,2.3,2.75,3.15,2.4,2.7,3,2.3,2.6,3.2,2.38,2.7,3.2,2.3,2.7,3.2,2.3,2.75,3.1,2.3,1.85,1.85,1.9,1.8
2,0,1,0,1.33,4,8,1.38,4,8,1.4,3.9,6,1.36,3.75,8,1.33,4,8.5,1.33,4,8.5,1.36,3.75,8,1.75,1.85,1.72,2
1,2,1,1,2.62,3.2,2.3,2.75,3.2,2.35,2.8,2.9,2.3,2.75,3.2,2.25,2.88,3.1,2.25,2.88,3.1,2.25,2.75,3.1,2.3,1.7,1.9,1.83,1.83
0,1,0,0,4,3.4,1.72,4.3,3.4,1.75,3.6,3.1,1.85,4.33,3.2,1.73,4.33,3.25,1.73,4.2,3.25,1.75,4,3.1,1.8,1.75,1.85,1.8,1.9
0,0,0,0,3,3.2,2.1,3.45,3.25,2,3.1,3,2.1,3,3.4,2,3.25,3.25,2,3.25,3.25,2,3.2,3,2.1,1.7,1.9,1.83,1.83
1,0,1,0,2.75,3.2,2.25,2.75,3,2.5,2.5,3,2.5,2.6,3.2,2.38,2.7,3.1,2.38,2.7,3.1,2.38,2.62,3.1,2.37,1.8,1.8,1.83,1.83
0,1,0,0,1.9,3.25,3.4,2,3.2,3.5,2,3,3.3,1.91,3.25,3.4,2.1,3.1,3.2,2.1,3.1,3.2,2,3.1,3.3,1.75,1.85,1.9,1.8
1,1,1,0,1.57,3.5,5,1.6,3.5,5.3,1.6,3.3,4.8,1.62,3.25,5,1.57,3.4,5.5,1.57,3.4,5.5,1.57,3.3,5.5,1.7,1.9,1.83,1.83
2,1,0,0,2,3.2,3.2,2,3.2,3.5,1.9,3.1,3.5,1.83,3.2,3.75,2.1,3.1,3.2,2.1,3.1,3.2,1.9,3.1,3.6,1.75,1.85,1.9,1.8
0,0,0,0,2.2,3,3,2.1,3.15,3.3,1.9,3.1,3.5,2,3.2,3.2,2.2,3.1,3,2.2,3.1,3,2,3.1,3.3,1.8,1.8,2,1.72
0,0,0,0,2.2,3,3,2.2,3.2,3,2.1,2.9,3.2,2.1,3.2,3,2.2,3.1,3,2.2,3.1,3,2.1,3.1,3.1,1.85,1.75,2.1,1.66
0,0,0,0,2.6,3.2,2.375,2.75,3.2,2.35,2.7,3,2.3,2.6,3.2,2.38,2.75,3.2,2.3,2.75,3.2,2.3,2.62,3.1,2.37,1.8,1.85,1.9,1.8
6,1,3,0,1.444,3.75,6,1.42,3.9,7,1.4,3.7,6.5,1.36,3.75,8,1.4,3.75,7.5,1.4,3.75,7.5,1.44,3.6,6.5,1.65,2,1.72,2
2,1,1,1,1.667,3.25,4.5,1.75,3.2,4.6,1.75,3.2,4,1.67,3.25,4.5,1.8,3.25,4,1.8,3.25,4,1.72,3.2,4.33,1.85,1.8,1.8,1.9
0,0,0,0,2.2,3.2,2.8,2.25,3.1,3,2.3,2.8,2.9,2.2,3.2,2.8,2.25,3.1,2.88,2.25,3.1,2.875,2.2,3.1,2.87,1.8,1.85,1.83,1.83
2,1,0,1,1.909,3.2,3.5,2,3.1,3.55,2.1,2.9,3.2,1.83,3.2,3.75,1.91,3.2,3.6,1.909,3.2,3.6,2,3.1,3.3,1.95,1.7,1.9,1.8
2,0,1,0,1.727,3.2,4.333,1.73,3.3,4.5,1.7,3.2,4.2,1.67,3.25,4.5,1.73,3.25,4.33,1.7,3.4,4.333,1.66,3.3,4.5,1.65,2,1.72,2
1,1,0,0,2.1,3.2,3,2.15,3.15,3.15,2.1,2.9,3.2,1.91,3.2,3.5,2.2,3.1,3,2.2,3.1,3,2.1,3.1,3.1,1.95,1.7,1.9,1.8
3,2,1,0,1.727,3.2,4.333,1.75,3.25,4.6,1.8,3,4,1.62,3.25,5,1.67,3.25,4.75,1.667,3.25,4.75,1.66,3.1,5,2.1,1.6,1.9,1.8
2,2,1,0,1.5,3.6,5.5,1.55,3.65,5.5,1.45,3.6,5.8,1.4,3.75,7,1.5,3.5,6,1.5,3.5,6,1.44,3.6,6.5,1.8,1.8,1.8,1.9
1,1,0,1,1.444,3.6,6.5,1.52,3.6,6,1.45,3.6,5.8,1.5,3.25,6.5,1.44,3.75,6.5,1.444,3.75,6.5,1.44,3.6,6.5,1.95,1.7,2,1.72
2,0,1,0,2.5,3.1,2.5,2.7,3.05,2.45,2.5,2.9,2.6,2.625,2.875,2.5,2.6,3,2.5,2.6,3,2.5,2.6,3.1,2.4,1.9,1.7,2,1.72
0,0,0,0,2.3,3,2.8,2.45,3.15,2.65,2.3,3,2.7,2.25,3.2,2.75,2.38,3.2,2.63,2.4,3.2,2.625,2.37,3.1,2.62,1.8,1.8,2,1.72
3,1,0,1,1.2,5,11,1.2,5.5,11,1.2,5,10,1.2,5,11,1.2,5.5,10,1.2,5.5,10,1.22,5,9.5,1.45,2.5,1.61,2.2
2,0,0,0,2.625,3.1,2.375,2.8,3.2,2.3,2.7,3,2.3,3,3.2,2.1,2.8,3.1,2.3,2.8,3.1,2.3,2.75,3.2,2.25,1.85,1.85,1.83,1.83
0,0,0,0,2.25,3.2,2.75,2.2,3.2,2.95,2.2,2.9,3,2.2,3.2,2.8,2.25,3.1,2.88,2.25,3.1,2.875,2.3,3,2.8,1.75,1.85,2,1.72
1,0,0,0,2.25,3.2,2.75,2.2,3.2,3,2.2,2.9,3,2.2,3.2,2.8,2.2,3.1,3,2.2,3.1,3,2.2,3.1,2.87,1.75,1.85,1.83,1.83
