Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA
F1,21/08/15,Montpellier,Paris SG,0,1,A,0,0,D,10,9,3,5,13,8,2,1,2,1,0,0,8,4.2,1.45,8.5,4.2,1.5,6.3,3.9,1.5,8,4.2,1.45,9.1,4.4,1.46,7,4,1.5,8.5,4.3,1.45,40,9.1,7.91,4.4,4.13,1.5,1.45,38,2.25,2.11,1.8,1.71,26,1,2.15,2.07,1.85,1.77
F1,22/08/15,Ajaccio GFCO,Angers,0,2,A,0,2,A,8,9,3,5,12,10,9,3,2,2,0,0,2.3,3,3.6,2.3,2.9,3.4,2.2,3.1,3.3,2.2,2.8,3.5,2.31,3.04,3.8,2.3,2.9,3.6,2.38,3,3.7,39,2.38,2.27,3.2,2.97,3.8,3.54,31,3.07,2.86,1.45,1.4,23,-0.25,2,1.94,1.94,1.89
F1,22/08/15,Bastia,Guingamp,3,0,H,2,0,H,10,15,5,4,14,13,3,5,2,3,0,0,2.3,3,3.4,2.4,3,3.1,2.2,3.1,3.3,2.3,2.8,3.2,2.44,3.05,3.48,2.4,2.9,3.4,2.45,3,3.5,40,2.5,2.36,3.15,2.97,3.5,3.33,32,3,2.78,1.46,1.42,25,-0.25,2.05,2,1.88,1.84
F1,22/08/15,Lyon,Rennes,1,2,A,1,1,D,15,6,4,3,12,13,6,1,1,3,0,0,1.57,3.75,7,1.57,3.75,6,1.6,3.6,5.6,1.57,3.5,5.75,1.62,3.88,6.65,1.62,3.5,6.5,1.6,3.9,7,40,1.62,1.57,4,3.74,7.5,6.5,38,2.27,2.17,1.72,1.67,26,-1,2.17,2.06,1.85,1.79
F1,22/08/15,Nantes,Reims,1,0,H,0,0,D,13,2,6,1,12,10,1,2,1,3,0,0,2.2,3.1,3.6,2.2,3,3.5,2.1,3.15,3.45,2.1,2.9,3.6,2.29,3.12,3.73,2.2,3,3.75,2.3,3.1,3.8,40,2.3,2.2,3.2,3.04,4,3.63,32,2.88,2.73,1.47,1.43,25,-0.25,1.97,1.9,2.02,1.94
F1,22/08/15,Nice,Caen,2,1,H,0,0,D,7,12,4,6,7,16,2,3,1,3,0,0,2.2,3.3,3.4,2.3,3.4,3.2,2.3,3.1,3.1,2.15,3.1,3.2,2.28,3.37,3.46,2.3,3.2,3.2,2.3,3.4,3.4,40,2.3,2.23,3.4,3.25,3.5,3.27,38,2.15,2.04,1.84,1.76,24,-0.25,1.98,1.92,1.98,1.92
F1,22/08/15,Toulouse,Monaco,1,1,D,1,0,H,13,14,4,3,13,20,4,5,0,4,0,0,3.1,3.1,2.5,3.1,3.25,2.55,2.9,3.15,2.4,2.9,2.9,2.4,3.06,3.22,2.58,3,3.1,2.5,3.2,3.2,2.5,40,3.25,2.99,3.3,3.14,2.6,2.45,32,2.38,2.28,1.65,1.59,25,0.25,1.82,1.77,2.17,2.08
F1,23/08/15,Lille,Bordeaux,0,0,D,0,0,D,15,12,5,4,11,23,12,10,1,5,0,0,2.1,3.2,3.8,2.15,3.1,3.5,2.2,3.1,3.3,2,3,3.75,2.11,3.28,4.06,2.15,3,3.8,2.15,3.25,4,40,2.25,2.1,3.3,3.16,4.06,3.73,32,2.62,2.43,1.59,1.53,25,-0.5,2.14,2.08,1.81,1.77
F1,23/08/15,Lorient,St Etienne,0,1,A,0,0,D,10,12,2,5,12,24,3,4,0,3,1,0,2.63,3,3,2.65,3,2.8,2.6,3.2,2.6,2.5,2.8,2.8,2.67,3.08,3.07,2.62,3,2.9,2.75,3,3,40,2.75,2.6,3.3,3.02,3.07,2.89,32,2.7,2.59,1.5,1.48,26,0,1.88,1.82,2.1,2.01
F1,23/08/15,Marseille,Troyes,6,0,H,1,0,H,16,6,7,1,8,9,6,5,1,1,0,0,1.62,3.8,6,1.67,3.9,6,1.55,3.7,6,1.62,3.5,5.25,1.65,3.91,6.07,1.67,3.6,5.5,1.65,4,6,40,1.7,1.62,4,3.76,6.5,5.67,39,2.01,1.94,1.95,1.86,25,-0.75,1.88,1.82,2.08,2.02
F1,28/08/15,Guingamp,Marseille,2,0,H,0,0,D,12,14,5,6,10,13,4,8,1,5,0,0,4,3.3,2,3.6,3.3,2.05,3.75,3.2,2,3.75,3.3,2.05,4.25,3.34,2.06,3.8,3.25,2.05,4.3,3.3,2.05,37,4.33,3.9,3.4,3.25,2.1,2.02,33,2.42,2.32,1.65,1.59,24,0.5,1.89,1.84,2.07,2.01
F1,29/08/15,Angers,Nice,1,1,D,1,0,H,5,11,2,5,14,8,3,6,2,2,0,0,2.3,3.1,3.4,2.3,3.1,3.2,2.2,3.1,3.3,2.2,2.9,3.3,2.29,3.18,3.64,2.25,3,3.5,2.3,3.13,3.7,37,2.5,2.24,3.25,3.08,3.7,3.4,28,2.63,2.51,1.55,1.5,22,-0.25,1.97,1.92,1.99,1.92
F1,29/08/15,Caen,Lyon,0,4,A,0,2,A,14,13,6,5,13,17,8,3,1,0,1,0,3.3,3.3,2.25,3.3,3.1,2.25,3.1,3.1,2.3,3.1,3.2,2.15,3.47,3.42,2.25,3.4,3.1,2.25,3.5,3.4,2.25,37,3.5,3.29,3.42,3.24,2.3,2.22,35,2.05,1.97,1.91,1.83,22,0.25,2,1.94,1.97,1.91
F1,29/08/15,Lille,Ajaccio GFCO,1,0,H,1,0,H,13,12,5,6,13,17,7,4,1,3,0,0,1.4,4,10,1.5,4,6.5,1.5,3.9,6.3,1.4,3.75,8.5,1.48,4.11,9.5,1.44,3.8,9,1.45,4.2,10.5,37,1.5,1.44,4.33,3.96,10.5,8.6,28,2.51,2.39,1.6,1.55,24,-1,1.83,1.8,2.12,2.06
F1,29/08/15,Reims,Lorient,4,1,H,1,0,H,14,13,10,4,12,8,5,5,3,1,0,0,2.25,3.1,3.5,2.25,3.2,3.2,2.2,3.1,3.3,2.2,3,3.25,2.32,3.28,3.47,2.3,3,3.4,2.3,3.3,3.5,37,2.33,2.24,3.3,3.15,3.6,3.35,28,2.5,2.29,1.65,1.59,22,-0.25,1.99,1.94,1.97,1.91
F1,29/08/15,Rennes,Toulouse,3,1,H,1,1,D,13,8,5,3,12,9,7,3,2,3,0,0,2.15,3.25,3.6,2.2,3.25,3.2,2.1,3.15,3.45,2.15,3,3.3,2.23,3.25,3.72,2.2,3,3.6,2.25,3.2,3.75,37,2.25,2.17,3.31,3.15,3.8,3.51,28,2.56,2.42,1.57,1.53,23,-0.25,1.93,1.88,2.03,1.97
F1,29/08/15,Troyes,Montpellier,0,0,D,0,0,D,8,13,1,4,16,10,4,5,2,1,0,0,2.5,3.1,3,2.5,3.25,2.75,2.5,3.1,2.8,2.38,2.9,2.9,2.45,3.25,3.24,2.5,2.88,3.2,2.5,3.2,3.2,37,2.52,2.42,3.25,3.1,3.24,3.04,28,2.5,2.36,1.62,1.56,22,0,1.75,1.72,2.28,2.15
F1,30/08/15,Bordeaux,Nantes,2,0,H,1,0,H,19,11,4,1,9,17,7,5,3,3,0,1,2,3.25,4.2,2,3.1,4,1.9,3.35,3.9,1.91,2.9,4.2,2.07,3.17,4.41,2.05,2.88,4.5,2.05,3.2,4.5,37,2.1,2,3.35,3.11,5,4.2,28,2.8,2.6,1.5,1.47,24,-0.5,2.09,2.01,1.88,1.84
F1,30/08/15,Monaco,Paris SG,0,3,A,0,0,D,3,19,2,8,7,12,3,2,0,1,0,0,4.2,3.25,2,3.75,3.3,2,3.75,3.2,2,4,3.1,1.91,4.31,3.36,2.02,4.2,3.1,2,4.5,3.3,2,37,4.5,4.09,3.36,3.22,2.05,1.97,28,2.5,2.38,1.6,1.55,24,0.5,1.91,1.87,2.02,1.98
F1,30/08/15,St Etienne,Bastia,2,1,H,1,1,D,23,6,6,1,11,6,12,0,1,1,0,2,1.73,3.4,5.75,1.73,3.5,5,1.65,3.5,5.3,1.62,3.3,6,1.7,3.59,6.36,1.73,3.2,6,1.7,3.6,6.5,37,1.73,1.67,3.6,3.44,6.5,5.79,28,2.6,2.47,1.55,1.51,22,-0.75,1.95,1.91,2.01,1.93
F1,11/09/15,Paris SG,Bordeaux,2,2,D,2,1,H,19,10,5,3,11,14,11,6,2,2,0,1,1.25,5.75,13,1.25,6,12,1.25,5.5,10.3,1.25,5.5,13,1.28,5.96,13.94,1.22,6,13,1.29,5.75,13,37,1.29,1.26,6,5.61,17,12.64,32,1.83,1.77,2.11,2.03,26,-1.5,1.94,1.87,2.02,1.96
F1,12/09/15,Lorient,Angers,3,1,H,0,1,A,14,7,6,1,10,18,6,2,1,1,0,0,1.91,3.3,4.5,1.95,3.25,4,2.1,3.15,3.45,1.95,3.1,4.33,2,3.31,4.48,1.95,3.1,4.5,2,3.3,4.5,37,2.1,1.96,3.4,3.24,4.75,4.18,26,2.54,2.39,1.6,1.55,25,-0.5,2.02,1.96,1.97,1.87
F1,12/09/15,Lyon,Lille,0,0,D,0,0,D,13,9,6,3,14,20,7,1,1,4,0,0,1.83,3.4,4.75,1.83,3.4,4.75,1.85,3.4,4.1,1.8,3.25,5,1.83,3.49,5.17,1.85,3.1,5,1.85,3.4,5.25,36,1.87,1.81,3.5,3.35,5.25,4.8,25,2.5,2.41,1.58,1.54,24,-0.5,1.88,1.81,2.09,2.03
F1,12/09/15,Montpellier,St Etienne,1,2,A,0,1,A,16,12,8,3,16,20,9,5,3,2,0,0,2.5,3.1,3.1,2.7,2.95,3,2.6,3.2,2.6,2.62,2.9,2.9,2.85,3.1,2.88,2.7,2.9,2.9,2.8,3.1,2.9,37,2.85,2.66,3.2,3,3.1,2.85,26,2.77,2.55,1.55,1.49,25,0,1.95,1.86,2.04,1.96
F1,12/09/15,Nice,Guingamp,0,1,A,0,0,D,16,8,1,3,10,23,1,1,1,3,0,0,2.25,3.1,3.5,2.25,3.1,3.3,2,3.2,3.75,2.2,3,3.5,2.25,3.29,3.68,2.3,3,3.4,2.3,3.25,3.5,36,2.3,2.2,3.4,3.18,3.75,3.44,25,2.5,2.36,1.62,1.56,23,-0.25,1.94,1.89,2,1.94
F1,12/09/15,Toulouse,Reims,2,2,D,2,0,H,15,9,6,4,10,15,2,4,2,2,0,0,2,3.5,3.75,2.05,3.2,3.7,2.1,3.15,3.45,1.95,3.25,4,2.02,3.53,4.05,2.05,3.1,4,2,3.5,4.1,36,2.1,1.99,3.56,3.38,4.15,3.82,30,2.2,2.09,1.8,1.73,24,-0.5,2.05,1.98,1.93,1.86
F1,12/09/15,Troyes,Caen,1,3,A,0,2,A,14,15,6,8,7,9,6,5,4,0,0,1,2.25,3.2,3.4,2.3,3.1,3.25,2.25,3.1,3.2,2.3,3.1,3.25,2.35,3.35,3.33,2.3,3.1,3.3,2.38,3.3,3.3,36,2.4,2.28,3.38,3.23,3.4,3.21,32,2.14,2.05,1.85,1.75,23,-0.25,2.05,1.97,1.92,1.86
F1,13/09/15,Ajaccio GFCO,Monaco,0,1,A,0,1,A,24,13,4,8,16,15,14,4,3,3,0,0,4.5,3.3,1.91,4.6,3.3,1.91,3.45,3.15,2.1,4.5,3.1,1.91,4.61,3.32,1.99,4.5,3.1,1.95,4.8,3.25,1.95,36,5,4.42,3.32,3.21,2.1,1.92,25,2.75,2.59,1.55,1.48,24,0.5,1.99,1.92,1.99,1.91
F1,13/09/15,Marseille,Bastia,4,1,H,1,0,H,12,6,7,2,11,9,5,0,2,1,0,0,1.44,4.2,8.5,1.5,4,7.25,1.45,4,7,1.5,3.8,7,1.5,4.27,7.99,1.53,3.6,7.5,1.53,4.3,7.5,37,1.53,1.48,4.33,4.06,8.5,7.35,33,2,1.91,1.98,1.89,26,-1,1.91,1.84,2.05,1.99
F1,13/09/15,Nantes,Rennes,0,2,A,0,0,D,10,16,3,6,14,11,1,6,2,3,2,0,2.6,2.88,3.1,2.7,2.9,3,2.5,3.1,2.8,2.62,2.8,3,2.69,3,3.17,2.75,2.75,3,2.7,2.9,3.2,37,2.75,2.62,3.1,2.9,3.25,3,26,3.32,2.99,1.41,1.37,25,0,1.84,1.78,2.14,2.05
