FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH
3,2,0,1,1.57,3.4,5.5,1.6,3.6,5,1.65,3.3,4.4,1.5,3.6,5.5,1.53,3.4,6,1.53,3.4,6,1.5,3.4,6,1.65,2.05,1.72,2,1.85,1.95,-0.75,1.95,1.9,-0.75,1.9,2,-0.75
0,0,0,0,2.7,3.2,2.3,2.65,3.2,2.45,2.7,3,2.3,2.6,3.2,2.38,2.7,3.2,2.3,2.7,3.2,2.3,2.75,3.2,2.25,1.6,2.15,1.72,2,2.05,1.75,0,2.1,1.75,0,2.125,1.775,0
4,0,3,0,1.61,3.4,5,1.7,3.5,4.35,1.75,3.2,4,1.667,3.25,4.5,1.62,3.4,5,1.61,3.4,5,1.57,3.5,5,1.65,2.05,1.72,2,1.9,1.9,-0.75,1.9,1.95,-0.75,1.85,2.05,-0.75
0,2,0,1,3.75,3.25,1.83,3.7,3.3,1.9,3.5,3.1,1.9,3.25,3.4,1.909,3.5,3.25,1.91,3.5,3.25,1.9,3.75,3.3,1.8,1.71,2,1.9,1.8,1.9,1.9,0.5,2.05,1.8,0.5,2,1.9,0.5
3,2,2,0,2.25,3.25,2.75,2.2,3.3,2.9,2.2,3,2.9,2.2,3.25,2.75,2.25,3.2,2.75,2.25,3.2,2.8,2.3,3.1,2.75,1.6,2.15,1.66,2.1,2,1.8,-0.25,2,1.85,-0.25,2.1,1.8,-0.25
3,1,0,0,1.83,3.2,3.75,1.8,3.45,3.9,1.8,3.1,3.8,1.833,3.2,3.75,1.8,3.5,3.75,1.8,3.25,4,1.83,3.3,3.6,1.71,2,1.8,1.9,1.8,2,-0.5,1.8,2.05,-0.5,1.9,2,-0.5
1,5,0,3,2.7,3.2,2.3,2.8,3.25,2.3,2.7,3,2.3,2.75,3.2,2.25,2.75,3.25,2.25,2.75,3.2,2.3,2.62,3.1,2.37,1.6,2.15,1.61,2.2,1.8,2,0.25,1.85,2,0.25,1.8,2.1,0.25
4,0,3,0,2.5,3.2,2.5,2.47,3.3,2.55,2.4,3,2.6,2.4,3.25,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.4,3.1,2.6,1.65,2.05,1.8,1.9,1.85,1.95,0,1.8,2.05,0,1.85,2.05,0
2,1,1,1,1.66,3.3,4.5,1.7,3.5,4.35,1.75,3.3,3.8,1.727,3.4,4,1.73,3.25,4.33,1.72,3.25,4.33,1.72,3.4,4,1.65,2.05,1.8,1.9,1.8,2,-0.75,1.8,2.05,-0.75,1.9,2,-0.75
4,1,1,0,1.66,3.3,4.5,1.66,3.5,4.75,1.65,3.3,4.4,1.615,3.5,4.5,1.62,3.4,5,1.61,3.4,5,1.61,3.3,5,1.65,2.05,1.72,2,2,1.8,-1,2,1.85,-1,2.1,1.8,-1
3,1,2,1,1.66,3.4,4.5,1.75,3.4,4.25,1.8,3.1,3.8,1.667,3.4,4.333,1.67,3.4,4.5,1.66,3.4,4.5,1.66,3.3,4.5,1.6,2.15,1.66,2.1,1.75,2.08,-0.5,1.75,2.1,-0.5,1.85,2.05,-0.5
2,2,2,1,2.2,3.25,2.8,2.15,3.25,3.05,2.3,3,2.7,2.1,3.2,3,2.25,3.2,2.8,2.25,3.2,2.8,2,3.2,3.2,1.65,2.05,1.66,2.15,1.9,1.9,-0.25,1.95,1.9,-0.25,1.95,1.95,-0.25
0,1,0,1,2.5,3.2,2.5,2.45,3.25,2.6,2.5,3,2.5,2.4,3.25,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.37,3.1,2.62,1.65,2.05,1.8,2,1.85,1.95,0,1.85,2,0,1.95,1.95,0
0,1,0,1,4.5,3.4,1.66,5.3,3.6,1.6,4.4,3.3,1.65,4.5,3.5,1.62,5,3.4,1.62,5,3.4,1.62,5,3.3,1.61,1.55,2.25,1.7,2.1,1.95,1.85,0.75,1.8,2.05,1,2,1.9,0.75
0,1,0,0,1.57,3.4,5.5,1.6,3.5,5.5,1.55,3.5,4.8,1.57,3.5,5,1.53,3.6,5.5,1.53,3.6,5.5,1.61,3.3,5,1.65,2.05,1.8,2,1.9,1.9,-0.75,1.85,2,-0.75,1.8,2.1,-0.75
3,1,1,0,1.4,3.75,7.5,1.44,3.75,7,1.4,3.9,6,1.44,3.75,6,1.4,3.75,7.5,1.4,3.75,7.5,1.4,3.75,7,1.6,2.15,1.7,2.1,1.8,2,-1.25,2.05,1.8,-1.5,2.1,1.8,-1.5
3,1,2,0,1.57,3.4,5.5,1.6,3.5,5.5,1.6,3.4,4.6,1.57,3.5,5,1.62,3.4,5,1.62,3.4,5,1.61,3.3,5,1.5,2.35,1.6,2.3,2,1.8,-1,1.95,1.9,-1,2.1,1.8,-1
1,3,1,1,1.5,3.5,6,1.55,3.6,6,1.6,3.4,4.6,1.5,3.6,5.5,1.53,3.4,6,1.53,3.4,6,1.5,3.6,5.5,1.6,2.15,1.7,2.1,1.9,1.9,-1,1.9,1.95,-1,2.05,1.85,-1
1,0,0,0,1.66,3.4,4.5,1.65,3.5,5,1.75,3.2,4,1.67,3.4,4.33,1.62,3.4,5,1.62,3.4,5,1.66,3.3,4.5,1.6,2.15,1.7,2.1,1.9,1.9,-0.75,1.8,2.05,-0.75,1.9,2,-0.75
4,2,0,2,2,3.25,3.25,2.1,3.25,3.25,2.1,3,3.1,2,3.2,3.2,2.1,3.2,3.1,2.1,3.2,3.1,2.1,3.2,3,1.71,2,1.8,2,1.85,1.95,-0.25,1.8,2.05,-0.25,1.9,2,-0.25
2,2,1,1,1.16,5.5,13,1.2,5.5,12,1.2,5,10,1.17,5,15,1.17,5.5,13,1.17,5.5,13,1.16,5.5,12,1.55,2.25,1.55,2.37,1.9,1.9,-2,1.95,1.9,-2,2.05,1.85,-2
0,0,0,0,2.7,3.2,2.3,2.75,3.25,2.35,2.5,3,2.5,2.6,3.2,2.38,2.6,3.2,2.4,2.6,3.2,2.4,2.62,3.2,2.3,1.65,2.05,1.75,2.05,1.85,1.95,0.25,1.95,1.9,0.25,1.85,2.05,0.25
3,2,1,2,2.5,3.2,2.5,2.55,3.2,2.55,2.4,3.2,2.4,2.5,3.25,2.4,2.5,3.2,2.5,2.5,3.2,2.5,2.4,3.1,2.6,1.65,2.05,1.8,2,1.93,1.87,0,1.9,1.95,0,2,1.9,0
1,1,0,1,2.4,3.2,2.6,2.55,3.2,2.55,2.7,3,2.3,2.4,3.25,2.5,2.4,3.2,2.6,2.4,3.2,2.6,2.4,3.1,2.6,1.65,2.05,1.61,2.25,2,1.85,0,2.1,1.75,0,2.025,1.875,0
3,0,1,0,2,3.25,3.25,2,3.3,3.4,1.8,3.1,3.8,2,3.2,3.2,2,3.25,3.25,2,3.25,3.25,2,3.2,3.2,1.6,2.15,1.7,2.1,1.95,1.85,-0.5,1.95,1.9,-0.5,2.05,1.85,-0.5
2,2,0,1,1.4,3.75,7.5,1.45,4,6.4,1.35,4,7,1.4,3.75,7,1.44,3.75,6.5,1.44,3.75,6.5,1.44,3.6,6.5,1.6,2.15,1.65,2.2,1.9,1.9,-1.25,1.9,1.95,-1.25,1.975,1.925,-1.25
2,1,0,1,2.25,3.25,2.75,2.15,3.25,3.1,2.1,3.1,3,2.1,3.2,3,2.25,3.2,2.8,2.25,3.2,2.8,2.25,3.2,2.75,1.71,2,1.85,1.95,1.9,1.9,-0.25,1.95,1.9,-0.25,2.025,1.875,-0.25
2,1,0,0,2.7,3.2,2.3,2.8,3.3,2.3,3,3.1,2.1,2.75,3.2,2.25,2.8,3.2,2.25,2.8,3.2,2.25,2.62,3.1,2.37,,,1.9,1.9,1.8,2,0.25,1.85,2,0.25,1.8,2.1,0.25
1,3,1,0,2.2,3.25,2.8,2.15,3.25,3.1,2.1,3.1,3,2.1,3.4,2.88,2.1,3.25,3,2.1,3.25,3,2.1,3.2,3,1.71,2,1.75,2.05,1.9,1.9,-0.25,1.9,1.95,-0.25,1.95,1.95,-0.25
1,1,0,0,1.57,3.4,5.5,1.6,3.5,5.25,1.6,3.4,4.6,1.533,3.5,5.5,,,,1.57,3.4,5.5,1.5,3.4,6,1.71,2,1.65,2.15,1.75,2.05,-0.75,1.95,1.9,-1,1.775,2.125,-0.75
2,2,1,1,2.3,3.2,2.7,2.3,3.3,2.75,2.2,3.1,2.8,2.375,3.2,2.6,,,,2.3,3.2,2.7,2.3,3.2,2.62,1.75,1.97,1.75,2.05,2,1.8,-0.25,2.05,1.8,-0.25,2.1,1.8,-0.25
4,2,3,2,2.1,3.25,3,2.1,3.3,3.1,2.3,3,2.7,2.1,3.2,3,,,,2.1,3.25,3,2.1,3.2,3,1.65,2.1,1.75,2.05,1.9,1.9,-0.25,1.9,1.95,-0.25,1.95,1.95,-0.25
1,4,1,2,1.8,3.25,4,1.85,3.35,3.85,1.9,3.1,3.5,1.8,3.25,3.75,,,,1.75,3.3,4.2,1.83,3.3,3.6,1.75,1.95,1.85,1.95,1.85,1.95,-0.5,1.9,1.95,-0.5,1.95,1.95,-0.5
0,0,0,0,1.53,3.5,5.5,1.5,3.65,6.25,1.5,3.7,5,1.5,3.4,6,,,,1.44,3.75,6.5,1.5,3.4,6,1.61,2.15,1.85,1.95,1.9,1.9,-1,1.85,2,-1,1.925,1.975,-1
1,1,0,0,2.5,3.2,2.5,2.5,3.25,2.55,2.3,3,2.7,2.4,3.25,2.5,,,,2.4,3.2,2.6,2.5,3.1,2.5,1.72,2,1.7,2.1,1.85,1.95,0,1.85,2,0,1.85,2.05,0
4,1,1,1,1.9,3.25,3.5,1.85,3.35,3.85,1.85,3.1,3.6,1.8,3.25,3.75,,,,1.8,3.25,4,1.83,3.3,3.6,1.65,2.05,1.7,2.1,1.85,1.95,-0.5,1.85,2,-0.5,1.925,1.975,-0.5
0,0,0,0,4,3.25,1.8,3.65,3.3,1.9,3.6,3.1,1.85,3.75,3.25,1.8,,,,3.75,3.25,1.85,3.5,3.2,1.9,1.65,2.08,1.8,2,1.9,1.9,0.5,1.9,1.95,0.5,1.9,2,0.5
2,1,1,1,1.61,3.4,5,1.65,3.4,5,1.7,3.2,4.2,1.667,3.4,4.333,,,,1.61,3.4,5,1.66,3.3,4.5,1.62,2.05,1.85,1.95,1.9,1.9,-0.75,1.9,1.95,-0.75,1.875,2.025,-0.75
1,0,0,0,1.727,3.5,4,1.76,3.4,4.15,1.75,3.2,4,1.727,3.4,4,1.8,3.2,4,1.8,3.2,4,1.66,3.3,4.5,1.82,1.9,1.75,2.05,2.05,1.75,-0.75,2.05,1.8,-0.75,2.075,1.825,-0.75
1,0,1,0,1.615,3.4,5,1.62,3.5,5,1.7,3.2,4.2,1.615,3.5,4.5,1.62,3.4,5,1.61,3.4,5,1.57,3.5,5,1.65,2.05,1.8,2,2.05,1.75,-1,2.05,1.8,-1,1.85,2.05,-0.75
4,1,2,0,1.727,3.5,4,1.75,3.35,4.35,1.7,3.2,4.2,1.727,3.4,4,1.75,3.4,4,1.75,3.4,4,1.72,3.4,4,1.65,2.05,1.8,2,1.75,2.05,-0.5,1.75,2.1,-0.5,1.8,2.1,-0.5
1,1,0,1,1.615,3.4,5,1.7,3.45,4.5,1.7,3.2,4.2,1.667,3.25,4.5,1.67,3.4,4.5,1.66,3.4,4.5,1.66,3.3,4.5,1.71,2,1.85,1.95,1.95,1.85,-0.75,1.95,1.9,-0.75,1.975,1.925,-0.75
1,1,0,0,1.909,3.25,3.5,1.85,3.3,3.75,1.75,3.3,3.8,1.8,3.2,4,1.91,3.25,3.5,1.9,3.25,3.5,1.83,3.3,3.6,1.6,2.15,1.7,2.1,1.85,1.95,-0.5,1.8,2.05,-0.5,1.9,2,-0.5
0,2,0,1,2.2,3.25,2.8,2.2,3.25,2.95,2.2,3,2.9,2.2,3.25,2.75,2.25,3.2,2.8,2.25,3.2,2.8,2.25,3.2,2.75,1.65,2.05,1.85,1.95,1.95,1.85,-0.25,1.9,1.95,-0.25,2.025,1.875,-0.25
1,3,0,2,2.1,3.25,3,2.1,3.35,3.1,2,3.1,3.2,2,3.2,3.2,2.1,3.25,3,2.1,3.25,3,2,3.1,3.3,1.55,2.25,1.7,2.1,1.95,1.85,-0.25,1.95,1.9,-0.25,1.95,1.95,-0.25
2,1,1,1,2.625,3.2,2.375,2.6,3.25,2.45,2.5,3,2.5,2.5,3.25,2.4,2.62,3.2,2.38,2.5,3.2,2.5,2.5,3.1,2.5,1.75,1.95,1.9,1.9,2.05,1.75,0,1.95,1.9,0,2,1.9,0
2,1,1,1,1.833,3.25,3.75,1.83,3.4,3.9,1.85,3.1,3.6,1.8,3.25,3.75,1.8,3.25,4,1.8,3.25,4,1.72,3.2,4.33,1.65,2.05,1.75,2.05,2.05,1.75,-0.75,2.05,1.8,-0.75,2.1,1.8,-0.75
2,3,0,1,2.5,3.2,2.5,2.55,3.15,2.55,2.5,3,2.5,2.4,3.25,2.5,2.4,3.2,2.6,2.4,3.2,2.6,2.4,3.1,2.6,1.75,1.95,1.8,2,1.95,1.9,0,2.1,1.75,0,2.075,1.825,0
3,0,0,0,2.5,3.2,2.5,2.4,3.25,2.65,2.3,3,2.7,2.25,3.4,2.625,2.38,3.2,2.62,2.6,3.2,2.4,2.37,3.1,2.62,1.75,1.95,1.85,1.95,2,1.85,0,2.05,1.8,0,2.025,1.875,0
0,6,0,3,4,3.25,1.8,4,3.3,1.8,3.8,3.1,1.8,3.75,3.25,1.8,4.33,3.25,1.73,3.5,3.25,1.9,3.5,3.2,1.9,1.65,2.05,1.85,1.95,2.05,1.8,0.5,1.95,1.9,0.5,1.95,1.95,0.5
3,0,1,0,1.444,3.75,6.5,1.47,3.6,7,1.5,3.7,5,1.5,3.4,6,1.44,3.6,7,1.44,3.6,7,1.5,3.4,6,1.6,2.15,1.66,2.15,2,1.85,-1.25,2,1.85,-1.25,2.025,1.875,-1.25
1,1,1,0,1.533,3.5,5.5,1.5,3.55,6.5,1.45,3.8,5.4,1.444,3.6,6.5,1.53,3.5,5.5,1.53,3.5,5.5,1.44,3.6,6.5,1.65,2.05,1.7,2.1,1.75,2.1,-1,1.8,2.05,-1,1.85,2.05,-1
2,2,1,0,2.1,3.25,3,2.2,3.2,3,2.1,3,3.1,2.2,3.25,2.75,2.2,3.2,2.88,2.2,3.2,2.87,2.1,3.2,3,1.6,2.15,1.66,2.15,1.9,1.95,-0.25,1.85,2,-0.25,1.825,2.075,-0.25
1,2,0,1,1.833,3.25,3.75,1.8,3.4,4,1.85,3.1,3.6,1.8,3.25,3.75,1.8,3.4,3.75,1.8,3.4,3.75,1.72,3.4,4,1.75,1.95,1.85,1.95,1.85,2,-0.5,1.85,2,-0.5,1.9,2,-0.5
1,1,1,1,1.727,3.5,4,1.7,3.4,4.5,1.75,3.2,4,1.727,3.4,4,1.73,3.4,4,1.75,3.4,4,1.66,3.3,4.5,1.65,2.05,1.8,2,2,1.85,-0.75,2.05,1.8,-0.75,2.1,1.8,-0.75
2,3,0,2,1.909,3.25,3.5,1.95,3.2,3.6,2,3.1,3.2,1.909,3.4,3.25,1.91,3.2,3.6,1.9,3.2,3.6,1.9,3.2,3.5,1.85,1.85,1.95,1.85,1.9,1.95,-0.5,2,1.85,-0.5,1.75,2.15,-0.25
0,1,0,0,1.8,3.2,4,1.95,3.2,3.65,2.1,2.8,3.3,1.909,3.2,3.5,1.91,3.2,3.6,1.9,3.2,3.6,2,2.87,3.6,1.75,1.95,1.75,2.05,2.05,1.8,-0.5,2,1.85,-0.5,2.075,1.825,-0.5
1,0,1,0,1.909,3.25,3.5,2,3.25,3.45,2,3.1,3.2,2,3.2,3.2,1.91,3.2,3.6,1.9,3.2,3.6,1.83,3.3,3.6,1.65,2.05,1.75,2.05,1.75,2.1,-0.25,1.75,2.1,-0.25,1.775,2.125,-0.25
1,1,1,1,5,3.4,1.615,5.75,3.55,1.55,4.6,3.4,1.6,5,3.5,1.571,5,3.4,1.62,5,3.4,1.61,5,3.5,1.57,1.65,2.05,1.66,2.15,1.85,2,1,1.9,1.95,1,1.85,2.05,1
1,0,0,0,2.25,3.25,2.75,2.2,3.25,2.95,2.3,3,2.7,2.25,3.2,2.75,2.25,3.2,2.8,2.25,3.2,2.8,2.3,3.2,2.62,1.71,2,1.9,1.9,2,1.85,-0.25,2,1.85,-0.25,,,
2,1,2,1,2,3.25,3.25,2.1,3.25,3.15,2.2,3,2.9,2,3.2,3.2,2,3.25,3.25,2,3.25,3.25,1.9,3.25,3.4,1.75,1.95,1.8,2,1.87,1.98,-0.25,1.8,2.05,-0.25,1.8,2.1,-0.25
2,0,0,0,1.533,3.75,5,1.5,3.7,6.25,1.5,3.7,5,1.533,3.5,5.5,1.53,3.6,5.5,1.53,3.6,5.5,1.44,3.6,6.5,1.85,1.85,1.8,2,1.95,1.9,-1,1.95,1.9,-1,2,1.9,-1
4,0,3,0,1.571,3.6,5,1.55,3.55,5.75,1.55,3.5,4.8,1.533,3.5,5.5,1.53,3.4,6,1.53,3.4,6,1.53,3.4,5.5,1.5,2.35,1.66,2.15,2.05,1.8,-1,2,1.85,-1,1.8,2.1,-0.75
1,0,0,0,2.7,3.2,2.3,2.95,3.25,2.2,2.9,3,2.2,2.75,3.2,2.25,2.7,3.2,2.3,2.7,3.2,2.3,2.8,3.1,2.25,1.65,2.05,1.75,2.05,1.95,1.9,0.25,2,1.85,0.25,1.925,1.975,0.25
3,2,2,1,2.375,3.2,2.625,2.35,3.2,2.75,2.3,2.9,2.8,2.25,3.2,2.75,2.3,3.1,2.8,2.3,3.1,2.8,2.37,3.1,2.62,1.65,2.05,1.7,2.1,1.75,2.1,0,2.05,1.8,-0.25,1.8,2.1,0
1,1,0,0,1.909,3.25,3.5,1.85,3.35,3.85,1.8,3.1,3.8,1.909,3.2,3.5,1.91,3.25,3.5,1.9,3.25,3.5,1.9,3.2,3.5,1.6,2.15,1.75,2.05,1.55,2.3,-0.25,1.9,1.95,-0.5,1.95,1.95,-0.5
4,1,1,0,1.909,3.25,3.5,1.9,3.3,3.75,1.9,3.1,3.5,1.909,3.2,3.5,1.91,3.25,3.5,1.95,3.2,3.5,2,3.2,3.2,1.79,1.9,1.85,1.95,1.7,2.05,-0.25,2.05,1.8,-0.5,2.025,1.875,-0.5
1,0,1,0,1.833,3.25,3.75,1.9,3.3,3.75,1.75,3.2,4,1.833,3.2,3.75,1.91,3.25,3.5,1.9,3.25,3.5,1.83,3.3,3.6,1.71,2,1.95,1.85,1.65,2.15,-0.25,1.85,2,-0.5,1.875,2.025,-0.5
1,2,0,1,1.364,4,7.5,1.35,4.5,7.5,1.35,4,7,1.333,4,8,1.36,4,7.5,1.36,4,7.5,1.4,3.75,7,1.55,2.25,1.75,2.05,1.7,2.05,-1.25,2,1.85,-1.5,2.075,1.825,-1.5
1,2,0,0,3.25,3.25,2,3,3.25,2.2,2.9,3,2.2,2.8,3.2,2.2,3.25,3.25,2,3.25,3.25,2,2.87,3.1,2.2,1.6,2.15,1.75,2.05,2,1.85,0.25,2.05,1.8,0.25,2.05,1.85,0.25
0,0,0,0,1.615,3.4,5,1.65,3.45,5,1.65,3.3,4.4,1.667,3.25,4.5,1.67,3.4,4.5,1.66,3.4,4.5,1.61,3.3,5,1.71,2,1.9,1.9,2.15,1.65,-1,1.8,2.05,-0.75,1.8,2.1,-0.75
2,4,1,2,2.25,3.25,2.75,2.3,3.2,2.85,2,3.1,3.2,2.25,3.2,2.75,2.25,3.2,2.8,2.25,3.2,2.8,2.2,3.2,2.8,1.6,2.15,1.75,2.05,1.7,2.05,0,2.05,1.8,-0.25,2.125,1.775,-0.25
3,1,1,0,1.286,4.5,8.5,1.28,4.85,9,1.3,4.2,8,1.286,4.333,9,1.29,4.5,8.5,1.28,4.5,8.5,1.3,4.33,8,1.5,2.35,1.6,2.3,1.6,2.2,-1.25,1.9,1.95,-1.5,1.925,1.975,-1.5
1,0,0,0,3.25,3.25,2,3,3.25,2.2,2.8,3.1,2.2,3,3.2,2.1,2.88,3.2,2.2,2.87,3.2,2.2,3,3.2,2.1,1.75,1.95,1.95,1.85,1.9,1.95,0.25,1.9,1.95,0.25,1.95,1.95,0.25
1,0,1,0,3.25,3.25,2,3.55,3.25,1.95,3.5,3.1,1.9,3.2,3.2,2,3.5,3.25,1.91,3.5,3.25,1.9,3.2,3.2,2,1.71,2,1.75,2.05,2.35,1.65,0.25,1.85,2,0.5,1.9,2,0.5
1,1,1,0,2.2,3.25,2.8,2.2,3.25,2.95,2.1,3,3.1,2.2,3.2,2.8,2.2,3.2,2.88,2.2,3.2,2.87,2,3.1,3.3,1.71,2,1.8,2,1.6,2.2,0,1.95,1.9,-0.25,1.95,1.95,-0.25
0,2,0,1,2.625,3.2,2.375,2.75,3.2,2.35,2.7,3,2.3,2.6,3.2,2.375,2.62,3.2,2.38,2.62,3.2,2.37,2.62,3.1,2.37,1.79,1.9,1.9,1.9,2.3,1.55,-0.25,1.85,2,0.25,2.1,1.8,0
2,3,0,2,1.909,3.25,3.5,2.05,3.2,3.3,2.2,3.1,2.8,2,3.2,3.2,1.91,3.25,3.5,2,3.25,3.25,1.9,3.3,3.3,1.65,2.05,1.75,2.05,1.48,2.5,0,1.95,1.9,-0.25,1.975,1.925,-0.25
2,0,1,0,1.833,3.25,3.75,1.9,3.25,3.75,1.9,3.1,3.5,1.909,3.2,3.5,1.85,3.25,3.75,1.85,3.25,3.75,1.83,3.2,3.75,1.65,2.05,1.75,2.05,1.9,1.74,-0.5,1.9,1.95,-0.5,,,
2,2,1,0,2.6,3.2,2.4,2.65,3.2,2.4,2.7,3,2.3,2.6,3.2,2.375,2.7,3.2,2.3,2.7,3.2,2.3,2.5,3.1,2.5,1.55,2.25,1.7,2.1,2.3,1.55,-0.25,2.1,1.75,0,2.025,1.875,0
1,1,1,0,1.5,3.5,6,1.5,3.7,6,1.5,3.7,5,1.5,3.4,6,1.5,3.5,6,1.5,3.5,6,1.5,3.4,6,1.85,1.85,1.8,2,2.05,1.7,-1.25,1.85,2,-1,1.85,2.05,-1
0,2,0,1,2.6,3.2,2.4,2.55,3.2,2.5,2.5,3,2.5,2.5,3.25,2.4,2.5,3.2,2.5,2.5,3.2,2.5,2.4,3.1,2.6,1.71,2,1.8,2,2.3,1.55,-0.25,2.05,1.8,0,2.05,1.85,0
1,0,0,0,1.444,3.75,6.5,1.4,4,7.25,1.4,3.9,6,1.4,3.75,7,1.4,3.8,7,1.4,3.8,7,1.44,3.6,6.5,1.5,2.35,1.65,2.2,1.8,1.92,-1,1.9,1.95,-1.25,2,1.9,-1.25
1,0,0,0,1.4,3.75,7.5,1.4,4.3,7.5,1.4,3.9,6,1.4,3.75,7,1.36,4,7.5,1.36,3.75,8.5,1.4,3.6,7.5,1.55,2.25,1.65,2.2,2,1.85,-1.25,2,1.85,-1.25,2,1.9,-1.25
3,1,3,1,2,3.25,3.25,2.05,3.3,3.4,2.1,3,3.1,2,3.2,3.2,2.1,3.25,3,2,3.25,3.25,1.9,3.25,3.4,1.6,2.15,1.75,2.05,1.8,2.05,-0.25,2,1.85,-0.5,2.075,1.825,-0.5
1,0,1,0,2.6,3.2,2.4,2.7,3.3,2.4,2.6,3,2.4,2.5,3.25,2.4,2.6,3.2,2.4,2.6,3.2,2.4,2.62,3.1,2.37,1.95,1.75,1.95,1.85,1.49,2.4,0.5,1.75,2.1,0.25,2.125,1.775,0
1,3,0,0,1.667,3.4,4.5,1.7,3.5,4.7,1.8,3.1,3.8,1.727,3.2,4.333,1.73,3.25,4.33,1.66,3.4,4.5,1.8,3.3,3.75,1.6,2.15,1.7,2.1,2,1.85,-0.75,1.95,1.9,-0.75,2.05,1.85,-0.75
2,2,0,1,1.833,3.25,3.75,1.8,3.4,4.25,1.85,3.1,3.6,1.8,3.25,3.75,1.8,3.25,4,1.75,3.2,4.33,1.9,3.2,3.5,1.75,1.95,1.85,1.95,2.05,1.8,-0.75,1.8,2.05,-0.5,1.85,2.05,-0.5
0,0,0,0,2.6,3.2,2.4,2.55,3.3,2.55,2.4,3,2.6,2.4,3.25,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5,1.65,2.05,1.85,1.95,1.44,2.55,0.5,1.85,2,0,1.9,2,0
3,1,2,1,1.8,3.25,4,1.8,3.4,4.25,1.9,3.1,3.5,1.833,3.4,3.5,1.8,3.25,4,1.8,3.25,4,1.72,3.25,4.2,1.6,2.15,1.8,2,1.5,2.45,-0.25,1.85,2,-0.5,1.85,2.05,-0.5
1,0,1,0,1.4,3.75,7.5,1.4,4.3,7.5,1.35,4,7,1.4,3.75,7,1.36,3.75,8.5,1.36,3.75,8.5,1.36,3.75,8,1.6,2.15,1.8,2,1.8,2.05,-1.25,1.8,2.05,-1.25,1.85,2.05,-1.25
1,2,0,1,1.667,3.4,4.5,1.65,3.5,5.1,1.65,3.3,4.4,1.667,3.25,4.5,1.62,3.4,5,1.61,3.4,5,1.72,3.25,4.2,1.71,2,1.85,1.95,1.8,2.05,-0.75,1.8,2.05,-0.75,1.875,2.025,-0.75
2,0,1,0,1.333,4.333,7.5,1.38,4.25,8,1.35,4,7,1.4,3.75,7,1.36,4,7.5,1.36,4,7.5,1.3,4.33,8,1.5,2.35,1.66,2.15,1.9,1.95,-1.25,1.9,1.95,-1.25,1.9,2,-1.25
0,0,0,0,1.727,3.25,4.333,1.67,3.5,5,1.75,3.2,4,1.667,3.4,4.333,1.61,3.4,5,1.61,3.4,5,1.61,3.3,5,1.71,2,1.85,1.95,1.9,1.95,-0.75,1.9,1.95,-0.75,1.95,1.95,-0.75
3,1,2,0,2,3.25,3.25,2.15,3.25,3.2,2.1,3,3.1,2,3.2,3.2,2,3.25,3.25,2,3.25,3.25,1.9,3.25,3.4,1.85,1.85,1.85,1.95,1.9,1.95,-0.25,1.9,1.95,-0.25,1.85,2.05,-0.25
1,3,0,3,2.2,3.25,2.8,2.15,3.25,3.2,2.1,3,3.1,2.1,3.2,3,2.1,3.25,3,2.1,3.25,3,2.2,3.2,2.8,1.85,1.85,1.95,1.85,1.9,1.95,-0.25,1.95,1.9,-0.25,1.825,2.075,-0.25
3,1,3,1,2.25,3.25,2.75,2.25,3.3,2.95,2.4,3,2.6,2.2,3.25,2.75,2.3,3.2,2.7,2.3,3.2,2.7,2.2,3.2,2.8,1.65,2.05,1.8,2,2,1.85,-0.25,1.95,1.9,-0.25,2.05,1.85,-0.25
0,0,0,0,2,3.25,3.25,2.1,3.2,3.4,2,3.1,3.2,2.1,3.2,3,2.1,3.2,3.1,2.1,3.2,3.1,2,3.2,3.2,2,1.71,1.95,1.85,1.9,1.95,-0.25,1.95,1.9,-0.25,1.85,2.05,-0.25
2,0,0,0,1.909,3.25,3.5,2,3.25,3.6,2,3.1,3.2,1.909,3.25,3.4,2,3.25,3.25,2,3.25,3.25,2,3.2,3.2,1.6,2.15,1.8,2,1.8,2.05,-0.25,1.85,2,-0.25,1.8,2.1,-0.25
1,0,0,0,2,3.25,3.25,2.1,3.2,3.4,2.2,3,2.9,2,3.2,3.2,2,3.25,3.25,2,3.25,3.25,2,3.2,3.2,1.71,2,1.7,2.1,1.95,1.9,-0.25,1.95,1.9,-0.25,1.925,1.975,-0.25
1,3,0,1,2.1,3.25,3,2.25,3.25,3,2.2,3,2.9,2.1,3.2,3,2.2,3.2,2.87,2.2,3.2,2.87,2.1,3.2,3,1.6,2.15,1.65,2.2,2.05,1.8,-0.25,2,1.85,-0.25,2,1.9,-0.25
