2.3343,-0.62829,1.8021,1.4589,-2.6455,1.0238,-0.37627,-0.80577,1.2017,-1.0114,-1.6674,-1.5108,-0.95413,1.1152,-1.6914,-3.9716,0.049365,-0.71211,2.5706,2.3116,0.87835,3.2984,-2.1218,-2.4169,-3.7988,-1.3054,-2.1451,2.1643,0.62849,-0.50075,0.57653,-1.017,1.3978,-0.69488,-1.273,0.79691,-1.0824,3.1152
1.055,0.51804,-0.073985,1.4156,-0.50463,-0.87833,-1.2632,-3.496,-0.33759,4.3892,0.36224,-1.1066,2.5429,0.010997,-0.43305,-1.3282,0.0049226,-0.30965,-0.4751,2.7493,0.39431,-0.13087,0.34319,1.3667,-0.0069984,-0.57824,0.035705,-0.032655,-0.46445,0.95478,-2.7148,-1.6661,-0.052964,-0.039937,0.77741,0.3476,-0.74736,0.24579
2.5423,-0.41457,-2.9885,-0.31404,0.63922,0.45197,-0.72808,1.3658,0.22983,1.805,1.1923,-1.2086,0.12843,0.18721,0.34328,2.4769,-1.6633,-4.0099,-0.58355,-0.64609,0.83646,0.83711,1.3149,-2.7352,2.742,-0.092637,1.6324,-2.0158,-0.65438,1.1668,0.80561,-0.16044,0.8485,0.1005,1.516,0.39325,-0.80298,-1.9678
-0.97385,2.732,-3.2089,-1.8615,0.47409,-0.32107,0.21991,2.3982,-0.94261,-1.4714,3.1659,-2.6805,0.099452,-0.46467,0.42667,0.75314,0.46281,0.30357,2.1118,-0.24371,-0.45132,-0.99717,1.1143,-2.8906,-1.687,0.3255,2.1232,-1.1641,1.0714,0.16765,0.91974,-1.989,1.8075,0.11404,0.79792,-0.89643,0.98638,-1.3154
1.9879,0.14638,-0.24242,2.0892,0.21152,-2.4729,-4.2701,-1.4303,-1.765,-1.2966,1.8091,-1.125,-2.7553,1.7682,-0.47666,-1.704,0.17046,-2.4313,-1.0232,-1.3093,0.8842,0.57916,0.11641,-0.55869,-4.3311,-0.80556,1.7456,0.14648,1.2225,4.7179,2.3709,-0.53807,-3.9368,1.8045,-2.8825,3.1711,0.83465,0.078394
-1.0303,-1.0892,4.5179,0.91826,0.51292,-0.070508,0.3893,-0.1317,-0.40489,2.5404,-1.0114,1.0211,-0.97441,-0.49876,0.1772,-1.8916,0.14968,0.14643,-2.8868,-1.3929,-0.36316,-0.48703,-2.657,0.61455,2.0954,0.72865,-1.4084,-0.81392,1.5331,2.0479,-1.0475,-0.5515,-1.1936,-0.27574,-0.98148,1.1118,2.2657,1.6027
2.5044,0.68545,3.287,2.3825,1.0874,-1.3211,-0.84658,-0.98995,0.33542,-1.5347,2.0809,-4.5406,2.7655,2.7541,-0.89011,2.5969,0.86368,0.012862,0.059829,0.98824,2.8478,-0.55106,-1.3549,2.3145,0.95769,0.85241,0.053359,0.35237,-4.3379,-3.039,-0.10549,1.6307,-2.4164,-3.2372,1.0509,0.077166,0.067289,0.64876
3.3871,0.1287,0.0081568,-1.2511,0.21865,-2.3865,-2.2634,2.6418,1.3004,0.079953,0.50004,0.45517,1.4523,0.08553,-0.64996,-1.9513,0.42165,0.64474,2.6731,2.4664,1.9461,0.074856,-1.1816,1.7613,-2.8994,0.1923,-2.7703,-0.045936,-0.23817,1.2067,0.68568,-0.35415,-2.7911,0.56765,-1.6284,-2.169,-0.4167,-0.43697
-1.2705,-1.646,-0.76668,-1.68,1.4527,0.28708,-1.1825,-0.15793,0.99428,-0.44298,-1.8008,3.619,-1.8531,-0.72008,-0.17674,-0.66005,-0.63147,-0.62608,-0.5288,1.8052,1.3861,0.77429,0.66488,0.95017,-0.62914,-2.5343,0.92926,3.091,-4.0257,-1.3584,-0.77119,2.1164,0.48995,-4.1819,0.36936,2.0641,-0.87158,2.7678
-0.48447,1.763,-1.8884,-0.328,1.8338,-2.3666,0.85602,-1.3212,0.92086,1.2315,0.11164,2.0699,2.3515,0.71854,-0.77793,1.6994,-2.4724,-0.0021291,-0.33274,0.99619,-0.49066,2.6776,-0.61038,-0.17116,-2.2958,-0.44187,0.093744,-4.811,-0.10011,1.9368,-1.2058,0.86949,2.5574,7.2445,0.94701,-0.58213,0.063495,-2.1485
0.67367,1.459,0.37583,-4.0677,0.6119,2.9897,-1.5499,2.4548,4.1715,1.8395,0.66544,1.5978,2.6453,-2.5362,-1.9404,0.54869,-0.68569,0.24542,-2.0675,-2.648,-0.10689,0.55396,-0.015267,1.444,3.0353,-3.2945,-0.30137,-2.6666,2.2104,-1.8538,-1.2943,-1.8728,1.2253,4.0728,1.3616,0.26933,-2.7128,-0.014885
-1.2824,-0.24556,-1.0219,-0.11238,-0.43026,3.0522,0.8395,-1.7327,-1.8015,-2.0364,-0.97801,3.4006,1.6199,-1.9997,-0.076488,-2.0348,-0.038265,0.03406,1.3489,1.1391,0.43091,3.2919,-2.8048,2.0794,4.3252,0.63379,1.101,-3.0777,-3.3008,-4.3929,-0.31597,1.9859,1.5869,0.41537,1.602,-2.1628,-0.5171,-2.2005
0.35687,0.13518,-1.3329,-0.18976,-0.52352,-0.10946,0.2125,0.3151,1.9337,1.2881,1.017,-0.37832,-1.0297,0.032736,1.1663,-2.8218,-0.42697,0.39778,1.3601,1.1584,0.63437,1.1521,1.1638,-0.021278,-1.3662,-1.3892,-2.3203,2.1533,-2.2914,3.425,1.0022,0.37998,-1.703,-1.3682,1.4202,-0.98465,-1.6396,-0.61197
-2.3109,0.001979,-2.5976,-1.5955,-2.3434,0.68982,-0.8241,1.2064,1.6353,-2.0084,0.96672,-0.24446,-0.15968,-0.031672,0.6385,-0.5685,1.8054,1.9606,0.87727,-1.8228,-0.31641,-0.64754,1.3275,-2.8292,1.4463,-0.1189,1.7132,-0.93519,-0.12756,-1.626,-0.2092,1.1323,1.7091,1.1611,-0.16696,-0.89322,0.48609,-0.29893
-0.85239,0.52914,-0.83284,2.2113,-3.3486,0.54236,0.76262,1.4335,-0.54566,-0.45601,-0.5668,1.4854,1.5294,-0.7619,2.1754,0.38245,-1.4559,4.3534,-0.9349,-2.1952,-2.6585,0.72141,-1.7834,-0.63406,0.024268,-2.091,-3.2787,4.7023,-2.0597,1.5417,-0.95887,-0.21371,0.63324,2.0217,-0.29956,-1.1867,-1.9902,-0.037251
-1.8534,-1.3169,2.709,2.5169,0.49974,-0.4409,-2.4502,0.47985,-2.2246,1.919,-1.0933,1.1071,1.2974,-2.3114,-0.78032,2.5008,-0.98908,0.19031,3.0227,0.75479,-1.3639,1.6956,-0.731,-0.60906,-0.79143,2.2567,0.3124,0.38076,-3.0122,-0.072672,-0.7418,0.34723,2.6828,-3.5107,-0.50719,-0.38348,-0.052017,0.49029
0.017129,-1.0263,-1.4119,0.65047,-1.5181,-0.54136,1.5529,-1.0455,1.0229,-2.1218,4.6709,-1.6515,-1.6561,-4.1009,1.5188,0.47896,0.00626,-1.6877,-0.49864,0.74099,-0.5663,-0.47018,0.029751,-1.4452,-0.87068,-4.2188,-0.088301,-2.768,1.1004,4.4056,1.1865,0.94415,-0.44612,-0.1541,2.4731,0.24877,1.1107,0.22328
5.0966,1.5166,-1.2518,1.4234,-0.9283,0.10927,-1.0096,3.3036,-0.29223,-0.29055,0.48674,0.31823,1.8094,0.14916,-0.055673,-0.57149,-0.1869,0.036652,-2.2214,-1.0413,-0.041822,-0.64618,0.59684,-2.2206,1.1246,1.1893,1.1405,-2.0195,0.37466,0.17154,1.1144,-1.6153,0.48544,-3.1068,0.39453,2.1181,-0.072083,1.468
