FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,WHH,WHD,WHA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA
0,1,0,1,2.0,3.0,4.33,2.0,3.2,3.45,1.95,3.1,4.0,1.9,3.2,4.1,1.91,3.0,3.75,2.0,3.0,3.4,2.0,3.0,3.75,32,2.08,1.99,3.21,3.1,4.55,3.88,28,2.5,2.39,1.57,1.52,17,0.0,1.46,1.42,2.9,2.64
0,2,0,1,4.75,3.1,1.91,4.75,3.25,1.7,4.0,3.1,1.95,4.0,3.25,1.9,3.75,3.0,1.91,4.0,3.1,1.8,3.75,3.1,1.91,31,4.75,4.16,3.38,3.15,2.0,1.9,27,2.3,2.18,1.67,1.62,16,0.5,1.99,1.96,1.95,1.91
2,2,1,1,3.75,3.1,2.1,3.8,3.0,2.0,3.5,3.1,2.1,3.45,3.2,2.1,3.5,3.0,2.0,3.4,3.1,1.95,3.6,3.0,2.0,32,3.81,3.58,3.32,3.08,2.17,2.08,28,2.28,2.17,1.65,1.62,17,0.0,2.65,2.5,1.53,1.46
1,0,1,0,2.3,3.0,3.4,2.2,2.9,3.3,2.3,3.0,3.1,2.2,3.0,3.4,2.2,2.8,3.2,2.25,2.88,3.0,2.38,2.9,3.0,31,2.49,2.33,3.2,2.99,3.4,3.13,27,2.5,2.41,1.57,1.51,16,0.0,1.74,1.65,2.2,2.14
1,1,0,0,3.5,3.0,2.25,3.25,2.95,2.2,3.1,3.0,2.3,3.2,3.0,2.3,3.0,2.9,2.25,3.0,2.88,2.25,3.2,2.9,2.25,31,3.7,3.27,3.17,2.98,2.35,2.25,27,2.3,2.19,1.68,1.61,16,0.0,2.3,2.18,1.63,1.58
3,0,2,0,1.53,3.6,7.5,1.5,3.4,7.0,1.53,3.6,6.5,1.5,3.8,6.7,1.5,3.5,6.0,1.44,3.6,6.5,1.5,3.6,6.5,32,1.61,1.52,3.97,3.64,7.79,6.67,28,2.25,2.11,1.7,1.67,18,-1.0,1.98,1.93,1.98,1.9
0,2,0,1,1.91,3.2,4.33,1.9,3.2,3.8,1.9,3.1,4.2,1.9,3.2,4.1,1.91,3.0,3.75,1.91,3.0,3.75,1.9,3.0,4.2,32,2.03,1.92,3.23,3.12,4.7,4.12,28,2.5,2.33,1.58,1.54,17,0.0,1.4,1.37,3.0,2.85
1,3,1,1,2.2,2.9,3.75,2.2,2.9,3.3,2.25,2.9,3.3,2.2,3.1,3.3,2.25,2.9,3.0,2.25,2.88,3.0,2.1,2.9,3.6,32,2.25,2.17,3.25,2.99,3.92,3.44,28,2.6,2.41,1.56,1.52,17,0.0,1.63,1.55,2.5,2.29
4,1,1,1,1.5,3.5,7.0,1.45,3.75,6.8,1.5,3.6,7.0,1.55,3.7,6.0,1.5,3.5,6.0,1.4,3.75,7.0,1.44,3.6,7.5,31,1.5,1.46,4.33,3.76,8.54,7.26,28,2.25,2.12,1.75,1.66,19,-1.0,1.87,1.8,2.14,2.03
1,2,0,1,1.67,3.3,5.5,1.75,3.3,4.35,1.72,3.25,5.0,1.65,3.4,5.5,1.73,3.1,4.5,1.67,3.1,5.0,1.67,3.25,4.75,30,1.77,1.71,3.58,3.29,5.65,5.06,27,2.25,2.14,1.7,1.64,17,-0.5,1.75,1.71,2.26,2.2
2,0,1,0,2.15,3.0,3.8,2.15,3.0,3.25,2.25,3.0,3.2,2.1,3.1,3.6,2.2,2.8,3.2,2.15,2.88,3.25,2.1,3.0,3.4,30,2.25,2.19,3.21,2.99,3.9,3.46,29,2.51,2.38,1.6,1.53,20,0.0,1.6,1.53,2.5,2.36
2,2,0,0,1.91,3.25,4.33,1.8,3.15,4.4,1.9,3.1,4.2,1.9,3.2,4.0,1.8,3.2,4.0,1.91,3.0,3.75,1.85,3.1,4.0,30,2.0,1.89,3.33,3.16,4.65,4.23,29,2.4,2.26,1.65,1.58,20,0.0,1.41,1.37,3.05,2.87
1,0,1,0,1.33,4.5,12.0,1.25,5.0,10.0,1.3,4.75,9.0,1.3,4.8,9.5,1.22,5.0,10.0,1.3,4.33,8.0,1.3,4.5,8.5,31,1.35,1.3,5.5,4.72,12.12,9.99,30,2.03,1.94,1.91,1.8,21,-1.5,2.11,2.05,1.83,1.79
4,0,2,0,2.25,3.0,3.5,2.2,2.95,3.25,2.2,3.0,3.3,2.2,3.0,3.4,2.2,2.8,3.2,2.2,2.88,3.1,2.2,3.0,3.2,30,2.3,2.22,3.18,2.97,3.75,3.36,29,2.55,2.39,1.6,1.52,18,0.0,1.6,1.55,2.46,2.29
3,1,1,1,1.62,3.6,6.0,1.6,3.4,5.5,1.6,3.5,5.5,1.55,3.5,6.6,1.57,3.25,5.5,1.57,3.3,5.5,1.6,3.4,5.5,31,1.67,1.6,3.75,3.48,7.0,5.87,30,2.2,2.09,1.75,1.67,20,0.0,1.2,1.18,4.6,4.31
2,3,0,2,4.0,3.25,2.0,4.1,3.3,1.8,4.0,3.1,1.95,3.6,3.1,2.1,3.6,3.1,1.91,3.5,3.1,1.95,3.75,3.2,1.9,30,4.4,3.91,3.35,3.16,2.1,1.97,29,2.31,2.2,1.68,1.61,18,0.5,1.9,1.84,2.1,2.02
3,1,1,1,1.91,3.3,4.2,1.9,3.1,4.0,1.9,3.1,4.2,1.9,3.15,4.1,1.91,3.1,3.6,1.83,3.0,4.0,2.0,3.1,3.6,29,2.01,1.93,3.34,3.12,4.75,4.1,28,2.5,2.3,1.61,1.55,18,-0.5,2.01,1.97,1.96,1.89
2,1,2,0,2.38,3.0,3.25,2.45,2.95,2.8,2.4,2.9,3.0,2.3,3.0,3.2,2.38,2.75,3.0,2.3,2.9,2.9,2.2,3.0,3.25,30,2.45,2.37,3.1,2.94,3.5,3.12,28,2.55,2.42,1.57,1.51,17,0.0,1.7,1.64,2.33,2.16
1,0,1,0,1.73,3.5,5.0,1.65,3.5,4.75,1.67,3.4,5.0,1.6,3.5,5.9,1.62,3.1,5.5,1.62,3.3,5.0,1.7,3.4,4.5,30,1.78,1.69,3.6,3.4,5.85,5.05,28,2.18,2.06,1.76,1.69,18,0.0,1.26,1.24,3.75,3.65
1,1,1,1,2.5,2.9,3.1,2.35,2.95,2.95,2.5,3.0,2.8,2.3,3.0,3.2,2.25,2.9,3.0,2.38,2.88,2.8,2.3,3.0,3.0,32,2.67,2.46,3.0,2.92,3.4,3.0,30,2.5,2.38,1.57,1.52,18,0.0,1.83,1.73,2.1,2.02
0,3,0,2,4.0,3.2,2.0,3.7,3.3,1.9,3.6,3.2,2.0,4.1,3.2,1.9,4.0,3.2,1.8,3.6,3.1,1.91,3.4,3.2,2.0,32,4.15,3.85,3.39,3.17,2.1,1.99,26,2.58,2.34,1.6,1.55,15,0.0,2.95,2.68,1.47,1.4
2,1,1,0,2.35,3.0,3.3,2.25,3.0,3.1,2.3,3.0,3.1,2.25,3.1,3.15,2.2,3.0,3.0,2.25,3.0,2.88,2.2,3.0,3.1,33,2.4,2.3,3.17,3.0,3.53,3.24,28,2.53,2.36,1.65,1.55,16,0.0,1.66,1.62,2.3,2.18
2,0,2,0,2.1,3.0,4.0,1.9,3.1,3.95,2.0,3.1,3.75,1.9,3.3,3.9,1.91,3.0,3.75,1.95,3.0,3.6,2.0,3.1,3.6,33,2.15,2.04,3.25,3.09,4.15,3.81,28,2.46,2.27,1.63,1.58,15,0.0,1.48,1.42,2.9,2.61
2,0,0,0,2.3,3.0,3.4,2.25,3.0,3.1,2.3,3.0,3.1,2.4,3.0,3.05,2.2,2.8,3.2,2.2,3.0,3.0,2.25,3.0,3.1,31,2.4,2.31,3.15,2.99,3.5,3.21,26,2.55,2.38,1.62,1.54,14,0.0,1.69,1.62,2.31,2.18
1,1,1,0,3.0,3.0,2.5,3.0,3.1,2.25,3.0,3.0,2.35,3.05,3.0,2.4,2.8,2.88,2.38,2.7,3.0,2.4,3.0,3.0,2.3,33,3.3,3.02,3.15,3.0,2.55,2.42,28,2.46,2.23,1.7,1.6,16,0.0,2.26,2.1,1.75,1.69
0,1,0,1,1.75,3.3,5.25,1.65,3.2,5.5,1.75,3.25,4.75,1.75,3.4,4.8,1.73,3.1,4.5,1.67,3.2,4.8,1.7,3.25,5.0,31,1.83,1.75,3.39,3.25,5.58,5.06,26,2.35,2.18,1.68,1.62,15,0.0,1.29,1.26,3.8,3.5
2,3,0,1,3.6,3.0,2.2,3.45,2.95,2.1,3.3,3.0,2.2,3.25,3.0,2.25,3.2,3.0,2.1,3.1,2.88,2.2,3.3,2.9,2.2,33,3.75,3.42,3.16,3.02,2.29,2.21,28,2.56,2.39,1.6,1.53,16,0.0,2.45,2.32,1.6,1.53
4,0,1,0,1.5,3.75,7.5,1.45,3.65,7.25,1.5,3.6,7.0,1.5,3.7,7.0,1.44,3.5,7.0,1.4,3.75,7.0,1.44,3.75,7.0,31,1.53,1.45,4.26,3.88,8.7,7.59,27,2.13,2.0,1.84,1.74,16,-1.0,1.79,1.75,2.16,2.1
1,2,1,1,2.45,2.9,3.2,2.45,2.85,2.95,2.45,2.85,3.0,2.4,3.0,3.05,2.25,2.88,3.0,2.38,2.88,2.8,2.3,3.0,2.9,31,2.61,2.46,3.02,2.92,3.23,3.02,27,2.64,2.48,1.58,1.5,15,0.0,1.8,1.72,2.14,2.04
1,1,1,0,2.0,3.1,4.2,2.0,3.0,3.7,2.0,3.1,3.75,2.0,3.15,3.9,2.0,2.88,3.6,1.95,3.0,3.6,1.9,3.1,4.0,32,2.15,2.02,3.22,3.07,4.37,3.9,28,2.62,2.36,1.6,1.55,15,0.0,1.5,1.42,2.75,2.62
